Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Renzo Saravia,ar ARG,DF,30.0,31,26,2291.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.1,1.4,47.0,157.0,74.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,Matches
Rodrigo Battaglia,ar ARG,"DF,MF",32.0,26,26,2285.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.4,0.4,0.1,0.5,21.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Gustavo Scarpa,br BRA,"DF,MF",30.0,32,25,2245.0,24.9,4.0,4.0,8.0,2.0,2.0,2.0,7.0,1.0,4.1,2.5,4.0,6.5,90.0,140.0,229.0,0.16,0.16,0.32,0.08,0.24,0.17,0.16,0.32,0.1,0.26,Matches
Éverson,br BRA,GK,33.0,25,25,2242.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Fuchs,br BRA,DF,24.0,26,23,2031.0,22.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.8,0.8,1.9,2.7,22.0,136.0,10.0,0.0,0.04,0.04,0.0,0.04,0.04,0.08,0.12,0.04,0.12,Matches
Paulinho,br BRA,"FW,MF",23.0,26,22,1991.0,22.1,8.0,1.0,9.0,7.0,1.0,1.0,3.0,1.0,5.9,5.1,1.6,6.7,54.0,79.0,158.0,0.36,0.05,0.41,0.32,0.36,0.27,0.07,0.34,0.23,0.3,Matches
Otávio,br BRA,MF,29.0,25,22,1917.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.2,0.4,19.0,89.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Hulk,br BRA,"FW,MF",37.0,24,22,1892.0,21.0,10.0,5.0,15.0,6.0,4.0,5.0,5.0,1.0,9.5,5.6,1.9,7.5,38.0,60.0,143.0,0.48,0.24,0.71,0.29,0.52,0.45,0.09,0.54,0.26,0.36,Matches
Fausto Vera,ar ARG,MF,23.0,20,19,1654.0,18.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.3,2.1,19.0,77.0,26.0,0.11,0.0,0.11,0.11,0.11,0.1,0.02,0.11,0.1,0.11,Matches
Alan Franco,ec ECU,MF,25.0,22,18,1631.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,3.0,5.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches
Igor Gomes,br BRA,MF,24.0,22,17,1321.0,14.7,1.0,3.0,4.0,0.0,1.0,1.0,8.0,0.0,2.1,1.3,1.2,2.5,21.0,83.0,61.0,0.07,0.2,0.27,0.0,0.2,0.14,0.08,0.22,0.09,0.17,Matches
Rubens,br BRA,"DF,FW",22.0,19,15,1194.0,13.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1.1,1.0,1.4,2.5,17.0,28.0,66.0,0.08,0.08,0.15,0.08,0.15,0.08,0.11,0.19,0.08,0.19,Matches
