Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Victor Leandro Bagy,br BRA,GK,35.0,38.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Ricardo Oliveira,br BRA,FW,37.0,33.4,13,91,40,44.0,2.73,1.2,0.14,0.33,,0,0,Matches
Fábio Santos,br BRA,DF,32.0,31.3,4,17,6,35.3,0.54,0.19,0.0,0.0,,4,5,Matches
Luan,br BRA,"FW,MF",27.0,26.4,3,51,13,25.5,1.93,0.49,0.06,0.23,,0,0,Matches
Juan Cazares,ec ECU,MF,25.0,25.8,8,66,18,27.3,2.56,0.7,0.12,0.44,,0,0,Matches
Elías,br BRA,MF,32.0,25.9,5,34,10,29.4,1.31,0.39,0.15,0.5,,0,0,Matches
Leonardo Silva,br BRA,DF,38.0,23.1,4,16,6,37.5,0.69,0.26,0.25,0.67,,0,0,Matches
Emerson,br BRA,"DF,MF",19.0,22.5,1,17,4,23.5,0.75,0.18,0.06,0.25,,0,0,Matches
Iago Maidana,br BRA,DF,21.0,22.0,0,13,2,15.4,0.59,0.09,0.0,0.0,,0,0,Matches
Yimmi Chará,co COL,"FW,MF",26.0,20.5,1,21,6,28.6,1.02,0.29,0.05,0.17,,0,0,Matches
Adílson Warken,br BRA,MF,31.0,20.3,0,9,0,0.0,0.44,0.0,0.0,,,0,0,Matches
Gabriel,br BRA,DF,22.0,19.4,0,11,4,36.4,0.57,0.21,0.0,0.0,,0,0,Matches
Patric Cabral Lalau,br BRA,"DF,MF",28.0,17.0,0,4,1,25.0,0.24,0.06,0.0,0.0,,0,0,Matches
José Welison,br BRA,MF,22.0,12.1,0,11,2,18.2,0.91,0.17,0.0,0.0,,0,0,Matches
Matheus Galdezani,br BRA,MF,25.0,11.1,1,15,4,26.7,1.35,0.36,0.07,0.25,,0,0,Matches
Roger Guedes,br BRA,"FW,MF",21.0,11.0,9,42,20,47.6,3.81,1.81,0.21,0.45,,0,0,Matches
Gustavo Blanco,br BRA,MF,23.0,10.0,0,18,8,44.4,1.8,0.8,0.0,0.0,,0,0,Matches
Gleison Bremer,br BRA,DF,20.0,9.5,1,5,2,40.0,0.53,0.21,0.2,0.5,,0,0,Matches
Tomás Andrade,ar ARG,MF,21.0,7.4,3,20,7,35.0,2.72,0.95,0.15,0.43,,0,0,Matches
Rómulo Otero,ve VEN,"FW,MF",25.0,4.2,1,15,7,46.7,3.57,1.67,0.07,0.14,,0,0,Matches
Juninho,br BRA,DF,22.0,4.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Nathan,br BRA,"FW,MF",21.0,2.8,0,12,0,0.0,4.3,0.0,0.0,,,0,0,Matches
David Terans,uy URU,"FW,MF",23.0,5.9,1,20,7,35.0,3.41,1.19,0.05,0.14,,0,0,Matches
Hulk,br BRA,DF,18.0,2.8,0,1,0,0.0,0.36,0.0,0.0,,,0,0,Matches
Alerrandro,br BRA,FW,18.0,2.2,0,3,0,0.0,1.34,0.0,0.0,,,0,0,Matches
Denílson,br BRA,FW,22.0,2.7,0,6,0,0.0,2.24,0.0,0.0,,,0,0,Matches
Edinho,br BRA,MF,23.0,1.0,0,1,0,0.0,1.03,0.0,0.0,,,0,0,Matches
Lucas Cândido,br BRA,MF,24.0,1.5,0,5,1,20.0,3.28,0.66,0.0,0.0,,0,0,Matches
Bruninho,br BRA,MF,17.0,1.2,0,6,1,16.7,4.91,0.82,0.0,0.0,,0,0,Matches
Erik Lima,br BRA,"FW,MF",23.0,0.9,0,1,0,0.0,1.1,0.0,0.0,,,0,0,Matches
Yago,br BRA,MF,22.0,0.9,0,1,0,0.0,1.11,0.0,0.0,,,0,0,Matches
Leandrinho,br BRA,MF,19.0,0.7,0,3,1,33.3,4.03,1.34,0.0,0.0,,0,0,Matches
Squad Total,,,28.3,38.0,55,535,170,31.8,14.08,4.47,0.1,0.3,,4,5,
Opponent Total,,,26.8,38.0,39,467,152,32.5,12.29,4.0,0.07,0.22,,5,6,
