Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Éverson,br BRA,GK,30.0,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hulk,br BRA,FW,34.0,32.5,19,106,40,37.7,3.27,1.23,0.12,0.33,22.8,22,6,6,14.7,9.9,0.09,4.3,3.1,Matches
Allan,br BRA,MF,23.0,29.8,0,27,10,37.0,0.91,0.34,0.0,0.0,29.5,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Federico Zaracho,ar ARG,"MF,FW",22.0,26.8,7,42,14,33.3,1.57,0.52,0.17,0.5,15.8,0,0,0,5.2,5.2,0.13,1.8,1.8,Matches
Nathan Silva,br BRA,DF,23.0,28.0,3,20,5,25.0,0.71,0.18,0.15,0.6,13.9,0,0,0,1.7,1.7,0.08,1.3,1.3,Matches
Guilherme Arana,br BRA,DF,23.0,25.4,1,35,12,34.3,1.38,0.47,0.03,0.08,25.3,0,0,0,1.8,1.8,0.05,-0.8,-0.8,Matches
Júnior Alonso,py PAR,DF,27.0,22.0,1,16,4,25.0,0.73,0.18,0.06,0.25,14.9,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches
Tchê Tchê,br BRA,MF,28.0,21.8,1,21,7,33.3,0.96,0.32,0.05,0.14,25.8,0,0,0,0.9,0.9,0.04,0.1,0.1,Matches
Ignacio Fernández,ar ARG,MF,31.0,20.1,5,32,10,31.3,1.59,0.5,0.13,0.4,22.7,6,1,2,4.9,3.2,0.1,0.1,0.8,Matches
Guga,br BRA,DF,22.0,19.5,0,5,0,0.0,0.26,0.0,0.0,,29.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Jair,br BRA,MF,26.0,17.3,2,12,4,33.3,0.69,0.23,0.17,0.5,16.2,0,0,0,1.7,1.7,0.14,0.3,0.3,Matches
Mariano,br BRA,DF,34.0,17.8,0,3,0,0.0,0.17,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Keno,br BRA,"FW,MF",31.0,15.9,5,40,12,30.0,2.52,0.76,0.13,0.42,19.2,0,0,0,3.5,3.5,0.09,1.5,1.5,Matches
Réver,br BRA,DF,36.0,15.2,0,4,2,50.0,0.26,0.13,0.0,0.0,10.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Jefferson Savarino,ve VEN,FW,24.0,11.4,5,31,9,29.0,2.72,0.79,0.16,0.56,18.2,0,0,0,3.9,3.9,0.13,1.1,1.1,Matches
Dodô,br BRA,DF,28.0,9.8,1,8,3,37.5,0.82,0.31,0.13,0.33,22.3,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Diego Costa,es ESP,FW,32.0,8.6,4,26,8,30.8,3.02,0.93,0.15,0.5,13.6,0,0,0,3.3,3.3,0.13,0.7,0.7,Matches
Hyoran,br BRA,"FW,MF",27.0,7.4,1,13,3,23.1,1.75,0.4,0.08,0.33,22.4,2,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Eduardo Vargas,cl CHI,"FW,MF",31.0,9.0,4,25,8,32.0,2.78,0.89,0.04,0.13,20.9,0,3,3,4.3,2.2,0.09,-0.3,-1.2,Matches
Igor Rabello,br BRA,DF,25.0,7.9,0,3,2,66.7,0.38,0.25,0.0,0.0,11.5,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
Dylan Borrero,co COL,"FW,MF",19.0,5.6,2,15,3,20.0,2.66,0.53,0.13,0.67,17.8,0,0,0,1.8,1.8,0.12,0.2,0.2,Matches
Eduardo Sasha,br BRA,"FW,MF",28.0,7.1,2,23,9,39.1,3.22,1.26,0.09,0.22,15.9,0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
Nathan,br BRA,"MF,FW",24.0,4.9,2,8,4,50.0,1.65,0.82,0.25,0.5,19.6,0,0,0,1.6,1.6,0.2,0.4,0.4,Matches
Gabriel,br BRA,DF,25.0,4.1,1,1,1,100.0,0.25,0.25,1.0,1.0,6.9,0,0,0,0.2,0.2,0.22,0.8,0.8,Matches
Marrony,br BRA,"FW,MF",21.0,2.7,0,3,1,33.3,1.11,0.37,0.0,0.0,8.6,0,0,0,0.8,0.8,0.26,-0.8,-0.8,Matches
Calebe,br BRA,"MF,FW",20.0,3.1,0,3,0,0.0,0.98,0.0,0.0,,32.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Alan Franco,ec ECU,MF,22.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Micael,br BRA,DF,20.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafael Pires,br BRA,GK,31.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Wellington Daniel Bueno,br BRA,DF,25.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Felipe Felicio,br BRA,"MF,FW",18.0,1.2,0,3,1,33.3,2.41,0.8,0.0,0.0,16.2,0,0,0,1.1,1.1,0.35,-1.1,-1.1,Matches
Sávio,br BRA,FW,16.0,0.6,0,1,0,0.0,1.55,0.0,0.0,,33.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Luiz Filipe,br BRA,"FW,MF",19.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Neto,br BRA,MF,18.0,0.6,1,1,1,100.0,1.76,1.76,1.0,1.0,20.1,0,0,0,0.1,0.1,0.09,0.9,0.9,Matches
Luis Otávio Echaporã,br BRA,FW,20.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.8,38.0,67,527,173,32.8,13.87,4.55,0.11,0.33,20.4,31,10,11,57.8,49.3,0.09,9.2,7.7,
Opponent Total,,,26.8,38.0,32,361,113,31.3,9.5,2.97,0.08,0.26,21.6,20,3,5,34.0,30.2,0.08,-2.0,-1.2,
