Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Éverson,br BRA,GK,32.0,36.0,31,2,1,1,1,40.8,0.3,10.8,0.3,190,472,40.3,887,132,43.9,37.1,175,47.4,40.6,526,30,5.7,36,1.0,14.1,Matches
Matheus Mendes,br BRA,GK,23.0,2.0,1,0,0,0,0,1.5,0.2,0.5,0.26,18,41,43.9,43,4,55.8,42.0,23,73.9,49.7,38,2,5.3,0,0.0,9.5,Matches
Squad Total,,,28.7,38.0,32,2,1,1,1,42.3,0.29,11.3,0.3,208,513,40.5,793,136,52.1,,335,29.9,27.3,564,32,5.7,36,0.95,,
Opponent Total,,,27.4,38.0,52,6,3,3,1,57.1,0.3,6.1,0.16,140,366,38.3,702,171,34.8,34.3,277,44.0,38.2,509,39,7.7,28,0.74,11.9,
