Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Victor Leandro Bagy,br BRA,GK,33.0,32.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Fred,br BRA,FW,32.0,24.2,12,51,26,51.0,2.11,1.08,0.24,0.46,,0,0,Matches
Rafael Carioca,br BRA,MF,26.0,25.6,1,8,2,25.0,0.31,0.08,0.13,0.5,,0,0,Matches
Robinho,br BRA,"FW,MF",32.0,23.6,12,49,22,44.9,2.07,0.93,0.16,0.36,,4,4,Matches
Leonardo Silva,br BRA,DF,36.0,24.0,1,25,5,20.0,1.04,0.21,0.04,0.2,,0,0,Matches
Carlos César,br BRA,DF,28.0,21.0,2,8,2,25.0,0.38,0.1,0.25,1.0,,0,0,Matches
Júnior Urso,br BRA,MF,26.0,19.9,4,35,12,34.3,1.76,0.6,0.11,0.33,,0,0,Matches
Leandro Donizete,br BRA,MF,33.0,19.7,2,10,3,30.0,0.51,0.15,0.2,0.67,,0,0,Matches
Frickson Erazo,ec ECU,DF,27.0,19.8,0,3,0,0.0,0.15,0.0,0.0,,,0,0,Matches
Fábio Santos,br BRA,DF,30.0,19.1,0,7,0,0.0,0.37,0.0,0.0,,,0,0,Matches
Clayton,br BRA,"FW,MF",20.0,17.3,4,43,16,37.2,2.49,0.93,0.09,0.25,,0,0,Matches
Gabriel,br BRA,DF,20.0,14.2,0,4,1,25.0,0.28,0.07,0.0,0.0,,0,0,Matches
Marcos Rocha,br BRA,DF,27.0,12.3,0,4,0,0.0,0.32,0.0,0.0,,,0,0,Matches
Juan Cazares,ec ECU,MF,23.0,12.1,6,38,13,34.2,3.14,1.07,0.13,0.38,,1,1,Matches
Lucas Cândido,br BRA,MF,22.0,11.4,0,20,9,45.0,1.75,0.79,0.0,0.0,,0,0,Matches
Maicosuel,br BRA,MF,29.0,9.9,2,13,5,38.5,1.31,0.51,0.15,0.4,,0,0,Matches
Lucas Pratto,ar ARG,FW,27.0,12.3,5,25,10,40.0,2.04,0.82,0.2,0.5,,0,0,Matches
Carlos,br BRA,"FW,MF",20.0,9.2,2,26,8,30.8,2.83,0.87,0.08,0.25,,0,0,Matches
Patric Cabral Lalau,br BRA,"DF,MF",26.0,10.8,2,23,10,43.5,2.14,0.93,0.09,0.2,,0,0,Matches
Douglas Santos,br BRA,"DF,MF",21.0,9.5,0,4,1,25.0,0.42,0.11,0.0,0.0,,0,0,Matches
Rómulo Otero,ve VEN,"FW,MF",23.0,8.9,2,27,7,25.9,3.03,0.79,0.07,0.29,,0,0,Matches
Edcarlos,br BRA,DF,30.0,8.0,0,4,1,25.0,0.5,0.12,0.0,0.0,,0,0,Matches
Hyuri,br BRA,"FW,MF",24.0,5.2,2,12,5,41.7,2.3,0.96,0.17,0.4,,0,0,Matches
Tiago Pagnussat,br BRA,DF,25.0,5.0,1,6,2,33.3,1.2,0.4,0.17,0.5,,0,0,Matches
Eduardo Henrique,br BRA,MF,20.0,4.7,0,2,0,0.0,0.42,0.0,0.0,,,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",28.0,3.9,0,6,2,33.3,1.55,0.52,0.0,0.0,,0,0,Matches
Ronaldo Conceição,br BRA,DF,28.0,3.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Giovanni Santos,br BRA,GK,28.0,3.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Leonan,br BRA,DF,20.0,2.7,0,2,2,100.0,0.74,0.74,0.0,0.0,,0,0,Matches
Luan,br BRA,"FW,MF",25.0,3.3,1,7,2,28.6,2.14,0.61,0.14,0.5,,0,0,Matches
Jesiel,br BRA,DF,21.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Uilson,br BRA,GK,21.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Pablo Diogo,br BRA,"DF,FW",23.0,1.7,0,6,3,50.0,3.55,1.78,0.0,0.0,,0,0,Matches
Jesús Dátolo,ar ARG,MF,31.0,2.0,0,5,0,0.0,2.47,0.0,0.0,,,0,0,Matches
Capixaba,br BRA,"FW,MF",19.0,0.8,0,1,1,100.0,1.23,1.23,0.0,0.0,,0,0,Matches
Yago,br BRA,MF,20.0,0.7,0,0,0,,0.0,0.0,,,,0,0,Matches
Thalis Cantanhede,br BRA,MF,19.0,0.4,0,3,2,66.7,8.44,5.63,0.0,0.0,,0,0,Matches
Alex Silva,br BRA,DF,21.0,0.3,0,0,0,,0.0,0.0,,,,0,0,Matches
João Figueiredo,br BRA,"FW,MF",19.0,0.2,0,1,0,0.0,4.74,0.0,0.0,,,0,0,Matches
Squad Total,,,28.1,37.0,61,478,172,36.0,12.92,4.65,0.12,0.33,,5,5,
Opponent Total,,,26.8,37.0,50,510,186,36.5,13.78,5.03,0.09,0.25,,3,3,
