Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Éverson,br BRA,GK,31.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.54,45.0,37.0,8.0,0.22,0.22,52.8,33.2,19.6,0.53,-0.25,Matches
Allan,br BRA,MF,24.0,33,2733.0,83.0,79.9,30.4,31,87.0,26,2,17.0,1,1.42,31.0,33.0,-2.0,-0.07,-1.38,42.6,27.5,15.2,0.5,-0.18,Matches
Júnior Alonso,py PAR,DF,28.0,31,2598.0,84.0,76.0,28.9,30,85.0,27,1,45.0,2,1.48,31.0,30.0,1.0,0.03,-0.73,40.1,27.0,13.1,0.45,-0.34,Matches
Jair,br BRA,MF,27.0,31,2074.0,67.0,60.6,23.0,26,76.0,7,5,21.0,4,1.52,27.0,25.0,2.0,0.09,-0.31,31.1,21.8,9.4,0.41,-0.33,Matches
Ignacio Fernández,ar ARG,MF,32.0,34,2222.0,65.0,65.0,24.7,25,79.0,7,9,28.0,2,1.47,29.0,24.0,5.0,0.2,-0.02,34.6,21.5,13.1,0.53,-0.01,Matches
Hulk,br BRA,FW,35.0,25,2088.0,84.0,61.1,23.2,24,86.0,16,1,20.0,0,1.48,27.0,24.0,3.0,0.13,-0.21,31.6,21.4,10.2,0.44,-0.25,Matches
Federico Zaracho,ar ARG,"MF,FW",23.0,26,1884.0,72.0,55.1,20.9,24,76.0,7,2,28.0,0,1.62,22.0,14.0,8.0,0.38,0.38,26.8,16.0,10.8,0.52,-0.04,Matches
Keno,br BRA,"FW,MF",32.0,29,1855.0,64.0,54.2,20.6,22,74.0,5,7,33.0,0,1.34,20.0,15.0,5.0,0.24,0.07,30.9,15.5,15.5,0.75,0.47,Matches
Mariano,br BRA,DF,35.0,25,1732.0,69.0,50.6,19.2,19,87.0,17,6,15.0,7,1.48,22.0,18.0,4.0,0.21,-0.01,26.6,15.9,10.7,0.56,0.04,Matches
Guilherme Arana,br BRA,DF,24.0,20,1721.0,86.0,50.3,19.1,19,89.0,18,1,28.0,0,1.75,24.0,17.0,7.0,0.37,0.31,27.2,16.1,11.1,0.58,0.09,Matches
Guga,br BRA,DF,23.0,22,1674.0,76.0,48.9,18.6,19,86.0,13,3,16.0,16,1.64,23.0,19.0,4.0,0.22,0.01,26.6,18.1,8.5,0.45,-0.16,Matches
Nathan Silva,br BRA,DF,24.0,22,1732.0,79.0,50.6,19.2,18,90.0,17,4,30.0,14,1.41,19.0,19.0,0.0,0.0,-0.43,26.5,14.9,11.7,0.61,0.14,Matches
Eduardo Sasha,br BRA,"FW,MF",29.0,27,1291.0,48.0,37.7,14.3,16,72.0,2,11,13.0,5,1.52,18.0,17.0,1.0,0.07,-0.23,20.7,13.9,6.8,0.47,-0.1,Matches
Ademir Santos,br BRA,"FW,MF",26.0,35,1492.0,43.0,43.6,16.6,15,64.0,1,20,26.0,2,1.57,20.0,20.0,0.0,0.0,-0.37,23.3,15.7,7.6,0.46,-0.14,Matches
Eduardo Vargas,cl CHI,FW,32.0,24,1141.0,48.0,33.4,12.7,13,71.0,3,11,19.0,4,1.58,20.0,9.0,11.0,0.87,0.99,20.9,9.4,11.5,0.91,0.55,Matches
Jemerson,br BRA,DF,29.0,12,995.0,83.0,29.1,11.1,12,83.0,9,0,,3,1.75,13.0,6.0,7.0,0.63,0.6,16.7,7.8,8.9,0.8,0.37,Matches
Rubens,br BRA,"DF,MF",20.0,29,1229.0,42.0,35.9,13.7,11,80.0,4,18,20.0,7,1.52,17.0,17.0,0.0,0.0,-0.33,17.7,13.3,4.3,0.32,-0.34,Matches
Otávio,br BRA,MF,27.0,24,1160.0,48.0,33.9,12.9,11,76.0,4,13,25.0,8,1.83,17.0,7.0,10.0,0.78,0.86,16.4,11.8,4.6,0.35,-0.28,Matches
Dodô,br BRA,DF,29.0,13,905.0,70.0,26.5,10.1,11,77.0,5,2,31.0,9,1.38,11.0,7.0,4.0,0.4,0.25,14.9,8.2,6.7,0.67,0.18,Matches
