Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Guilherme Arana,br BRA,"DF,MF",22.0,37,3192.0,86.0,93.3,35.5,35,89.0,32.0,2,40.0,0,1.76,59.0,44.0,15.0,0.42,-1.16,63.3,43.5,19.8,0.56,-0.62,Matches
Júnior Alonso,py PAR,DF,26.0,32,2878.0,90.0,84.2,32.0,32,90.0,31.0,0,,0,1.88,55.0,37.0,18.0,0.56,0.4,57.6,41.1,16.6,0.52,-0.51,Matches
Guga,br BRA,DF,21.0,32,2665.0,83.0,77.9,29.6,30,88.0,26.0,2,15.0,3,2.0,49.0,31.0,18.0,0.61,0.49,53.0,36.4,16.6,0.56,-0.18,Matches
Keno,br BRA,"FW,MF",30.0,33,2551.0,77.0,74.6,28.3,29,83.0,14.0,4,34.0,0,1.91,55.0,33.0,22.0,0.78,1.09,55.9,32.8,23.0,0.81,0.84,Matches
Éverson,br BRA,GK,29.0,28,2520.0,90.0,73.7,28.0,28,90.0,28.0,0,,0,1.75,48.0,34.0,14.0,0.5,0.0,49.3,31.3,18.0,0.64,0.16,Matches
Jefferson Savarino,ve VEN,"FW,MF",23.0,32,2402.0,75.0,70.2,26.7,28,81.0,15.0,4,30.0,0,1.88,46.0,28.0,18.0,0.67,0.59,49.2,33.5,15.7,0.59,-0.04,Matches
Allan,br BRA,MF,22.0,31,2364.0,76.0,69.1,26.3,26,86.0,18.0,5,28.0,1,1.9,37.0,26.0,11.0,0.42,-0.26,42.8,29.2,13.5,0.52,-0.27,Matches
Réver,br BRA,DF,35.0,26,2169.0,83.0,63.4,24.1,25,86.0,22.0,1,14.0,4,1.88,45.0,24.0,21.0,0.87,1.02,43.2,24.6,18.6,0.77,0.47,Matches
Jair,br BRA,MF,25.0,28,2073.0,74.0,60.6,23.0,24,81.0,14.0,4,33.0,0,1.75,42.0,28.0,14.0,0.61,0.27,46.8,26.4,20.4,0.89,0.73,Matches
Eduardo Sasha,br BRA,FW,27.0,34,2045.0,60.0,59.8,22.7,24,78.0,5.0,10,18.0,0,1.74,45.0,26.0,19.0,0.84,0.84,43.9,24.4,19.5,0.86,0.64,Matches
Hyoran,br BRA,MF,26.0,29,1753.0,60.0,51.3,19.5,21,77.0,7.0,8,17.0,7,1.86,34.0,17.0,17.0,0.87,0.76,34.5,19.2,15.3,0.79,0.38,Matches
Igor Rabello,br BRA,DF,24.0,24,1752.0,73.0,51.2,19.5,19,87.0,17.0,5,22.0,14,1.92,36.0,24.0,12.0,0.62,0.24,37.0,26.3,10.7,0.55,-0.1,Matches
Alan Franco,ec ECU,MF,21.0,28,1562.0,56.0,45.7,17.4,17,76.0,7.0,11,24.0,3,1.82,29.0,25.0,4.0,0.23,-0.5,32.0,23.7,8.3,0.48,-0.22,Matches
Nathan,br BRA,"MF,FW",23.0,27,1217.0,45.0,35.6,13.5,13,71.0,1.0,14,21.0,3,1.81,30.0,15.0,15.0,1.11,0.95,27.8,17.0,10.8,0.8,0.31,Matches
Eduardo Vargas,cl CHI,FW,30.0,16,1007.0,63.0,29.4,11.2,12,77.0,0.0,4,22.0,0,1.81,16.0,12.0,4.0,0.36,-0.2,16.2,11.6,4.7,0.42,-0.26,Matches
Rafael Pires,br BRA,GK,30.0,10,825.0,83.0,24.1,9.2,10,83.0,9.0,0,,26,1.9,15.0,8.0,7.0,0.76,0.35,18.9,12.8,6.1,0.67,0.09,Matches
Marrony,br BRA,"FW,MF",20.0,32,1044.0,33.0,30.5,11.6,9,67.0,1.0,23,19.0,6,1.63,14.0,15.0,-1.0,-0.09,-0.84,23.1,14.9,8.2,0.71,0.16,Matches
Federico Zaracho,ar ARG,MF,21.0,13,512.0,39.0,15.0,5.7,8,55.0,0.0,5,14.0,1,1.85,7.0,11.0,-4.0,-0.7,-1.41,7.5,8.0,-0.6,-0.1,-0.83,Matches
Gabriel,br BRA,DF,24.0,9,502.0,56.0,14.7,5.6,6,75.0,4.0,3,18.0,26,1.56,6.0,10.0,-4.0,-0.72,-1.43,6.1,6.4,-0.3,-0.05,-0.76,Matches
Mariano,br BRA,DF,33.0,8,403.0,50.0,11.8,4.5,4,85.0,3.0,4,16.0,26,1.13,7.0,7.0,0.0,0.0,-0.57,6.9,5.3,1.6,0.36,-0.28,Matches
Calebe,br BRA,"MF,FW",19.0,11,388.0,35.0,11.3,4.3,4,65.0,0.0,7,18.0,16,1.82,5.0,5.0,0.0,0.0,-0.56,6.2,6.7,-0.4,-0.1,-0.79,Matches
Marquinhos,br BRA,"FW,MF",20.0,11,438.0,40.0,12.8,4.9,3,65.0,0.0,8,30.0,17,1.45,3.0,7.0,-4.0,-0.82,-1.52,8.3,8.0,0.4,0.08,-0.6,Matches
Wellington Daniel Bueno,br BRA,DF,24.0,9,351.0,39.0,10.3,3.9,3,90.0,3.0,6,14.0,22,2.11,5.0,5.0,0.0,0.0,-0.56,7.0,2.6,4.4,1.13,0.59,Matches
Talison,br BRA,"DF,MF",19.0,3,175.0,58.0,5.1,1.9,2,76.0,0.0,1,24.0,0,1.33,1.0,4.0,-3.0,-1.54,-2.15,2.7,2.7,0.0,-0.01,-0.64,Matches
