Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Victor Leandro Bagy,br BRA,GK,33.0,32.0,2,0,0,0,4,0,0,1,1,0,0,0,Matches
Fred,br BRA,FW,32.0,24.2,4,1,0,49,50,21,5,4,8,1,0,0,Matches
Rafael Carioca,br BRA,MF,26.0,25.6,6,0,0,38,33,0,16,45,34,0,0,0,Matches
Robinho,br BRA,"FW,MF",32.0,23.6,2,0,0,33,54,26,69,17,13,0,0,0,Matches
Leonardo Silva,br BRA,DF,36.0,24.0,4,0,0,35,40,1,2,63,28,0,0,0,Matches
Carlos César,br BRA,DF,28.0,21.0,3,0,0,53,18,0,56,85,60,0,0,0,Matches
Júnior Urso,br BRA,MF,26.0,19.9,3,0,0,17,23,0,11,36,58,0,0,0,Matches
Leandro Donizete,br BRA,MF,33.0,19.7,7,1,1,28,28,0,6,48,22,0,0,0,Matches
Frickson Erazo,ec ECU,DF,27.0,19.8,4,0,0,16,14,1,1,35,20,0,0,0,Matches
Fábio Santos,br BRA,DF,30.0,19.1,2,0,0,18,20,0,85,32,25,0,0,0,Matches
Clayton,br BRA,"FW,MF",20.0,17.3,5,0,0,27,30,7,49,14,15,0,0,0,Matches
Gabriel,br BRA,DF,20.0,14.2,2,0,0,11,14,0,3,37,21,0,0,0,Matches
Marcos Rocha,br BRA,DF,27.0,12.3,3,1,0,20,29,2,47,43,45,0,0,0,Matches
Juan Cazares,ec ECU,MF,23.0,12.1,1,1,0,7,11,4,68,4,4,0,0,0,Matches
Lucas Cândido,br BRA,MF,22.0,11.4,3,0,0,30,11,2,7,30,19,0,0,0,Matches
Maicosuel,br BRA,MF,29.0,9.9,1,0,0,12,21,0,28,9,6,0,0,0,Matches
Lucas Pratto,ar ARG,FW,27.0,12.3,1,0,0,14,17,3,11,7,11,0,0,0,Matches
Carlos,br BRA,"FW,MF",20.0,9.2,2,0,0,15,16,6,11,9,7,1,0,0,Matches
Patric Cabral Lalau,br BRA,"DF,MF",26.0,10.8,3,0,0,23,10,5,30,12,17,0,0,0,Matches
Douglas Santos,br BRA,"DF,MF",21.0,9.5,1,0,0,17,10,1,44,24,26,0,0,0,Matches
Rómulo Otero,ve VEN,"FW,MF",23.0,8.9,5,0,0,21,30,1,57,8,14,0,0,0,Matches
Edcarlos,br BRA,DF,30.0,8.0,3,0,0,11,6,0,1,29,6,0,0,0,Matches
Hyuri,br BRA,"FW,MF",24.0,5.2,0,0,0,13,12,5,5,7,7,0,0,0,Matches
Tiago Pagnussat,br BRA,DF,25.0,5.0,0,0,0,3,2,0,0,11,7,0,0,0,Matches
Eduardo Henrique,br BRA,MF,20.0,4.7,3,0,0,10,15,0,2,6,6,0,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",28.0,3.9,1,0,0,4,9,0,15,5,9,0,0,0,Matches
Ronaldo Conceição,br BRA,DF,28.0,3.1,1,0,0,6,1,0,0,8,8,0,0,0,Matches
Giovanni Santos,br BRA,GK,28.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,Matches
Leonan,br BRA,DF,20.0,2.7,0,0,0,7,6,0,12,8,3,0,1,0,Matches
Luan,br BRA,"FW,MF",25.0,3.3,1,0,0,9,7,0,8,5,11,0,0,0,Matches
Jesiel,br BRA,DF,21.0,2.0,0,0,0,4,1,0,0,8,2,0,0,0,Matches
Uilson,br BRA,GK,21.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
Pablo Diogo,br BRA,"DF,FW",23.0,1.7,2,0,0,2,3,0,6,3,3,0,0,0,Matches
Jesús Dátolo,ar ARG,MF,31.0,2.0,0,0,0,2,0,1,4,2,4,0,0,0,Matches
Capixaba,br BRA,"FW,MF",19.0,0.8,1,0,0,4,4,0,2,0,1,0,0,0,Matches
Yago,br BRA,MF,20.0,0.7,0,0,0,4,0,0,0,6,1,0,0,0,Matches
Thalis Cantanhede,br BRA,MF,19.0,0.4,0,0,0,1,0,0,3,0,0,0,0,0,Matches
Alex Silva,br BRA,DF,21.0,0.3,0,0,0,0,2,0,1,1,0,0,0,0,Matches
João Figueiredo,br BRA,"FW,MF",19.0,0.2,1,0,0,3,2,0,2,0,0,0,0,0,Matches
Squad Total,,,28.1,37.0,77,4,1,567,554,86,667,663,522,2,1,0,
Opponent Total,,,26.8,37.0,94,9,4,588,533,85,735,662,478,0,3,0,
