Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
2,Santos,19,15,2,2,36,11,25,47,2.47,19,7,3,9,23,24,-1,24,1.26
3,Flamengo,19,12,5,2,31,16,15,41,2.16,19,8,6,5,21,19,2,30,1.58
4,Atlético Mineiro,19,13,3,3,39,20,19,42,2.21,18,4,8,6,22,30,-8,20,1.11
5,Botafogo (RJ),19,10,5,4,27,17,10,35,1.84,19,7,3,9,16,22,-6,24,1.26
6,Ath Paranaense,19,15,3,1,27,6,21,48,2.53,19,2,3,14,11,26,-15,9,0.47
