Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Gutieri Tomelin,it ITA,DF,23.0,34,2908.0,86.0,85.0,32.3,33,87.0,30.0,1,28.0,1,0.79,22.0,41.0,-19.0,-0.59,-0.06,Matches
Agenor Detofol,br BRA,GK,25.0,32,2880.0,90.0,84.2,32.0,32,90.0,32.0,0,,6,0.94,25.0,39.0,-14.0,-0.44,0.9,Matches
Anselmo de Moraes,br BRA,MF,25.0,29,2429.0,84.0,71.0,27.0,28,85.0,25.0,1,63.0,1,0.83,22.0,33.0,-11.0,-0.41,0.59,Matches
Diego,br BRA,DF,19.0,25,2083.0,83.0,60.9,23.1,25,83.0,20.0,0,,4,1.08,22.0,25.0,-3.0,-0.13,1.15,Matches
Marcelinho Paraíba,br BRA,"FW,MF",39.0,29,1802.0,62.0,52.7,20.0,22,72.0,8.0,7,30.0,3,0.79,15.0,20.0,-5.0,-0.25,0.7,Matches
Naldo,br BRA,MF,24.0,24,1761.0,73.0,51.5,19.6,22,77.0,15.0,2,36.0,2,0.88,15.0,24.0,-9.0,-0.46,0.25,Matches
Kempes,br BRA,FW,32.0,30,2005.0,67.0,58.6,22.3,21,82.0,15.0,9,32.0,3,0.83,15.0,21.0,-6.0,-0.27,0.75,Matches
Mario Sérgio,br BRA,DF,23.0,22,1822.0,83.0,53.3,20.2,20,88.0,18.0,2,35.0,8,0.91,16.0,26.0,-10.0,-0.49,0.18,Matches
Kadu,br BRA,MF,18.0,20,1368.0,68.0,40.0,15.2,19,70.0,8.0,1,45.0,0,1.05,15.0,18.0,-3.0,-0.2,0.64,Matches
Bruno Aguiar,br BRA,DF,28.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,6,0.89,14.0,22.0,-8.0,-0.44,0.26,Matches
Lucas Crispim,br BRA,"DF,MF",20.0,20,1461.0,73.0,42.7,16.2,17,78.0,7.0,3,43.0,4,1.05,15.0,15.0,0.0,0.0,1.01,Matches
Willian Popp,br BRA,FW,20.0,25,1346.0,54.0,39.4,15.0,15,75.0,6.0,10,22.0,2,0.92,12.0,22.0,-10.0,-0.67,-0.15,Matches
Edson Ratinho,br BRA,"DF,MF",28.0,14,1205.0,86.0,35.2,13.4,14,86.0,11.0,0,,1,0.71,6.0,20.0,-14.0,-1.05,-0.72,Matches
Edigar Junio,br BRA,FW,23.0,20,1292.0,65.0,37.8,14.4,13,85.0,9.0,7,27.0,1,0.75,12.0,20.0,-8.0,-0.56,0.03,Matches
Rafael Donato,br BRA,DF,25.0,9,781.0,87.0,22.8,8.7,9,87.0,8.0,0,,9,1.0,8.0,11.0,-3.0,-0.35,0.3,Matches
Rogério,br BRA,DF,30.0,9,732.0,81.0,21.4,8.1,8,90.0,8.0,1,11.0,8,0.7,3.0,15.0,-12.0,-1.48,-1.14,Matches
Douglas da Silva,br BRA,DF,30.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,1,1.0,5.0,8.0,-3.0,-0.37,0.26,Matches
Marion,br BRA,FW,23.0,14,723.0,52.0,21.1,8.0,7,77.0,4.0,7,27.0,2,1.29,6.0,11.0,-5.0,-0.62,-0.06,Matches
Marcelo Costa,br BRA,MF,34.0,12,694.0,58.0,20.3,7.7,7,82.0,5.0,5,25.0,11,0.75,2.0,11.0,-9.0,-1.17,-0.74,Matches
Danrlei,br BRA,DF,20.0,10,639.0,64.0,18.7,7.1,6,83.0,5.0,4,35.0,19,0.2,1.0,13.0,-12.0,-1.69,-1.37,Matches
Fabrício de Souza,br BRA,"DF,MF",32.0,9,622.0,69.0,18.2,6.9,6,82.0,4.0,3,44.0,2,0.78,3.0,6.0,-3.0,-0.43,0.18,Matches
Dankler,br BRA,DF,23.0,9,581.0,65.0,17.0,6.5,6,83.0,5.0,3,28.0,8,0.56,1.0,8.0,-7.0,-1.08,-0.61,Matches
Oliveira,br BRA,GK,33.0,6,540.0,90.0,15.8,6.0,6,90.0,6.0,0,,30,0.17,1.0,9.0,-8.0,-1.33,-0.9,Matches
Augusto César Moreira,br BRA,MF,22.0,7,467.0,67.0,13.7,5.2,6,74.0,3.0,1,21.0,1,0.57,3.0,7.0,-4.0,-0.77,-0.22,Matches
Fernando Viana,br BRA,FW,22.0,11,522.0,47.0,15.3,5.8,4,80.0,1.0,7,29.0,3,0.36,1.0,9.0,-8.0,-1.38,-0.94,Matches
Domingues,br BRA,DF,26.0,7,463.0,66.0,13.5,5.1,4,91.0,4.0,3,34.0,9,0.71,1.0,10.0,-9.0,-1.75,-1.35,Matches
Sueliton Pereira,br BRA,DF,28.0,5,349.0,70.0,10.2,3.9,4,79.0,3.0,1,34.0,3,0.0,1.0,6.0,-5.0,-1.29,-0.79,Matches
Italo Melo,br BRA,"FW,MF",21.0,7,332.0,47.0,9.7,3.7,4,63.0,1.0,3,27.0,13,0.14,2.0,8.0,-6.0,-1.63,-1.16,Matches
Silvio Junior,br BRA,"FW,MF",24.0,9,399.0,44.0,11.7,4.4,3,74.0,1.0,6,30.0,11,1.0,4.0,7.0,-3.0,-0.68,-0.11,Matches
Arnaldo,br BRA,DF,22.0,4,309.0,77.0,9.0,3.4,3,90.0,3.0,1,38.0,12,1.75,4.0,3.0,1.0,0.29,0.96,Matches
Niltinho,br BRA,MF,21.0,5,286.0,57.0,8.4,3.2,3,65.0,1.0,2,45.0,1,0.2,1.0,3.0,-2.0,-0.63,-0.06,Matches
Ricardo Bueno,br BRA,FW,27.0,5,271.0,54.0,7.9,3.0,3,71.0,1.0,2,29.0,1,1.8,6.0,3.0,3.0,1.0,1.71,Matches
