Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Agenor Detofol,br BRA,GK,25.0,31,31,2790.0,32.0,0.0,0.0,0,0.0,,7,9,15,10,32.3,6.0,4.0,2,0.0,33.3,Matches
Oliveira,br BRA,GK,33.0,6,6,540.0,6.0,,,0,0.0,,0,1,5,1,16.7,0.0,0.0,0,0.0,,Matches
Matheus Albino,br BRA,GK,19.0,0,0,,0.3,0.0,,0,0.0,,0,0,0,0,,,,0,,,Matches
Squad Total,,,25.7,38,38,3330.0,38.0,0.0,0.0,0,0.0,,7,10,21,11,28.9,6.0,4.0,2,0.0,33.3,
Opponent Total,,,26.5,38,38,3420.0,38.0,,,0,,,21,10,7,22,57.9,1.0,1.0,0,0.0,0.0,
