Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Gutieri Tomelin,it ITA,DF,23.0,34,33,2908.0,32.3,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Agenor Detofol,br BRA,GK,25.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Anselmo de Moraes,br BRA,MF,25.0,29,28,2429.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Diego,br BRA,DF,19.0,25,25,2083.0,23.1,0.0,4.0,4.0,0.0,0.0,0.0,5.0,2.0,0.0,0.17,0.17,0.0,0.17,Matches
Marcelinho Paraíba,br BRA,"FW,MF",39.0,29,22,1802.0,20.0,5.0,5.0,10.0,4.0,1.0,1.0,5.0,0.0,0.25,0.25,0.5,0.2,0.45,Matches
Naldo,br BRA,MF,24.0,24,22,1761.0,19.6,0.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.05,0.05,0.0,0.05,Matches
Kempes,br BRA,FW,32.0,30,21,2005.0,22.3,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,0.27,0.04,0.31,0.27,0.31,Matches
Mario Sérgio,br BRA,DF,23.0,22,20,1822.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Kadu,br BRA,MF,18.0,20,19,1368.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,9.0,1.0,0.07,0.07,0.13,0.07,0.13,Matches
Bruno Aguiar,br BRA,DF,28.0,18,18,1620.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Lucas Crispim,br BRA,"DF,MF",20.0,20,17,1461.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches
Willian Popp,br BRA,FW,20.0,25,15,1346.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.07,0.13,0.2,0.07,0.2,Matches
Edson Ratinho,br BRA,"DF,MF",28.0,14,14,1205.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Edigar Junio,br BRA,FW,23.0,20,13,1292.0,14.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.07,0.14,0.21,0.07,0.21,Matches
Rafael Donato,br BRA,DF,25.0,9,9,781.0,8.7,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Rogério,br BRA,DF,30.0,9,8,732.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Douglas da Silva,br BRA,DF,30.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marion,br BRA,FW,23.0,14,7,723.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Costa,br BRA,MF,34.0,12,7,694.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches
Danrlei,br BRA,DF,20.0,10,6,639.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabrício de Souza,br BRA,"DF,MF",32.0,9,6,622.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Dankler,br BRA,DF,23.0,9,6,581.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Oliveira,br BRA,GK,33.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Augusto César Moreira,br BRA,MF,22.0,7,6,467.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Viana,br BRA,FW,22.0,11,4,522.0,5.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Domingues,br BRA,DF,26.0,7,4,463.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Sueliton Pereira,br BRA,DF,28.0,5,4,349.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches
Italo Melo,br BRA,"FW,MF",21.0,7,4,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Silvio Junior,br BRA,"FW,MF",24.0,9,3,399.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Arnaldo,br BRA,DF,22.0,4,3,309.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Niltinho,br BRA,MF,21.0,5,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Bueno,br BRA,FW,27.0,5,3,271.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches
Héracles,br BRA,DF,22.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Costa,br BRA,FW,27.0,4,3,231.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches
Tiago Luís,br BRA,"FW,MF",25.0,5,3,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
William Henrique,br BRA,FW,23.0,3,3,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alef Vieira Santos,br BRA,DF,21.0,3,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Renato,br BRA,MF,23.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Welinton Júnior,br BRA,"FW,MF",21.0,3,2,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jael Ferreira,br BRA,FW,26.0,3,1,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mariano Trípodi,ar ARG,FW,27.0,3,1,122.0,1.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.74,0.74,Matches
Wellington Saci,br BRA,DF,30.0,2,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juninho,br BRA,MF,19.0,2,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yuri Naves Roberto,br BRA,MF,25.0,4,0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luiz Meneses,br BRA,MF,18.0,3,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matheus Albino,br BRA,GK,19.0,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adriano,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches
Zé Arthur,br BRA,FW,18.0,0,0,,,,,,,,,,,,,,,,Matches
Eusébio,br BRA,"DF,MF",29.0,0,0,,,,,,,,,,,,,,,,Matches
Bruno Furlan,br BRA,FW,22.0,0,0,,,,,,,,,,,,,,,,Matches
Jhonatan,br BRA,GK,23.0,0,0,,,,,,,,,,,,,,,,Matches
Jonathan,br BRA,MF,19.0,0,0,,,,,,,,,,,,,,,,Matches
