Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,MP,W,D,L,GF,GA,GD,Pts,Pts/MP
18,Vasco da Gama,19,5,6,8,13,23,-10,21,1.11,19,5,5,9,15,31,-16,20,1.05
19,Goiás,19,7,4,8,22,17,5,25,1.32,19,3,4,12,17,32,-15,13,0.68
20,Joinville,19,6,7,6,19,17,2,25,1.32,19,1,3,15,7,31,-24,6,0.32
