Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Diogo Mateus,br BRA,"DF,MF",22.0,15,1184.0,79.0,34.6,13.2,13,84.0,8.0,2,45.0,2,1.07,18.0,17.0,1.0,0.08,0.2,Matches
Dagoberto,br BRA,"FW,MF",32.0,17,1016.0,60.0,29.7,11.3,13,70.0,1.0,4,26.0,0,1.35,10.0,13.0,-3.0,-0.27,-0.3,Matches
Zé Eduardo,br BRA,FW,28.0,13,981.0,75.0,28.7,10.9,13,75.0,5.0,0,,1,1.38,15.0,13.0,2.0,0.18,0.33,Matches
Tiago Real,br BRA,MF,27.0,24,1100.0,46.0,32.2,12.2,11,74.0,5.0,13,22.0,11,1.25,17.0,17.0,0.0,0.0,0.08,Matches
Vander Luiz Silva Souza,br BRA,"FW,MF",25.0,26,1178.0,45.0,34.4,13.1,10,79.0,4.0,16,24.0,6,0.92,19.0,19.0,0.0,0.0,0.08,Matches
José Welison,br BRA,MF,20.0,13,712.0,55.0,20.8,7.9,8,73.0,5.0,5,26.0,22,1.46,13.0,21.0,-8.0,-1.01,-1.21,Matches
Caíque,br BRA,GK,18.0,8,662.0,83.0,19.4,7.4,7,90.0,7.0,1,31.0,26,0.88,11.0,13.0,-2.0,-0.27,-0.27,Matches
Flávio,br BRA,MF,19.0,10,509.0,51.0,14.9,5.7,7,58.0,2.0,3,35.0,23,1.2,8.0,5.0,3.0,0.53,0.69,Matches
Norberto,br BRA,DF,25.0,8,535.0,67.0,15.6,5.9,6,76.0,2.0,2,40.0,7,1.38,6.0,4.0,2.0,0.34,0.46,Matches
David,br BRA,"FW,MF",20.0,17,599.0,35.0,17.5,6.7,4,68.0,0.0,13,25.0,13,1.06,9.0,10.0,-1.0,-0.15,-0.12,Matches
Serginho,cn CHN,"FW,MF",20.0,16,512.0,32.0,15.0,5.7,4,65.0,0.0,12,21.0,8,0.31,6.0,9.0,-3.0,-0.53,-0.56,Matches
Leandro Domingues,br BRA,MF,32.0,9,366.0,41.0,10.7,4.1,4,62.0,0.0,5,24.0,3,1.33,4.0,8.0,-4.0,-0.98,-1.04,Matches
Rodrigo Ramallo,bo BOL,"FW,MF",25.0,4,221.0,55.0,6.5,2.5,2,76.0,1.0,2,35.0,12,0.75,4.0,3.0,1.0,0.41,0.49,Matches
Maicon Silva,br BRA,DF,27.0,4,210.0,53.0,6.1,2.3,2,91.0,2.0,2,14.0,1,1.0,1.0,2.0,-1.0,-0.43,-0.4,Matches
Nickson,br BRA,MF,18.0,3,163.0,54.0,4.8,1.8,2,54.0,0.0,1,55.0,12,1.67,3.0,2.0,1.0,0.55,0.64,Matches
Vinicius,br BRA,DF,21.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,10,0.0,0.0,1.0,-1.0,-1.0,-0.97,Matches
Gabriel Pereira,br BRA,MF,20.0,1,45.0,45.0,1.3,0.5,1,45.0,0.0,0,,6,1.0,1.0,1.0,0.0,0.0,0.05,Matches
Alípio,br BRA,"FW,MF",23.0,10,228.0,23.0,6.7,2.5,0,,0.0,10,22.0,14,0.3,5.0,8.0,-3.0,-1.18,-1.21,Matches
William Henrique,br BRA,FW,24.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,1,0.0,1.0,2.0,-1.0,-2.0,-1.97,Matches
Rafaelson,vn VIE,FW,18.0,1,16.0,16.0,0.5,0.2,0,,0.0,1,15.0,5,3.0,0.0,1.0,-1.0,-5.63,-5.6,Matches
Yan Matheus,br BRA,"FW,MF",17.0,1,5.0,5.0,0.1,0.1,0,,0.0,1,4.0,3,3.0,0.0,0.0,0.0,0.0,0.05,Matches
Bruno Bispo,br BRA,DF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Josué,br BRA,DF,22.0,0,,,,,0,,0.0,0,,8,,,,,,,Matches
Guilherme Mattis,br BRA,DF,25.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Ronaldo,br BRA,GK,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Wallace,br BRA,GK,20.0,0,,,,,0,,0.0,0,,11,,,,,,,Matches
Squad Total,,,26.1,38,3420.0,90.0,100.0,38.0,418,83.0,,113,25.0,262,1.18,51.0,53.0,-2.0,-0.05,,
Opponent Total,,,26.6,38,3420.0,90.0,100.0,38.0,418,83.0,,114,23.0,290,1.58,53.0,51.0,2.0,0.05,,
