Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Uillian Correia,br BRA,MF,28.0,5,405.0,81.0,11.8,4.5,5,81.0,4.0,0,,7,0.2,5.0,12.0,-7.0,-1.56,-0.96,Matches
Fillipe Soutto,br BRA,MF,26.0,5,405.0,81.0,11.8,4.5,5,81.0,4.0,0,,23,1.4,6.0,8.0,-2.0,-0.44,0.3,Matches
Luan,br BRA,FW,18.0,6,400.0,67.0,11.7,4.4,5,75.0,3.0,1,25.0,2,1.17,4.0,9.0,-5.0,-1.13,-0.47,Matches
Bruno Bispo,br BRA,DF,21.0,6,415.0,69.0,12.1,4.6,4,90.0,4.0,2,27.0,21,1.0,5.0,8.0,-3.0,-0.65,0.07,Matches
Lucas Marques,br BRA,MF,22.0,4,290.0,73.0,8.5,3.2,3,82.0,1.0,1,45.0,4,1.0,3.0,4.0,-1.0,-0.31,0.44,Matches
Walisson Maia,br BRA,DF,26.0,2,180.0,90.0,5.3,2.0,2,90.0,2.0,0,,5,3.0,5.0,3.0,2.0,1.0,1.81,Matches
Guilherme Costa,br BRA,MF,23.0,6,172.0,29.0,5.0,1.9,1,88.0,0.0,5,17.0,10,1.17,5.0,2.0,3.0,1.57,2.4,Matches
Mauricio Plenckauskas Cordeiro,br BRA,FW,25.0,4,155.0,39.0,4.5,1.7,1,93.0,1.0,3,21.0,6,0.25,2.0,1.0,1.0,0.58,1.35,Matches
Mateus Rodrigues,br BRA,DF,18.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,2,3.0,1.0,0.0,1.0,1.0,1.76,Matches
Alexander Baumjohann,de GER,MF,31.0,3,68.0,23.0,2.0,0.8,1,47.0,0.0,2,11.0,3,0.33,2.0,2.0,0.0,0.0,0.72,Matches
Eron,br BRA,FW,19.0,2,78.0,39.0,2.3,0.9,0,,0.0,2,39.0,7,0.5,2.0,1.0,1.0,1.15,1.91,Matches
Nickson,br BRA,MF,20.0,5,65.0,13.0,1.9,0.7,0,,0.0,5,12.0,13,0.8,1.0,3.0,-2.0,-2.77,-2.1,Matches
Juninho,br BRA,DF,28.0,1,45.0,45.0,1.3,0.5,0,,0.0,1,45.0,0,1.0,1.0,1.0,0.0,0.0,0.72,Matches
Todinho Júnior,br BRA,"FW,MF",24.0,1,18.0,18.0,0.5,0.2,0,,0.0,1,17.0,5,0.0,0.0,1.0,-1.0,-5.0,-4.31,Matches
Jonatas Belusso,br BRA,FW,29.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Hebert Cristian,br BRA,FW,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Bruno Gomes,br BRA,FW,21.0,0,,,,,0,,0.0,0,,5,,,,,,,Matches
Jhemerson,br BRA,MF,21.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Fernando Miguel,br BRA,GK,32.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Diego Washington,br BRA,GK,18.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Léo Xavier,br BRA,DF,20.0,0,,,,,0,,0.0,0,,3,,,,,,,Matches
Squad Total,,,24.6,38,3420.0,90.0,100.0,38.0,418,83.0,,114,26.0,300,0.97,36.0,63.0,-27.0,-0.71,,
Opponent Total,,,27.1,38,3420.0,90.0,100.0,38.0,418,83.0,,114,22.0,305,1.76,63.0,36.0,27.0,0.71,,
