Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Jeferson,br BRA,"DF,FW",21.0,30,2494.0,83.0,72.9,27.7,28,88.0,25.0,2,15.0,1,1.1,22.0,36.0,-14.0,-0.51,0.76,Matches
Ramon Menezes Roma,br BRA,"DF,MF",22.0,28,2256.0,81.0,66.0,25.1,25,87.0,23.0,3,26.0,6,0.89,21.0,39.0,-18.0,-0.72,-0.02,Matches
Neílton,br BRA,"FW,MF",23.0,32,2209.0,69.0,64.6,24.5,24,83.0,15.0,8,28.0,2,0.97,25.0,51.0,-26.0,-1.06,-0.98,Matches
Ronaldo,br BRA,GK,21.0,20,1800.0,90.0,52.6,20.0,20,90.0,20.0,0,,14,1.15,16.0,28.0,-12.0,-0.6,0.23,Matches
Aderlan Santos,br BRA,DF,28.0,20,1657.0,83.0,48.5,18.4,19,87.0,17.0,1,12.0,6,1.1,15.0,26.0,-11.0,-0.6,0.22,Matches
Yago,br BRA,MF,22.0,27,1549.0,57.0,45.3,17.2,18,76.0,9.0,9,19.0,9,0.74,16.0,36.0,-20.0,-1.16,-0.83,Matches
Rhayner,br BRA,"FW,MF",27.0,20,1495.0,75.0,43.7,16.6,18,79.0,9.0,2,34.0,4,0.9,11.0,26.0,-15.0,-0.9,-0.34,Matches
Rodrigo Andrade,br BRA,MF,20.0,22,1313.0,60.0,38.4,14.6,18,67.0,5.0,4,29.0,3,0.95,9.0,24.0,-15.0,-1.03,-0.52,Matches
Willian Farias,br BRA,MF,28.0,21,1511.0,72.0,44.2,16.8,17,82.0,12.0,4,29.0,1,1.1,17.0,25.0,-8.0,-0.48,0.42,Matches
Lucas Ribeiro,br BRA,DF,19.0,16,1379.0,86.0,40.3,15.3,16,86.0,14.0,0,,1,0.88,14.0,21.0,-7.0,-0.46,0.43,Matches
Leo Gomes,br BRA,MF,20.0,15,1317.0,88.0,38.5,14.6,15,88.0,14.0,0,,0,1.13,14.0,17.0,-3.0,-0.21,0.82,Matches
Leonardo,br BRA,FW,22.0,17,1279.0,75.0,37.4,14.2,15,81.0,10.0,2,29.0,1,0.82,10.0,18.0,-8.0,-0.56,0.24,Matches
Lucas Fernandes,br BRA,"FW,MF",23.0,30,1515.0,51.0,44.3,16.8,14,78.0,6.0,16,26.0,3,1.03,18.0,30.0,-12.0,-0.71,0.0,Matches
Kanu,br BRA,DF,33.0,14,1260.0,90.0,36.8,14.0,14,90.0,14.0,0,,2,1.0,17.0,31.0,-14.0,-1.0,-0.46,Matches
Erick,br BRA,"FW,MF",20.0,19,1229.0,65.0,35.9,13.7,14,76.0,6.0,5,33.0,1,0.95,11.0,20.0,-9.0,-0.66,0.08,Matches
André Lima,br BRA,FW,32.0,21,1037.0,49.0,30.3,11.5,10,71.0,2.0,11,30.0,7,1.33,14.0,14.0,0.0,0.0,1.02,Matches
Fabiano,br BRA,DF,27.0,12,980.0,82.0,28.7,10.9,10,90.0,10.0,2,39.0,3,0.75,11.0,17.0,-6.0,-0.55,0.22,Matches
Arouca,br BRA,"DF,MF",31.0,11,812.0,74.0,23.7,9.0,10,77.0,6.0,1,42.0,6,1.27,9.0,13.0,-4.0,-0.44,0.35,Matches
Wallyson,br BRA,"FW,MF",29.0,19,1008.0,53.0,29.5,11.2,9,86.0,7.0,10,23.0,4,0.79,15.0,20.0,-5.0,-0.45,0.37,Matches
Elias Martello Curzel,br BRA,GK,22.0,8,720.0,90.0,21.1,8.0,8,90.0,8.0,0,,18,1.0,9.0,17.0,-8.0,-1.0,-0.37,Matches
Marcelo Benitez,ar ARG,"DF,MF",27.0,8,640.0,80.0,18.7,7.1,8,80.0,6.0,0,,9,0.88,4.0,10.0,-6.0,-0.84,-0.16,Matches
Walter Bou,ar ARG,"FW,MF",24.0,8,485.0,61.0,14.2,5.4,7,68.0,1.0,1,6.0,5,1.13,3.0,11.0,-8.0,-1.48,-0.9,Matches
Ruan,br BRA,DF,24.0,7,574.0,82.0,16.8,6.4,6,88.0,5.0,1,45.0,10,0.71,2.0,13.0,-11.0,-1.72,-1.22,Matches
Bryan Silva Garcia,br BRA,DF,25.0,7,496.0,71.0,14.5,5.5,6,81.0,4.0,1,9.0,7,1.0,3.0,15.0,-12.0,-2.18,-1.72,Matches
Marcelo Meli,ar ARG,MF,25.0,9,481.0,53.0,14.1,5.3,6,66.0,2.0,3,28.0,10,1.11,4.0,8.0,-4.0,-0.75,-0.04,Matches
Lucas Marques,br BRA,DF,29.0,7,528.0,75.0,15.4,5.9,5,85.0,3.0,2,52.0,23,1.0,10.0,16.0,-6.0,-1.02,-0.37,Matches
Cedric,br BRA,DF,19.0,6,477.0,80.0,13.9,5.3,5,90.0,5.0,1,26.0,5,1.17,6.0,10.0,-4.0,-0.75,-0.05,Matches
José Welison,br BRA,MF,22.0,6,464.0,77.0,13.6,5.2,5,90.0,5.0,1,13.0,1,1.17,7.0,10.0,-3.0,-0.58,0.15,Matches
Denílson,br BRA,FW,22.0,6,463.0,77.0,13.5,5.1,5,89.0,4.0,1,16.0,1,0.83,7.0,10.0,-3.0,-0.58,0.15,Matches
Caíque,br BRA,GK,20.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,1,0.8,8.0,10.0,-2.0,-0.4,0.36,Matches
João Gabriel,br BRA,GK,25.0,5,450.0,90.0,13.2,5.0,5,90.0,5.0,0,,5,0.4,3.0,8.0,-5.0,-1.0,-0.33,Matches
Pedro Botelho,br BRA,"DF,MF",28.0,5,407.0,81.0,11.9,4.5,5,81.0,3.0,0,,4,0.2,5.0,11.0,-6.0,-1.33,-0.7,Matches
