Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Fernando Miguel,br BRA,GK,30.0,31,31,2759,30.6,40,1.3,153,117,75.2,11,6,14,5,16.1,6,2,2,2,50.0,Matches
Caíque,br BRA,GK,18.0,8,7,661,7.4,13,1.77,37,25,67.6,1,3,3,1,14.3,1,1,0,0,0.0,Matches
Squad Total,,,26.1,38,38,3420,38.0,53,1.39,190,142,73.7,12,9,17,6,15.8,7,3,2,2,40.0,
Opponent Total,,,26.6,38,38,3420,38.0,51,1.34,159,115,70.4,17,9,12,9,23.7,8,4,3,1,42.9,
