Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Uillian Correia,br BRA,MF,27.0,33,2653.0,80.0,77.6,29.5,32,82.0,19.0,1,45.0,2,1.12,37.0,49.0,-12.0,-0.41,-0.88,Matches
David,br BRA,"FW,MF",21.0,35,2642.0,75.0,77.3,29.4,30,82.0,16.0,5,39.0,1,1.23,34.0,40.0,-6.0,-0.2,0.03,Matches
Fernando Miguel,br BRA,GK,31.0,29,2610.0,90.0,76.3,29.0,29,90.0,29.0,0,,3,1.1,33.0,42.0,-9.0,-0.31,-0.42,Matches
Yago,br BRA,MF,21.0,28,2073.0,74.0,60.6,23.0,26,77.0,11.0,2,34.0,2,1.32,36.0,33.0,3.0,0.13,0.87,Matches
Kanu,br BRA,DF,32.0,25,2250.0,90.0,65.8,25.0,25,90.0,25.0,0,,3,1.48,36.0,34.0,2.0,0.08,0.85,Matches
Neílton,br BRA,"FW,MF",22.0,30,1948.0,65.0,57.0,21.6,24,75.0,6.0,6,25.0,4,1.17,31.0,37.0,-6.0,-0.28,-0.15,Matches
Santiago Tréllez,co COL,FW,27.0,23,2028.0,88.0,59.3,22.5,23,88.0,20.0,0,,0,1.35,34.0,31.0,3.0,0.13,0.84,Matches
Patric Cabral Lalau,br BRA,"DF,MF",27.0,33,2244.0,68.0,65.6,24.9,22,89.0,20.0,11,26.0,1,1.12,33.0,41.0,-8.0,-0.32,-0.32,Matches
Ramon Menezes Roma,br BRA,"DF,MF",21.0,25,1887.0,75.0,55.2,21.0,22,82.0,18.0,3,30.0,0,1.36,26.0,30.0,-4.0,-0.19,0.04,Matches
Wallace Reis,br BRA,DF,29.0,21,1890.0,90.0,55.3,21.0,21,90.0,21.0,0,,0,1.43,35.0,31.0,4.0,0.19,0.9,Matches
Geferson,br BRA,"DF,MF",22.0,19,1654.0,87.0,48.4,18.4,19,87.0,17.0,0,,13,1.16,23.0,31.0,-8.0,-0.44,-0.44,Matches
Caíque Silva Sá,br BRA,DF,24.0,18,1305.0,73.0,38.2,14.5,16,79.0,10.0,2,24.0,8,0.94,17.0,20.0,-3.0,-0.21,0.01,Matches
Fillipe Soutto,br BRA,MF,25.0,16,1042.0,65.0,30.5,11.6,12,80.0,7.0,4,22.0,10,1.5,24.0,18.0,6.0,0.52,1.05,Matches
Juninho,br BRA,DF,27.0,12,1033.0,86.0,30.2,11.5,12,86.0,10.0,0,,0,1.17,14.0,14.0,0.0,0.0,0.3,Matches
Fred,br BRA,DF,31.0,13,1017.0,78.0,29.7,11.3,11,82.0,9.0,2,58.0,5,0.85,12.0,20.0,-8.0,-0.71,-0.71,Matches
Kieza,br BRA,FW,30.0,13,890.0,68.0,26.0,9.9,10,80.0,7.0,3,29.0,1,0.77,11.0,16.0,-5.0,-0.51,-0.4,Matches
Willian Farias,br BRA,MF,27.0,10,850.0,85.0,24.9,9.4,10,85.0,8.0,0,,1,1.1,7.0,11.0,-4.0,-0.42,-0.28,Matches
Cleiton Xavier,br BRA,MF,33.0,17,817.0,48.0,23.9,9.1,9,76.0,4.0,8,17.0,11,0.94,12.0,16.0,-4.0,-0.44,-0.3,Matches
Caíque,br BRA,GK,19.0,9,810.0,90.0,23.7,9.0,9,90.0,9.0,0,,26,1.22,17.0,16.0,1.0,0.11,0.42,Matches
Carlos Eduardo,br BRA,"FW,MF",29.0,13,676.0,52.0,19.8,7.5,7,78.0,3.0,6,22.0,10,1.23,11.0,11.0,0.0,0.0,0.26,Matches
Alan Costa,br BRA,DF,26.0,8,639.0,80.0,18.7,7.1,7,90.0,7.0,1,8.0,21,0.13,4.0,13.0,-9.0,-1.27,-1.3,Matches
Thallyson,br BRA,DF,25.0,7,579.0,83.0,16.9,6.4,6,90.0,6.0,1,38.0,12,1.14,9.0,10.0,-1.0,-0.16,0.07,Matches
