Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Avaí,63,4666,Willian Farias,4-2-3-1,4-2-3-1,Felipe Gomes da Silva,Match Report,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Home,L,0,1,Corinthians,47,16515,Willian Farias,4-2-3-1,4-1-4-1,Pericles Bassols Pegado Cortez,Match Report,
2017-05-27,21:00,Série A,Matchweek 3,Sat,Home,L,0,1,Coritiba,52,7619,Willian Farias,4-2-3-1,4-3-3,Vinicius Gonçalves Dias Araujo,Match Report,
2017-06-03,18:00,Série A,Matchweek 4,Sat,Away,L,1,2,Fluminense,44,13801,Fernando Miguel,4-4-1-1,4-3-3,Ricardo Marques Ribeiro,Match Report,
2017-06-08,19:30,Série A,Matchweek 5,Thu,Away,L,0,2,São Paulo,49,12536,Willian Farias,4-2-3-1,3-4-3,Rafael Traci,Match Report,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Home,W,2,0,Atlético Mineiro,42,6812,Willian Farias,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Home,D,2,2,Botafogo (RJ),54,8877,Fernando Miguel,4-2-3-1,4-4-1-1,Anderson Daronco,Match Report,
2017-06-18,19:00,Série A,Matchweek 8,Sun,Away,W,3,1,Sport Recife,43,6061,Willian Farias,4-2-3-1,4-3-3,André Luiz de Freitas Castro,Match Report,
2017-06-21,19:30,Série A,Matchweek 9,Wed,Home,L,0,2,Santos,59,7855,Willian Farias,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Away,L,1,4,Ath Paranaense,52,15770,Willian Farias,4-2-3-1,4-1-4-1,Rodrigo Batista Raposo,Match Report,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Home,D,0,0,Bahia,55,10741,Willian Farias,4-1-3-2,4-2-3-1,Raphael Claus,Match Report,
2017-07-08,16:00,Série A,Matchweek 12,Sat,Away,W,2,1,Atl Goianiense,49,2857,Willian Farias,4-2-3-1,4-1-4-1,Rafael Traci,Match Report,
2017-07-12,21:45,Série A,Matchweek 13,Wed,Home,L,1,4,Vasco da Gama,67,5548,Cleiton Xavier,4-3-3,4-2-3-1,Antonio Dib Moraes de Sousa,Match Report,
2017-07-16,11:00,Série A,Matchweek 14,Sun,Away,L,2,4,Palmeiras,44,36263,Wallace Reis,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2017-07-19,19:30,Série A,Matchweek 15,Wed,Home,L,1,3,Grêmio,51,5541,Cleiton Xavier,4-2-2-2,4-1-4-1,Pericles Bassols Pegado Cortez,Match Report,
2017-07-22,16:00,Série A,Matchweek 16,Sat,Home,L,1,2,Chapecoense,67,5433,Kanu,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2017-07-30,19:00,Série A,Matchweek 17,Sun,Away,D,0,0,Cruzeiro,37,12471,Wallace Reis,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
