Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,788,1111,70.9,20941,13367,132,133,99.2,455,457,99.6,200,515,38.8,0,0.0,0.0,0.0,1,13,0,0,0,Matches
Wagner,br BRA,DF,24.0,35.1,1423,1658,85.8,29705,11005,392,424,92.5,832,898,92.7,186,296,62.8,0,0.4,0.7,-0.4,6,91,3,1,103,Matches
Lucas Esteves,br BRA,DF,23.0,32.6,1184,1520,77.9,19526,7403,568,628,90.4,516,634,81.4,76,182,41.8,4,3.0,2.8,1.0,35,86,26,19,108,Matches
Matheusinho,br BRA,"MF,FW",26.0,27.4,722,919,78.6,12032,3010,376,417,90.2,241,307,78.5,82,141,58.2,5,3.4,3.4,1.6,37,79,17,7,98,Matches
Alerrandro,br BRA,FW,24.0,26.5,362,519,69.7,5049,1165,197,263,74.9,122,165,73.9,16,28,57.1,4,2.8,1.7,1.2,33,28,13,0,55,Matches
Willian,br BRA,MF,30.0,29.4,801,956,83.8,13657,3927,359,410,87.6,343,387,88.6,71,95,74.7,1,1.2,0.9,-0.2,31,78,13,2,102,Matches
Luan Silva,br BRA,MF,24.0,17.6,588,675,87.1,10225,2451,244,263,92.8,285,319,89.3,42,61,68.9,0,0.2,0.2,-0.2,6,30,4,1,41,Matches
Willean Lepo,br BRA,DF,27.0,19.9,738,972,75.9,11939,4816,362,425,85.2,308,375,82.1,46,103,44.7,0,1.5,1.9,-1.5,22,47,15,10,78,Matches
Raúl Cáceres,py PAR,DF,32.0,18.8,532,760,70.0,8539,3131,282,322,87.6,196,284,69.0,39,103,37.9,3,2.4,2.2,0.6,23,38,22,17,49,Matches
Osvaldo,br BRA,"MF,FW",36.0,11.9,237,331,71.6,3883,1158,119,142,83.8,81,109,74.3,24,46,52.2,0,1.6,1.2,-1.6,19,15,11,6,37,Matches
Neris,br BRA,DF,31.0,15.1,537,632,85.0,11383,4596,138,148,93.2,324,362,89.5,71,115,61.7,0,0.0,0.1,0.0,0,39,3,0,37,Matches
Janderson,br BRA,"FW,MF",24.0,15.5,247,370,66.8,3418,686,149,193,77.2,69,99,69.7,14,25,56.0,1,1.6,0.9,-0.6,13,20,4,1,23,Matches
Ricardo,br BRA,MF,29.0,11.6,381,479,79.5,7465,2088,136,160,85.0,186,217,85.7,51,81,63.0,1,0.5,0.3,0.5,10,43,4,1,54,Matches
Léo Naldi,br BRA,MF,22.0,12.3,318,395,80.5,5572,1732,138,165,83.6,144,167,86.2,28,38,73.7,0,0.2,0.2,-0.2,7,43,2,1,45,Matches
Gustavo Mosquito,br BRA,"FW,MF",26.0,8.9,133,176,75.6,2087,536,71,81,87.7,49,64,76.6,9,16,56.3,2,2.0,1.7,0.0,10,12,10,3,22,Matches
Machado,br BRA,MF,28.0,9.1,317,407,77.9,6696,2339,116,128,90.6,131,163,80.4,65,99,65.7,0,0.5,0.9,-0.5,10,34,6,4,39,Matches
Carlos Eduardo,br BRA,"FW,MF",27.0,9.7,136,201,67.7,2293,712,66,88,75.0,52,70,74.3,12,26,46.2,2,1.2,0.8,0.8,9,16,9,3,22,Matches
Caio Vinícius,br BRA,"DF,MF",25.0,6.7,298,337,88.4,5563,1698,113,125,90.4,160,170,94.1,23,35,65.7,0,0.0,0.1,0.0,0,24,1,1,28,Matches
EDU,br BRA,DF,23.0,8.3,237,297,79.8,5089,2037,59,63,93.7,142,159,89.3,34,65,52.3,0,0.0,0.0,0.0,0,19,0,0,23,Matches
Patric Calmon PK,br BRA,DF,29.0,6.0,213,280,76.1,3550,1222,104,117,88.9,87,117,74.4,18,32,56.3,1,0.7,0.7,0.3,4,14,5,5,24,Matches
Camutanga,br BRA,DF,30.0,5.0,163,194,84.0,3233,1284,51,57,89.5,100,107,93.5,12,26,46.2,0,0.0,0.0,0.0,0,6,0,0,10,Matches
Bruno Uvini,br BRA,DF,32.0,4.8,170,199,85.4,3149,975,52,59,88.1,106,116,91.4,10,20,50.0,0,0.0,0.0,0.0,0,6,0,0,12,Matches
Jean Mota,br BRA,"MF,FW",30.0,4.6,185,248,74.6,3239,1096,90,101,89.1,67,80,83.8,23,50,46.0,0,0.8,1.2,-0.8,9,19,7,4,28,Matches
Zeca,br BRA,DF,29.0,4.3,170,228,74.6,2646,1087,97,100,97.0,59,79,74.7,10,32,31.3,0,0.2,0.3,-0.2,4,11,6,4,17,Matches
Rodrigo Andrade,br BRA,"MF,FW",26.0,4.3,148,181,81.8,2486,870,70,79,88.6,54,64,84.4,19,24,79.2,0,0.2,0.3,-0.2,3,13,0,0,15,Matches
