Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Dinei,br BRA,FW,30.0,31,2471.0,80.0,72.3,27.5,28,85.0,20.0,3,29.0,0,1.06,31.0,42.0,-11.0,-0.4,0.17,Matches
Kadu,br BRA,"DF,MF",27.0,27,2397.0,89.0,70.1,26.6,27,89.0,26.0,0,,0,1.15,27.0,36.0,-9.0,-0.34,0.37,Matches
Wilson,br BRA,GK,30.0,24,2115.0,88.0,61.8,23.5,24,88.0,23.0,0,,4,0.92,22.0,29.0,-7.0,-0.3,0.39,Matches
Richarlyson,br BRA,"DF,MF",31.0,24,1847.0,77.0,54.0,20.5,24,77.0,12.0,0,,1,1.21,21.0,30.0,-9.0,-0.44,0.02,Matches
Marcinho,br BRA,MF,29.0,23,1833.0,80.0,53.6,20.4,23,80.0,13.0,0,,1,1.17,22.0,29.0,-7.0,-0.34,0.22,Matches
Luis Cáceres,py PAR,MF,25.0,25,1962.0,78.0,57.4,21.8,22,84.0,17.0,3,37.0,2,1.0,21.0,28.0,-7.0,-0.32,0.3,Matches
Luiz Gustavo,br BRA,DF,19.0,23,1925.0,84.0,56.3,21.4,21,89.0,20.0,2,24.0,4,1.26,26.0,29.0,-3.0,-0.14,0.7,Matches
Nino Paraíba,br BRA,DF,28.0,22,1824.0,83.0,53.3,20.3,21,85.0,19.0,1,32.0,14,1.09,22.0,27.0,-5.0,-0.25,0.43,Matches
José Welison,br BRA,MF,18.0,21,1651.0,79.0,48.3,18.3,19,84.0,14.0,2,24.0,10,0.95,15.0,24.0,-9.0,-0.49,-0.08,Matches
Roger Carvalho,br BRA,DF,27.0,18,1620.0,90.0,47.4,18.0,18,90.0,18.0,0,,1,1.0,16.0,24.0,-8.0,-0.44,0.01,Matches
Juan,br BRA,"DF,MF",31.0,23,1507.0,66.0,44.1,16.7,18,78.0,13.0,5,21.0,2,0.91,19.0,22.0,-3.0,-0.18,0.48,Matches
Caio Canedo Corrêa,ae UAE,"FW,MF",23.0,18,1423.0,79.0,41.6,15.8,18,79.0,9.0,0,,0,0.83,14.0,20.0,-6.0,-0.38,0.12,Matches
Ayrton Ganino,br BRA,DF,28.0,16,1407.0,88.0,41.1,15.6,16,88.0,15.0,0,,9,0.88,14.0,21.0,-7.0,-0.45,0.0,Matches
Gatito Fernández,py PAR,GK,25.0,15,1305.0,87.0,38.2,14.5,14,90.0,14.0,1,45.0,6,1.07,15.0,25.0,-10.0,-0.69,-0.39,Matches
Vinícius,br BRA,"FW,MF",20.0,18,1146.0,64.0,33.5,12.7,13,81.0,5.0,5,18.0,7,1.17,19.0,14.0,5.0,0.39,1.26,Matches
Alemão,br BRA,DF,27.0,11,972.0,88.0,28.4,10.8,11,88.0,10.0,0,,0,0.91,11.0,14.0,-3.0,-0.28,0.24,Matches
Neto Coruja,br BRA,MF,26.0,11,724.0,66.0,21.2,8.0,11,66.0,6.0,0,,3,0.55,5.0,15.0,-10.0,-1.24,-1.01,Matches
Adriano Bispo,br BRA,MF,26.0,14,967.0,69.0,28.3,10.7,9,83.0,6.0,5,44.0,11,0.93,8.0,18.0,-10.0,-0.93,-0.67,Matches
Edno,br BRA,"FW,MF",30.0,15,924.0,62.0,27.0,10.3,8,91.0,7.0,7,28.0,4,1.13,11.0,14.0,-3.0,-0.29,0.21,Matches
Euller,br BRA,DF,19.0,9,658.0,73.0,19.2,7.3,8,80.0,5.0,1,18.0,16,1.0,9.0,8.0,1.0,0.14,0.72,Matches
Mansur,br BRA,DF,20.0,14,765.0,55.0,22.4,8.5,7,72.0,2.0,7,38.0,12,1.14,5.0,11.0,-6.0,-0.71,-0.33,Matches
Damián Escudero,ar ARG,MF,26.0,10,513.0,51.0,15.0,5.7,7,62.0,0.0,3,26.0,0,0.8,4.0,10.0,-6.0,-1.05,-0.71,Matches
Luis Aguiar,uy URU,MF,28.0,10,545.0,55.0,15.9,6.1,6,77.0,4.0,4,20.0,5,0.9,5.0,9.0,-4.0,-0.66,-0.25,Matches
Marquinhos,br BRA,"DF,FW",24.0,6,507.0,85.0,14.8,5.6,6,85.0,5.0,0,,0,0.83,4.0,7.0,-3.0,-0.53,-0.1,Matches
Josa,br BRA,MF,29.0,7,504.0,72.0,14.7,5.6,5,90.0,5.0,2,26.0,3,0.57,4.0,9.0,-5.0,-0.89,-0.52,Matches
Danilo Tarracha,br BRA,DF,29.0,7,453.0,65.0,13.2,5.0,5,84.0,3.0,2,17.0,7,0.86,3.0,10.0,-7.0,-1.39,-1.09,Matches
Souza,br BRA,FW,31.0,5,324.0,65.0,9.5,3.6,5,65.0,0.0,0,,3,1.2,2.0,3.0,-1.0,-0.28,0.19,Matches
Willie,br BRA,FW,20.0,16,723.0,45.0,21.1,8.0,4,87.0,3.0,12,31.0,14,0.5,8.0,15.0,-7.0,-0.87,-0.54,Matches
Dão,br BRA,DF,29.0,4,284.0,71.0,8.3,3.2,3,89.0,2.0,1,17.0,4,1.25,4.0,4.0,0.0,0.0,0.49,Matches
Ednei,br BRA,DF,23.0,4,279.0,70.0,8.2,3.1,3,90.0,3.0,1,8.0,17,0.75,2.0,8.0,-6.0,-1.94,-1.62,Matches
Léo Costa,br BRA,MF,27.0,5,249.0,50.0,7.3,2.8,3,71.0,1.0,2,18.0,3,0.6,2.0,5.0,-3.0,-1.08,-0.69,Matches
