Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,1188,985,1180,8,0,0,1188,0,0,,0,,701,3601,2158,0,0,0,0,0,544,1,Matches
Wagner,br BRA,DF,24.0,35.1,2030,347,1072,909,62,37,2029,14,10,71.4,4,28.6,1178,6352,3689,23,9,1,11,11,1280,4,Matches
Lucas Esteves,br BRA,DF,23.0,32.6,1836,107,543,879,425,26,1836,43,21,48.8,20,46.5,872,4149,2110,46,24,7,20,17,953,126,Matches
Matheusinho,br BRA,"MF,FW",26.0,27.4,1228,11,172,619,455,50,1228,80,37,46.3,31,38.8,813,5269,2214,55,56,7,70,43,872,114,Matches
Alerrandro,br BRA,FW,24.0,26.5,785,30,80,410,301,101,781,24,10,41.7,12,50.0,393,1465,687,16,13,3,57,33,490,87,Matches
Willian,br BRA,MF,30.0,29.4,1269,70,298,766,213,57,1269,20,4,20.0,10,50.0,697,2730,1158,11,16,1,45,21,826,46,Matches
Luan Silva,br BRA,MF,24.0,17.6,823,26,191,541,95,7,823,11,7,63.6,3,27.3,434,1709,621,6,8,0,22,8,499,3,Matches
Willean Lepo,br BRA,DF,27.0,19.9,1273,99,451,556,293,37,1273,91,52,57.1,31,34.1,657,4114,2085,52,27,7,39,19,658,50,Matches
Raúl Cáceres,py PAR,DF,32.0,18.8,920,59,255,364,306,25,920,18,7,38.9,11,61.1,422,2669,1438,50,34,4,8,5,498,111,Matches
Osvaldo,br BRA,"MF,FW",36.0,11.9,442,6,70,177,200,26,441,33,12,36.4,19,57.6,307,1950,860,29,18,9,23,20,329,91,Matches
Neris,br BRA,DF,31.0,15.1,794,126,387,398,13,5,794,8,5,62.5,3,37.5,451,2850,1763,9,6,0,9,5,499,0,Matches
Janderson,br BRA,"FW,MF",24.0,15.5,599,23,88,261,264,54,599,59,28,47.5,29,49.2,350,2550,1250,39,40,14,58,41,419,87,Matches
Ricardo,br BRA,MF,29.0,11.6,622,43,157,381,91,2,622,11,5,45.5,4,36.4,334,1391,621,5,4,0,14,12,375,12,Matches
Léo Naldi,br BRA,MF,22.0,12.3,555,35,145,333,79,9,555,15,4,26.7,9,60.0,309,1617,716,13,8,1,16,8,325,18,Matches
Gustavo Mosquito,br BRA,"FW,MF",26.0,8.9,266,8,43,101,130,20,265,30,11,36.7,15,50.0,161,1310,614,23,14,6,12,10,187,48,Matches
Machado,br BRA,MF,28.0,9.1,492,19,118,272,107,3,492,17,12,70.6,3,17.6,238,933,353,3,3,0,7,10,269,9,Matches
Carlos Eduardo,br BRA,"FW,MF",27.0,9.7,358,14,56,164,149,24,358,34,16,47.1,15,44.1,212,1339,520,19,17,4,37,17,230,57,Matches
Caio Vinícius,br BRA,"DF,MF",25.0,6.7,406,50,204,183,22,2,406,3,3,100.0,0,0.0,253,1264,699,5,2,0,6,2,267,6,Matches
EDU,br BRA,DF,23.0,8.3,410,77,222,181,8,4,410,2,2,100.0,0,0.0,191,834,359,2,0,0,2,0,211,0,Matches
Patric Calmon PK,br BRA,DF,29.0,6.0,347,26,97,159,98,5,347,15,5,33.3,9,60.0,193,1228,736,17,10,3,8,5,193,37,Matches
Camutanga,br BRA,DF,30.0,5.0,236,27,136,95,7,3,236,1,0,0.0,1,100.0,130,524,273,0,0,0,0,0,133,1,Matches
Bruno Uvini,br BRA,DF,32.0,4.8,229,29,121,108,2,2,229,0,0,,0,,128,593,187,1,0,0,0,0,148,0,Matches
Jean Mota,br BRA,"MF,FW",30.0,4.6,288,5,45,161,86,9,288,4,0,0.0,2,50.0,168,705,357,3,8,0,8,5,189,19,Matches
Zeca,br BRA,DF,29.0,4.3,259,18,89,120,53,2,259,4,2,50.0,1,25.0,150,1043,617,14,11,2,0,9,155,12,Matches
Rodrigo Andrade,br BRA,"MF,FW",26.0,4.3,221,11,62,127,36,6,221,6,1,16.7,3,50.0,132,858,451,6,6,1,5,9,136,12,Matches
Dudu,br BRA,MF,24.0,3.3,206,6,49,131,32,2,206,11,7,63.6,4,36.4,115,700,350,4,3,1,5,4,134,8,Matches
Everaldo,br BRA,"FW,MF",29.0,4.7,225,2,32,91,103,9,225,14,5,35.7,6,42.9,146,1144,532,18,14,5,18,6,166,37,Matches
Reynaldo Cesar Moraes,br BRA,DF,27.0,4.0,168,28,98,67,4,0,168,0,0,,0,,72,363,187,1,2,0,1,0,88,0,Matches
Erick Castillo,ec ECU,"FW,MF",28.0,3.0,91,4,15,25,51,15,91,15,5,33.3,10,66.7,52,354,102,5,4,5,12,3,63,18,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",29.0,2.3,77,2,9,41,30,4,77,8,5,62.5,2,25.0,58,494,232,6,5,3,4,7,58,14,Matches
Luiz Adriano,br BRA,FW,36.0,2.2,58,1,5,36,17,7,58,2,0,0.0,2,100.0,25,117,29,1,2,1,1,3,44,9,Matches
Daniel Jr,br BRA,"MF,FW",21.0,1.5,89,0,11,42,38,2,89,11,3,27.3,7,63.6,57,439,158,3,5,0,3,7,64,14,Matches
Muriel Becker,br BRA,GK,36.0,1.0,30,23,30,0,0,0,30,0,0,,0,,11,101,67,0,0,0,0,0,10,0,Matches
José Hugo,br BRA,"MF,FW",24.0,7.0,326,2,40,125,173,23,326,43,20,46.5,21,48.8,231,1769,830,34,20,12,33,26,233,75,Matches
Iury de Castilho,br BRA,"FW,MF",28.0,1.4,48,2,10,16,24,4,48,8,5,62.5,3,37.5,33,246,128,5,5,0,3,5,40,8,Matches
Lawan,br BRA,FW,18.0,1.2,37,1,4,16,18,3,37,4,1,25.0,2,50.0,13,60,19,0,1,0,7,2,24,5,Matches
Fábio Soares,br BRA,MF,19.0,1.0,45,3,9,21,16,2,45,5,1,20.0,4,80.0,22,126,24,1,0,0,4,1,28,7,Matches
Pablo Baianinho,br BRA,"MF,FW",20.0,0.4,23,0,2,7,14,2,23,2,0,0.0,1,50.0,12,116,65,3,2,0,2,0,15,5,Matches
Léo Gamalho,br BRA,FW,38.0,0.2,10,0,0,7,3,0,10,0,0,,0,,7,31,20,1,0,0,0,0,8,1,Matches
Luis Miguel,br BRA,"MF,FW",18.0,0.2,6,0,0,5,1,0,6,0,0,,0,,5,39,27,1,0,0,1,1,6,1,Matches
José Breno,br BRA,MF,19.0,0.1,5,0,1,4,0,0,5,0,0,,0,,2,24,0,0,0,0,0,0,3,0,Matches
Squad Total,,,27.0,38.0,19320,2325,6597,8907,4019,589,19313,666,306,45.9,297,44.6,10735,59170,29306,530,397,97,571,375,11669,1153,
Opponent Total,,,27.9,38.0,24518,2050,6832,12063,5794,800,24514,671,297,44.3,322,48.0,14393,72873,37922,613,533,140,539,334,16919,1644,
