Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Lucas Arcanjo,br BRA,GK,25.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.19,44.0,52.0,-8.0,-0.22,-1.22,41.4,43.4,-2.0,-0.05,-0.27,Matches
Wagner,br BRA,DF,24.0,36,3156.0,88.0,92.3,35.1,36,88.0,35,0,,0,1.22,41.0,46.0,-5.0,-0.14,0.54,39.1,39.1,0.1,0.0,0.64,Matches
Lucas Esteves,br BRA,DF,23.0,34,2932.0,86.0,85.7,32.6,32,89.0,28,2,48.0,1,1.21,39.0,45.0,-6.0,-0.18,0.0,35.3,37.6,-2.3,-0.07,-0.15,Matches
Matheusinho,br BRA,"MF,FW",26.0,33,2469.0,75.0,72.2,27.4,32,77.0,17,1,20.0,0,1.36,33.0,34.0,-1.0,-0.04,0.53,27.7,31.4,-3.8,-0.14,-0.33,Matches
Alerrandro,br BRA,FW,24.0,34,2387.0,70.0,69.8,26.5,32,73.0,10,2,20.0,1,1.21,34.0,34.0,0.0,0.0,0.61,31.3,28.0,3.3,0.13,0.57,Matches
Willian,br BRA,MF,30.0,35,2649.0,76.0,77.5,29.4,30,84.0,21,5,29.0,1,1.31,38.0,40.0,-2.0,-0.07,0.52,31.9,34.6,-2.6,-0.09,-0.19,Matches
Luan Silva,br BRA,MF,24.0,25,1585.0,63.0,46.3,17.6,22,70.0,4,3,15.0,7,1.2,15.0,22.0,-7.0,-0.4,-0.4,17.7,18.9,-1.3,-0.07,-0.05,Matches
Willean Lepo,br BRA,DF,27.0,28,1789.0,64.0,52.3,19.9,20,81.0,16,8,21.0,2,1.0,20.0,28.0,-8.0,-0.4,-0.46,21.6,20.8,0.8,0.04,0.18,Matches
Raúl Cáceres,py PAR,DF,32.0,23,1695.0,74.0,49.6,18.8,19,82.0,8,4,36.0,9,1.61,27.0,20.0,7.0,0.37,1.1,21.9,19.9,1.9,0.1,0.3,Matches
Osvaldo,br BRA,"MF,FW",36.0,19,1072.0,56.0,31.3,11.9,17,59.0,0,2,32.0,3,1.0,13.0,13.0,0.0,0.0,0.27,12.9,12.6,0.3,0.03,0.11,Matches
Neris,br BRA,DF,31.0,16,1359.0,85.0,39.7,15.1,16,85.0,14,0,,1,1.94,20.0,12.0,8.0,0.53,1.18,18.7,13.8,4.9,0.32,0.61,Matches
Janderson,br BRA,"FW,MF",24.0,28,1396.0,50.0,40.8,15.5,14,72.0,2,14,27.0,3,1.25,17.0,20.0,-3.0,-0.19,-0.02,17.4,17.4,0.0,0.0,0.08,Matches
Ricardo,br BRA,MF,29.0,19,1043.0,55.0,30.5,11.6,14,66.0,0,5,24.0,2,1.68,14.0,11.0,3.0,0.26,0.64,12.1,10.0,2.1,0.18,0.33,Matches
Léo Naldi,br BRA,MF,22.0,21,1103.0,53.0,32.3,12.3,11,74.0,5,10,29.0,14,1.29,16.0,15.0,1.0,0.08,0.39,13.0,14.1,-1.1,-0.09,-0.06,Matches
