Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,1111,776,332,59,0,5,0,0,0,0,0,0,788,3,1,Matches
Wagner,br BRA,DF,24.0,35.1,1658,1540,112,103,0,24,4,6,0,0,0,0,1423,6,9,Matches
Lucas Esteves,br BRA,DF,23.0,32.6,1520,1204,311,41,0,7,121,249,21,7,11,0,1184,5,34,Matches
Matheusinho,br BRA,"MF,FW",26.0,27.4,919,822,92,27,1,10,101,5,55,37,8,0,722,5,23,Matches
Alerrandro,br BRA,FW,24.0,26.5,519,449,67,2,4,1,7,5,0,0,0,0,362,3,17,Matches
Willian,br BRA,MF,30.0,29.4,956,943,10,9,1,7,3,1,0,0,0,0,801,3,13,Matches
Luan Silva,br BRA,MF,24.0,17.6,675,643,30,30,0,7,4,0,0,0,0,0,588,2,11,Matches
Willean Lepo,br BRA,DF,27.0,19.9,972,790,178,16,0,3,55,161,1,0,1,0,738,4,31,Matches
Raúl Cáceres,py PAR,DF,32.0,18.8,760,600,158,17,0,1,94,131,10,3,5,0,532,2,26,Matches
Osvaldo,br BRA,"MF,FW",36.0,11.9,331,299,31,10,1,2,45,5,15,6,3,0,237,1,12,Matches
Neris,br BRA,DF,31.0,15.1,632,610,21,19,0,3,1,0,0,0,0,0,537,1,0,Matches
Janderson,br BRA,"FW,MF",24.0,15.5,370,349,17,0,1,1,14,9,0,0,0,0,247,4,12,Matches
Ricardo,br BRA,MF,29.0,11.6,479,461,17,17,0,7,8,0,0,0,0,0,381,1,7,Matches
Léo Naldi,br BRA,MF,22.0,12.3,395,379,14,13,1,5,8,1,0,0,0,0,318,2,7,Matches
Gustavo Mosquito,br BRA,"FW,MF",26.0,8.9,176,169,5,1,2,1,22,1,2,0,1,0,133,2,6,Matches
Machado,br BRA,MF,28.0,9.1,407,350,57,21,1,10,47,0,36,19,13,0,317,0,7,Matches
Carlos Eduardo,br BRA,"FW,MF",27.0,9.7,201,197,4,1,1,3,19,1,0,0,0,0,136,0,7,Matches
Caio Vinícius,br BRA,"DF,MF",25.0,6.7,337,315,22,20,0,1,3,2,0,0,0,0,298,0,1,Matches
EDU,br BRA,DF,23.0,8.3,297,265,31,12,0,4,0,19,0,0,0,0,237,1,6,Matches
Patric Calmon PK,br BRA,DF,29.0,6.0,280,220,60,7,0,1,29,53,0,0,0,0,213,0,5,Matches
Camutanga,br BRA,DF,30.0,5.0,194,172,22,20,0,0,0,2,0,0,0,0,163,0,3,Matches
Bruno Uvini,br BRA,DF,32.0,4.8,199,188,10,10,0,1,0,0,0,0,0,0,170,1,1,Matches
Jean Mota,br BRA,"MF,FW",30.0,4.6,248,212,34,13,1,0,32,2,19,7,6,0,185,2,6,Matches
Zeca,br BRA,DF,29.0,4.3,228,185,43,7,0,1,18,36,0,0,0,0,170,0,8,Matches
Rodrigo Andrade,br BRA,"MF,FW",26.0,4.3,181,165,13,10,0,0,4,0,3,1,2,0,148,3,3,Matches
Dudu,br BRA,MF,24.0,3.3,174,165,9,6,0,0,2,3,0,0,0,0,133,0,4,Matches
Everaldo,br BRA,"FW,MF",29.0,4.7,162,147,14,1,0,3,22,3,10,6,2,0,124,1,3,Matches
Reynaldo Cesar Moraes,br BRA,DF,27.0,4.0,122,116,6,6,0,0,1,0,0,0,0,0,94,0,3,Matches
Erick Castillo,ec ECU,"FW,MF",28.0,3.0,50,47,2,0,0,0,4,0,1,0,1,0,37,1,1,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",29.0,2.3,59,53,6,0,0,1,6,4,2,1,0,0,46,0,1,Matches
Luiz Adriano,br BRA,FW,36.0,2.2,45,40,5,0,0,0,0,0,0,0,0,0,32,0,0,Matches
Daniel Jr,br BRA,"MF,FW",21.0,1.5,69,59,10,5,0,0,5,0,4,1,2,0,57,0,3,Matches
Muriel Becker,br BRA,GK,36.0,1.0,30,16,14,4,0,0,0,0,0,0,0,0,20,0,0,Matches
José Hugo,br BRA,"MF,FW",24.0,7.0,202,196,5,0,0,1,39,3,2,0,0,0,133,1,15,Matches
Iury de Castilho,br BRA,"FW,MF",28.0,1.4,29,27,2,0,0,0,1,1,0,0,0,0,25,0,2,Matches
Lawan,br BRA,FW,18.0,1.2,20,16,4,0,1,0,0,0,0,0,0,0,9,0,2,Matches
Fábio Soares,br BRA,MF,19.0,1.0,28,28,0,0,0,0,3,0,0,0,0,0,17,0,2,Matches
Pablo Baianinho,br BRA,"MF,FW",20.0,0.4,16,14,2,0,0,0,6,0,2,2,0,0,8,0,2,Matches
Léo Gamalho,br BRA,FW,38.0,0.2,10,9,1,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Luis Miguel,br BRA,"MF,FW",18.0,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
José Breno,br BRA,MF,19.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,27.0,38.0,15070,13245,1771,507,15,110,728,703,183,90,55,0,11780,54,294,
Opponent Total,,,27.9,38.0,20529,18701,1787,470,29,134,835,772,215,91,78,0,17051,41,320,
