Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,3,0,3,0,0,3,6,50.0,3,0,0,0,1,4,9,3,Matches
Wagner,br BRA,DF,24.0,35.1,36,20,21,14,1,19,28,67.9,9,49,36,13,50,86,189,1,Matches
Lucas Esteves,br BRA,DF,23.0,32.6,63,44,39,20,4,30,43,69.8,13,29,7,22,40,103,88,0,Matches
Matheusinho,br BRA,"MF,FW",26.0,27.4,43,31,19,14,10,15,38,39.5,23,15,4,11,24,67,7,1,Matches
Alerrandro,br BRA,FW,24.0,26.5,24,15,6,15,3,7,28,25.0,21,29,7,22,13,37,26,0,Matches
Willian,br BRA,MF,30.0,29.4,50,32,25,24,1,25,55,45.5,30,35,8,27,31,81,48,1,Matches
Luan Silva,br BRA,MF,24.0,17.6,20,12,5,14,1,8,14,57.1,6,14,0,14,27,47,30,0,Matches
Willean Lepo,br BRA,DF,27.0,19.9,67,48,44,14,9,45,77,58.4,32,28,8,20,30,97,64,1,Matches
Raúl Cáceres,py PAR,DF,32.0,18.8,39,18,18,16,5,28,47,59.6,19,16,3,13,14,53,54,0,Matches
Osvaldo,br BRA,"MF,FW",36.0,11.9,8,7,4,4,0,5,19,26.3,14,10,1,9,6,14,5,0,Matches
Neris,br BRA,DF,31.0,15.1,27,15,20,6,1,12,19,63.2,7,21,13,8,11,38,85,0,Matches
Janderson,br BRA,"FW,MF",24.0,15.5,24,14,10,14,0,9,16,56.3,7,18,5,13,6,30,22,1,Matches
