Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Dinei,br BRA,FW,30.0,31,28,2471.0,27.5,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,0.33,0.04,0.36,0.33,0.36,Matches
Kadu,br BRA,"DF,MF",27.0,27,27,2397.0,26.6,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches
Wilson,br BRA,GK,30.0,24,24,2115.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Richarlyson,br BRA,"DF,MF",31.0,24,24,1847.0,20.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.1,0.05,0.1,Matches
Marcinho,br BRA,MF,29.0,23,23,1833.0,20.4,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.15,0.05,0.2,0.1,0.15,Matches
Luis Cáceres,py PAR,MF,25.0,25,22,1962.0,21.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches
Luiz Gustavo,br BRA,DF,19.0,23,21,1925.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Nino Paraíba,br BRA,DF,28.0,22,21,1824.0,20.3,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches
José Welison,br BRA,MF,18.0,21,19,1651.0,18.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Roger Carvalho,br BRA,DF,27.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Juan,br BRA,"DF,MF",31.0,23,18,1507.0,16.7,0.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Caio Canedo Corrêa,ae UAE,"FW,MF",23.0,18,18,1423.0,15.8,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.32,0.06,0.38,0.32,0.38,Matches
Ayrton Ganino,br BRA,DF,28.0,16,16,1407.0,15.6,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.13,0.13,0.26,0.13,0.26,Matches
Gatito Fernández,py PAR,GK,25.0,15,14,1305.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinícius,br BRA,"FW,MF",20.0,18,13,1146.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches
Alemão,br BRA,DF,27.0,11,11,972.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Neto Coruja,br BRA,MF,26.0,11,11,724.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adriano Bispo,br BRA,MF,26.0,14,9,967.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Edno,br BRA,"FW,MF",30.0,15,8,924.0,10.3,5.0,2.0,7.0,4.0,1.0,1.0,3.0,0.0,0.49,0.19,0.68,0.39,0.58,Matches
Euller,br BRA,DF,19.0,9,8,658.0,7.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches
Mansur,br BRA,DF,20.0,14,7,765.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Damián Escudero,ar ARG,MF,26.0,10,7,513.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.18,0.18,0.0,0.18,Matches
Luis Aguiar,uy URU,MF,28.0,10,6,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,"DF,FW",24.0,6,6,507.0,5.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.36,0.18,0.53,0.36,0.53,Matches
Josa,br BRA,MF,29.0,7,5,504.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Danilo Tarracha,br BRA,DF,29.0,7,5,453.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches
Souza,br BRA,FW,31.0,5,5,324.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.28,0.0,0.28,0.28,0.28,Matches
Willie,br BRA,FW,20.0,16,4,723.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
Dão,br BRA,DF,29.0,4,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ednei,br BRA,DF,23.0,4,3,279.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
