Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
14,Sport Recife,38,13,8,17,49,55,-6,47,1.24,15706,Diego Souza - 14,Magrão,→ Copa Sudamericana via league finish
15,Coritiba,38,11,13,14,41,42,-1,46,1.21,9894,Kléber - 9,Wilson,
16,Vitória,38,12,9,17,51,53,-2,45,1.18,13997,Marinho - 12,Fernando Miguel,
17,Internacional,38,11,10,17,35,41,-6,43,1.13,25838,Vitinho - 8,Danilo Fernandes,Relegated
18,Figueirense,38,8,13,17,30,50,-20,37,0.97,6628,Rafael Moura - 8,Gatito Fernández,Relegated
