Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Wagner,br BRA,DF,24.0,35.1,33,0.94,26,1,0,5,0,1,0,0.0,0,0,0,0,0,0,Matches
Lucas Esteves,br BRA,DF,23.0,32.6,72,2.21,46,14,3,3,5,1,9,0.28,5,2,0,1,1,0,Matches
Matheusinho,br BRA,"MF,FW",26.0,27.4,93,3.39,53,20,6,3,9,2,12,0.44,4,5,0,1,2,0,Matches
Alerrandro,br BRA,FW,24.0,26.5,68,2.56,52,1,3,7,3,2,7,0.26,6,0,1,0,0,0,Matches
Willian,br BRA,MF,30.0,29.4,66,2.24,56,0,0,7,2,1,9,0.31,5,0,0,2,2,0,Matches
Luan Silva,br BRA,MF,24.0,17.6,21,1.19,17,0,0,1,2,1,1,0.06,0,0,0,1,0,0,Matches
Willean Lepo,br BRA,DF,27.0,19.9,54,2.72,35,5,10,2,1,1,1,0.05,1,0,0,0,0,0,Matches
Raúl Cáceres,py PAR,DF,32.0,18.8,44,2.33,34,10,0,0,0,0,7,0.37,6,1,0,0,0,0,Matches
Osvaldo,br BRA,"MF,FW",36.0,11.9,43,3.61,28,8,2,2,3,0,3,0.25,3,0,0,0,0,0,Matches
Neris,br BRA,DF,31.0,15.1,7,0.46,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Janderson,br BRA,"FW,MF",24.0,15.5,41,2.64,24,0,8,8,0,1,4,0.26,3,0,1,0,0,0,Matches
Ricardo,br BRA,MF,29.0,11.6,25,2.16,17,0,1,1,2,4,2,0.17,2,0,0,0,0,0,Matches
Léo Naldi,br BRA,MF,22.0,12.3,20,1.63,12,0,0,2,4,2,0,0.0,0,0,0,0,0,0,Matches
Gustavo Mosquito,br BRA,"FW,MF",26.0,8.9,28,3.17,15,1,2,3,7,0,4,0.45,2,0,1,0,1,0,Matches
Machado,br BRA,MF,28.0,9.1,31,3.39,17,10,2,1,1,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",27.0,9.7,34,3.52,20,0,4,3,5,2,5,0.52,4,0,0,0,1,0,Matches
Caio Vinícius,br BRA,"DF,MF",25.0,6.7,4,0.6,3,0,1,0,0,0,1,0.15,1,0,0,0,0,0,Matches
EDU,br BRA,DF,23.0,8.3,4,0.48,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Patric Calmon PK,br BRA,DF,29.0,6.0,6,1.0,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Camutanga,br BRA,DF,30.0,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruno Uvini,br BRA,DF,32.0,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jean Mota,br BRA,"MF,FW",30.0,4.6,19,4.12,12,5,0,1,1,0,1,0.22,0,0,0,1,0,0,Matches
Zeca,br BRA,DF,29.0,4.3,10,2.32,7,1,0,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Andrade,br BRA,"MF,FW",26.0,4.3,8,1.87,5,2,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Dudu,br BRA,MF,24.0,3.3,10,3.04,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Everaldo,br BRA,"FW,MF",29.0,4.7,4,0.85,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,27.0,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Erick Castillo,ec ECU,"FW,MF",28.0,3.0,3,0.99,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mateus Gonçalves Martins,br BRA,"MF,FW",29.0,2.3,11,4.71,9,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luiz Adriano,br BRA,FW,36.0,2.2,2,0.89,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
Daniel Jr,br BRA,"MF,FW",21.0,1.5,12,7.94,5,5,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Muriel Becker,br BRA,GK,36.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Hugo,br BRA,"MF,FW",24.0,7.0,27,3.84,14,1,2,3,6,1,4,0.57,2,0,1,0,0,1,Matches
Iury de Castilho,br BRA,"FW,MF",28.0,1.4,2,1.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lawan,br BRA,FW,18.0,1.2,1,0.85,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Fábio Soares,br BRA,MF,19.0,1.0,2,2.0,2,0,0,0,0,0,1,1.0,1,0,0,0,0,0,Matches
Pablo Baianinho,br BRA,"MF,FW",20.0,0.4,3,7.3,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Léo Gamalho,br BRA,FW,38.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis Miguel,br BRA,"MF,FW",18.0,0.2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
José Breno,br BRA,MF,19.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,38.0,816,21.47,548,89,45,57,55,22,73,1.92,47,8,4,6,7,1,
Opponent Total,,,27.9,38.0,968,25.47,715,79,66,48,46,14,92,2.42,66,6,9,7,4,0,
