Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-05-15,11:00,Série A,Matchweek 1,Sun,Away,L,1,4,Santa Cruz,62.0,20038.0,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Home,W,3,2,Corinthians,34.0,12417.0,,4-2-3-1,4-1-4-1,Heber Roberto Lopes,Match Report,
2016-05-25,21:00,Série A,Matchweek 3,Wed,Away,D,1,1,América (MG),47.0,1318.0,,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2016-05-29,16:00,Série A,Matchweek 4,Sun,Home,D,1,1,Atlético Mineiro,44.0,12791.0,,4-2-3-1,4-3-3,Rodolpho Toski Marques,Match Report,
2016-06-02,21:00,Série A,Matchweek 5,Thu,Away,L,0,1,Flamengo,49.0,6164.0,,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Internacional,41.0,8924.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2016-06-12,11:00,Série A,Matchweek 7,Sun,Away,D,1,1,Botafogo (RJ),49.0,2208.0,,4-2-3-1,4-4-2,Ricardo Marques Ribeiro,Match Report,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Away,L,0,2,São Paulo,46.0,9213.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2016-06-19,11:00,Série A,Matchweek 9,Sun,Home,L,1,2,Chapecoense,52.0,7702.0,,4-3-3,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2016-06-23,19:15,Série A,Matchweek 10,Thu,Away,W,2,1,Grêmio,37.0,12636.0,,5-4-1,4-2-3-1,Sandro Ricci,Match Report,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Home,D,1,1,Ponte Preta,61.0,4814.0,,4-2-3-1,4-1-4-1,Ricardo Marques Ribeiro,Match Report,
2016-06-29,19:30,Série A,Matchweek 12,Wed,Home,W,3,2,Sport Recife,66.0,5840.0,,5-4-1,4-2-3-1,Leonardo Garcia Cavaleiro,Match Report,
2016-07-03,11:00,Série A,Matchweek 13,Sun,Away,D,2,2,Cruzeiro,41.0,43821.0,,3-4-3,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,
2016-07-10,19:30,Série A,Matchweek 14,Sun,Home,D,0,0,Fluminense,55.0,6938.0,,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Away,D,1,1,Ath Paranaense,48.0,,,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2016-07-24,18:30,Série A,Matchweek 16,Sun,Home,L,2,3,Santos,56.0,9244.0,,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2016-07-30,18:30,Série A,Matchweek 17,Sat,Away,L,0,1,Figueirense,64.0,4252.0,,5-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2016-08-03,19:30,Série A,Matchweek 18,Wed,Home,W,3,1,Coritiba,54.0,7182.0,,4-2-3-1,4-1-4-1,André Luiz de Freitas Castro,Match Report,
2016-08-07,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Palmeiras,41.0,30330.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2016-08-14,16:00,Série A,Matchweek 20,Sun,Home,D,2,2,Santa Cruz,53.0,6797.0,,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,
2016-08-22,20:00,Série A,Matchweek 21,Mon,Away,L,1,2,Corinthians,44.0,20207.0,,4-2-3-1,4-1-4-1,Bruno Arleu de Araujo,Match Report,
2016-08-25,21:45,Sudamericana,Second stage,Thu,Home,W,2,1,br Coritiba,,3549.0,,,,José Argote,Match Report,Leg 1 of 2
2016-08-28,18:30,Série A,Matchweek 22,Sun,Home,W,2,1,América (MG),49.0,8477.0,,4-2-3-1,4-5-1,Anderson Daronco,Match Report,
2016-08-31,17:00,Sudamericana,Second stage,Wed,Away,L,0,1,br Coritiba,,5228.0,,,,Klever Rojas,Match Report,Leg 2 of 2; Coritiba won
2016-09-07,19:30,Série A,Matchweek 23,Wed,Away,L,1,2,Atlético Mineiro,50.0,13532.0,,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,
2016-09-10,18:30,Série A,Matchweek 24,Sat,Home,L,1,2,Flamengo,46.0,28387.0,,4-1-4-1,4-2-3-1,Vinicius Furlan,Match Report,
2016-09-15,21:00,Série A,Matchweek 25,Thu,Away,W,1,0,Internacional,34.0,20942.0,,4-4-1-1,4-2-3-1,Emerson Luiz Sobral,Match Report,
2016-09-18,18:30,Série A,Matchweek 26,Sun,Home,L,0,1,Botafogo (RJ),63.0,9900.0,,4-2-3-1,4-4-1-1,Rodrigo D'Alonso Ferreira,Match Report,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Home,W,2,0,São Paulo,44.0,10980.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,
