Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Jeferson,br BRA,"DF,FW",21.0,30,28,2494.0,27.7,0.0,1.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches
Ramon Menezes Roma,br BRA,"DF,MF",22.0,28,25,2256.0,25.1,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Neílton,br BRA,"FW,MF",23.0,32,24,2209.0,24.5,7.0,3.0,10.0,4.0,3.0,3.0,7.0,1.0,0.29,0.12,0.41,0.16,0.29,Matches
Ronaldo,br BRA,GK,21.0,20,20,1800.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Aderlan Santos,br BRA,DF,28.0,20,19,1657.0,18.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Yago,br BRA,MF,22.0,27,18,1549.0,17.2,2.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,0.12,0.12,0.23,0.0,0.12,Matches
Rhayner,br BRA,"FW,MF",27.0,20,18,1495.0,16.6,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.06,0.06,0.12,0.06,0.12,Matches
Rodrigo Andrade,br BRA,MF,20.0,22,18,1313.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Willian Farias,br BRA,MF,28.0,21,17,1511.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches
Lucas Ribeiro,br BRA,DF,19.0,16,16,1379.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Leo Gomes,br BRA,MF,20.0,15,15,1317.0,14.6,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Leonardo,br BRA,FW,22.0,17,15,1279.0,14.2,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,0.28,0.0,0.28,0.28,0.28,Matches
Lucas Fernandes,br BRA,"FW,MF",23.0,30,14,1515.0,16.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches
Kanu,br BRA,DF,33.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erick,br BRA,"FW,MF",20.0,19,14,1229.0,13.7,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.15,0.15,0.29,0.15,0.29,Matches
André Lima,br BRA,FW,32.0,21,10,1037.0,11.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Fabiano,br BRA,DF,27.0,12,10,980.0,10.9,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.09,0.18,0.28,0.09,0.28,Matches
Arouca,br BRA,"DF,MF",31.0,11,10,812.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Wallyson,br BRA,"FW,MF",29.0,19,9,1008.0,11.2,2.0,4.0,6.0,2.0,0.0,0.0,2.0,0.0,0.18,0.36,0.54,0.18,0.54,Matches
Elias Martello Curzel,br BRA,GK,22.0,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcelo Benitez,ar ARG,"DF,MF",27.0,8,8,640.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches
Walter Bou,ar ARG,"FW,MF",24.0,8,7,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ruan,br BRA,DF,24.0,7,6,574.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Silva Garcia,br BRA,DF,25.0,7,6,496.0,5.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.18,0.18,0.0,0.18,Matches
Marcelo Meli,ar ARG,MF,25.0,9,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Marques,br BRA,DF,29.0,7,5,528.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches
Cedric,br BRA,DF,19.0,6,5,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
José Welison,br BRA,MF,22.0,6,5,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Denílson,br BRA,FW,22.0,6,5,463.0,5.1,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches
Caíque,br BRA,GK,20.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
João Gabriel,br BRA,GK,25.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Botelho,br BRA,"DF,MF",28.0,5,5,407.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
Uillian Correia,br BRA,MF,28.0,5,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fillipe Soutto,br BRA,MF,26.0,5,5,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luan,br BRA,FW,18.0,6,5,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches
Bruno Bispo,br BRA,DF,21.0,6,4,415.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
