Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Dinei,br BRA,FW,30.0,27.5,9,,,,,,,,,0,0,Matches
Kadu,br BRA,"DF,MF",27.0,26.6,3,,,,,,,,,0,0,Matches
Wilson,br BRA,GK,30.0,23.5,0,,,,,,,,,0,0,Matches
Richarlyson,br BRA,"DF,MF",31.0,20.5,1,,,,,,,,,0,0,Matches
Marcinho,br BRA,MF,29.0,20.4,3,,,,,,,,,1,1,Matches
Luis Cáceres,py PAR,MF,25.0,21.8,0,,,,,,,,,0,0,Matches
Luiz Gustavo,br BRA,DF,19.0,21.4,1,,,,,,,,,0,0,Matches
Nino Paraíba,br BRA,DF,28.0,20.3,0,,,,,,,,,0,0,Matches
José Welison,br BRA,MF,18.0,18.3,1,,,,,,,,,0,0,Matches
Roger Carvalho,br BRA,DF,27.0,18.0,0,,,,,,,,,0,0,Matches
Juan,br BRA,"DF,MF",31.0,16.7,0,,,,,,,,,0,2,Matches
Caio Canedo Corrêa,ae UAE,"FW,MF",23.0,15.8,5,,,,,,,,,0,0,Matches
Ayrton Ganino,br BRA,DF,28.0,15.6,2,,,,,,,,,0,0,Matches
Gatito Fernández,py PAR,GK,25.0,14.5,0,,,,,,,,,0,0,Matches
Vinícius,br BRA,"FW,MF",20.0,12.7,1,,,,,,,,,0,0,Matches
Alemão,br BRA,DF,27.0,10.8,0,,,,,,,,,0,0,Matches
Neto Coruja,br BRA,MF,26.0,8.0,0,,,,,,,,,0,0,Matches
Adriano Bispo,br BRA,MF,26.0,10.7,0,,,,,,,,,0,0,Matches
Edno,br BRA,"FW,MF",30.0,10.3,5,,,,,,,,,1,1,Matches
Euller,br BRA,DF,19.0,7.3,0,,,,,,,,,0,0,Matches
Mansur,br BRA,DF,20.0,8.5,0,,,,,,,,,0,0,Matches
Damián Escudero,ar ARG,MF,26.0,5.7,0,,,,,,,,,0,0,Matches
Luis Aguiar,uy URU,MF,28.0,6.1,0,,,,,,,,,0,0,Matches
Marquinhos,br BRA,"DF,FW",24.0,5.6,2,,,,,,,,,0,0,Matches
Josa,br BRA,MF,29.0,5.6,0,,,,,,,,,0,0,Matches
Danilo Tarracha,br BRA,DF,29.0,5.0,0,,,,,,,,,0,0,Matches
Souza,br BRA,FW,31.0,3.6,1,,,,,,,,,0,0,Matches
Willie,br BRA,FW,20.0,8.0,1,,,,,,,,,0,0,Matches
Dão,br BRA,DF,29.0,3.2,0,,,,,,,,,0,0,Matches
Ednei,br BRA,DF,23.0,3.1,0,,,,,,,,,0,0,Matches
Léo Costa,br BRA,MF,27.0,2.8,0,,,,,,,,,0,0,Matches
Hugo,br BRA,"FW,MF",33.0,2.7,0,,,,,,,,,0,0,Matches
William Henrique,br BRA,FW,22.0,6.7,1,,,,,,,,,0,0,Matches
Marcelo Santos,br BRA,MF,19.0,2.3,0,,,,,,,,,0,0,Matches
Mauri,br BRA,MF,20.0,1.1,0,,,,,,,,,0,0,Matches
Matheus Salustiano,br BRA,DF,20.0,1.0,0,,,,,,,,,0,0,Matches
Rodrigo Defendi,br BRA,DF,27.0,1.0,0,,,,,,,,,0,0,Matches
Alan Pinheiro,br BRA,FW,21.0,0.7,0,,,,,,,,,0,0,Matches
Guillermo Beltrán,py PAR,FW,29.0,2.2,0,,,,,,,,,0,0,Matches
Marcos Júnior,br BRA,"FW,MF",21.0,1.6,0,,,,,,,,,0,0,Matches
Vander Luiz Silva Souza,br BRA,"FW,MF",23.0,0.3,0,,,,,,,,,0,0,Matches
Nickson,br BRA,MF,16.0,0.0,0,,,,,,,,,0,0,Matches
Squad Total,,,26.6,38.0,36,,,,,,,,,2,4,
Opponent Total,,,26.3,38.0,50,,,,,,,,,2,2,
