Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Jeferson,br BRA,"DF,FW",21.0,27.7,0,10,0,0.0,0.36,0.0,0.0,,,0,0,Matches
Ramon Menezes Roma,br BRA,"DF,MF",22.0,25.1,1,17,6,35.3,0.68,0.24,0.06,0.17,,0,0,Matches
Neílton,br BRA,"FW,MF",23.0,24.5,7,45,15,33.3,1.83,0.61,0.09,0.27,,3,3,Matches
Ronaldo,br BRA,GK,21.0,20.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Aderlan Santos,br BRA,DF,28.0,18.4,1,12,3,25.0,0.65,0.16,0.08,0.33,,0,0,Matches
Yago,br BRA,MF,22.0,17.2,2,45,9,20.0,2.61,0.52,0.0,0.0,,2,2,Matches
Rhayner,br BRA,"FW,MF",27.0,16.6,1,34,11,32.4,2.05,0.66,0.03,0.09,,0,0,Matches
Rodrigo Andrade,br BRA,MF,20.0,14.6,0,11,4,36.4,0.75,0.27,0.0,0.0,,0,0,Matches
Willian Farias,br BRA,MF,28.0,16.8,0,8,0,0.0,0.48,0.0,0.0,,,0,0,Matches
Lucas Ribeiro,br BRA,DF,19.0,15.3,0,0,0,,0.0,0.0,,,,0,0,Matches
Leo Gomes,br BRA,MF,20.0,14.6,0,18,3,16.7,1.23,0.21,0.0,0.0,,0,0,Matches
Leonardo,br BRA,FW,22.0,14.2,4,44,9,20.5,3.1,0.63,0.09,0.44,,0,0,Matches
Lucas Fernandes,br BRA,"FW,MF",23.0,16.8,3,37,12,32.4,2.2,0.71,0.08,0.25,,0,0,Matches
Kanu,br BRA,DF,33.0,14.0,0,8,3,37.5,0.57,0.21,0.0,0.0,,0,0,Matches
Erick,br BRA,"FW,MF",20.0,13.7,2,40,12,30.0,2.93,0.88,0.05,0.17,,0,0,Matches
André Lima,br BRA,FW,32.0,11.5,2,15,8,53.3,1.3,0.69,0.13,0.25,,0,0,Matches
Fabiano,br BRA,DF,27.0,10.9,1,6,1,16.7,0.55,0.09,0.17,1.0,,0,0,Matches
Arouca,br BRA,"DF,MF",31.0,9.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Wallyson,br BRA,"FW,MF",29.0,11.2,2,26,6,23.1,2.32,0.54,0.08,0.33,,0,0,Matches
Elias Martello Curzel,br BRA,GK,22.0,8.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Marcelo Benitez,ar ARG,"DF,MF",27.0,7.1,0,6,2,33.3,0.84,0.28,0.0,0.0,,0,0,Matches
Walter Bou,ar ARG,"FW,MF",24.0,5.4,0,11,4,36.4,2.04,0.74,0.0,0.0,,0,0,Matches
Ruan,br BRA,DF,24.0,6.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Bryan Silva Garcia,br BRA,DF,25.0,5.5,0,3,0,0.0,0.54,0.0,0.0,,,0,0,Matches
Marcelo Meli,ar ARG,MF,25.0,5.3,0,6,2,33.3,1.12,0.37,0.0,0.0,,0,0,Matches
Lucas Marques,br BRA,DF,29.0,5.9,1,6,1,16.7,1.02,0.17,0.17,1.0,,0,0,Matches
Cedric,br BRA,DF,19.0,5.3,0,3,0,0.0,0.57,0.0,0.0,,,0,0,Matches
José Welison,br BRA,MF,22.0,5.2,0,3,0,0.0,0.58,0.0,0.0,,,0,0,Matches
Denílson,br BRA,FW,22.0,5.1,2,9,4,44.4,1.75,0.78,0.22,0.5,,0,0,Matches
