Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Lucas Arcanjo,br BRA,GK,25.0,37,37,3330,37.0,52,1.41,162,112,69.8,12,8,17,8,21.6,4,3,0,1,0.0,Matches
Muriel Becker,br BRA,GK,36.0,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Squad Total,,,27.0,38,38,3420,38.0,52,1.37,164,114,70.1,13,8,17,9,23.7,4,3,0,1,0.0,
Opponent Total,,,27.9,38,38,3419,38.0,45,1.18,153,109,75.2,17,8,13,8,21.1,7,7,0,0,0.0,
