Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 16_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Uillian Correia,br BRA,MF,27.0,29.5,3,32,8,25.0,1.09,0.27,0.09,0.38,,0,0,Matches
David,br BRA,"FW,MF",21.0,29.4,6,57,19,33.3,1.94,0.65,0.09,0.26,,1,1,Matches
Fernando Miguel,br BRA,GK,31.0,29.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Yago,br BRA,MF,21.0,23.0,4,38,12,31.6,1.65,0.52,0.11,0.33,,0,0,Matches
Kanu,br BRA,DF,32.0,25.0,4,26,9,34.6,1.04,0.36,0.15,0.44,,0,0,Matches
Neílton,br BRA,"FW,MF",22.0,21.6,7,41,18,43.9,1.89,0.83,0.1,0.22,,3,4,Matches
Santiago Tréllez,co COL,FW,27.0,22.5,10,53,22,41.5,2.35,0.98,0.19,0.45,,0,1,Matches
Patric Cabral Lalau,br BRA,"DF,MF",27.0,24.9,1,35,8,22.9,1.4,0.32,0.03,0.13,,0,0,Matches
Ramon Menezes Roma,br BRA,"DF,MF",21.0,21.0,0,13,4,30.8,0.62,0.19,0.0,0.0,,0,0,Matches
Wallace Reis,br BRA,DF,29.0,21.0,2,13,9,69.2,0.62,0.43,0.15,0.22,,0,0,Matches
Geferson,br BRA,"DF,MF",22.0,18.4,0,4,0,0.0,0.22,0.0,0.0,,,0,0,Matches
Caíque Silva Sá,br BRA,DF,24.0,14.5,0,13,2,15.4,0.9,0.14,0.0,0.0,,0,0,Matches
Fillipe Soutto,br BRA,MF,25.0,11.6,0,11,2,18.2,0.95,0.17,0.0,0.0,,0,0,Matches
Juninho,br BRA,DF,27.0,11.5,0,3,2,66.7,0.26,0.17,0.0,0.0,,0,0,Matches
Fred,br BRA,DF,31.0,11.3,1,14,5,35.7,1.24,0.44,0.07,0.2,,0,0,Matches
Kieza,br BRA,FW,30.0,9.9,3,17,7,41.2,1.72,0.71,0.12,0.29,,1,2,Matches
Willian Farias,br BRA,MF,27.0,9.4,0,5,0,0.0,0.53,0.0,0.0,,,0,0,Matches
Cleiton Xavier,br BRA,MF,33.0,9.1,0,19,4,21.1,2.09,0.44,0.0,0.0,,0,0,Matches
Caíque,br BRA,GK,19.0,9.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Carlos Eduardo,br BRA,"FW,MF",29.0,7.5,1,10,5,50.0,1.33,0.67,0.1,0.2,,0,0,Matches
Alan Costa,br BRA,DF,26.0,7.1,0,3,0,0.0,0.42,0.0,0.0,,,0,0,Matches
Thallyson,br BRA,DF,25.0,6.4,0,5,0,0.0,0.78,0.0,0.0,,,0,0,Matches
José Welison,br BRA,MF,21.0,6.3,1,12,2,16.7,1.92,0.32,0.08,0.5,,0,0,Matches
Leandro Salino,br BRA,"DF,MF",31.0,5.1,0,3,0,0.0,0.59,0.0,0.0,,,0,0,Matches
André Lima,br BRA,FW,31.0,8.7,5,25,11,44.0,2.87,1.26,0.2,0.45,,0,0,Matches
Rene Santos,br BRA,"DF,MF",24.0,5.6,0,1,0,0.0,0.18,0.0,0.0,,,0,0,Matches
Gabriel Xavier,br BRA,"FW,MF",23.0,5.0,1,4,3,75.0,0.81,0.61,0.25,0.33,,0,0,Matches
Paulinho,br BRA,"FW,MF",28.0,4.4,0,17,4,23.5,3.84,0.9,0.0,0.0,,0,0,Matches
Rafaelson,vn VIE,FW,19.0,2.2,0,5,2,40.0,2.28,0.91,0.0,0.0,,0,0,Matches
Bruno Bispo,br BRA,DF,20.0,2.0,0,0,0,,0.0,0.0,,,,0,0,Matches
Danilinho,br BRA,"FW,MF",29.0,2.5,1,6,2,33.3,2.4,0.8,0.17,0.5,,0,0,Matches
Todinho Júnior,br BRA,"FW,MF",23.0,1.1,0,3,0,0.0,2.76,0.0,0.0,,,0,0,Matches
Leonardo Pisculichi,ar ARG,"FW,MF",33.0,0.6,0,2,0,0.0,3.33,0.0,0.0,,,0,0,Matches
Jhemerson,br BRA,MF,20.0,0.6,0,4,0,0.0,7.2,0.0,0.0,,,0,0,Matches
Jean Paul Pineda,cl CHI,FW,27.0,0.4,0,0,0,,0.0,0.0,,,,0,0,Matches
Euller,br BRA,DF,22.0,0.2,0,0,0,,0.0,0.0,,,,0,0,Matches
Flávio,br BRA,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,Matches
Squad Total,,,26.6,38.0,50,494,160,32.4,13.0,4.21,0.09,0.28,,5,8,
Opponent Total,,,26.7,38.0,55,450,187,41.6,11.84,4.92,0.11,0.26,,6,7,
