Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Lucas Arcanjo,br BRA,GK,25.0,37.0,52,3,1,8,2,44.1,0.26,-5.9,-0.16,126,432,29.2,835,118,35.7,33.6,273,49.1,42.0,647,30,4.6,15,0.41,10.3,Matches
Muriel Becker,br BRA,GK,36.0,1.0,0,0,0,0,0,0.6,0.32,0.6,0.64,11,21,52.4,20,2,60.0,42.9,10,90.0,60.0,19,1,5.3,0,0.0,12.0,Matches
Squad Total,,,27.0,38.0,52,3,1,8,2,44.8,0.26,-5.2,-0.14,137,453,30.2,850,120,36.5,,288,49.7,42.1,666,31,4.7,15,0.39,,
Opponent Total,,,27.9,38.0,45,7,0,5,1,49.3,0.28,5.3,0.14,89,285,31.2,785,155,27.1,30.3,247,29.1,30.2,581,28,4.8,27,0.71,13.0,
