Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2015-02-18,22:00,Libertadores,Second stage,Wed,Away,L,0,2,br Corinthians,,50000.0,,,,Ricardo Marques Ribeiro,Match Report,
2015-02-25,22:00,Libertadores,Second stage,Wed,Home,W,4,0,uy Danubio,,,,,,Enrique Osses,Match Report,
2015-03-18,21:00,Libertadores,Second stage,Wed,Home,W,1,0,ar San Lorenzo,,,,,,Wilmar Roldán,Match Report,
2015-04-01,19:45,Libertadores,Second stage,Wed,Away,L,0,1,ar San Lorenzo,,35000.0,,4-2-2-2,4-2-3-1,Enrique Osses,Match Report,
2015-04-15,22:00,Libertadores,Second stage,Wed,Away,W,2,1,uy Danubio,,5000.0,,,,José Argote,Match Report,
2015-04-22,22:00,Libertadores,Second stage,Wed,Home,W,2,0,br Corinthians,,40000.0,,,,Sandro Ricci,Match Report,
2015-05-06,22:00,Libertadores,Round of 16,Wed,Home,W,1,0,br Cruzeiro,,40000.0,,,,Carlos Amarilla,Match Report,Leg 1 of 2
2015-05-10,16:00,Série A,Matchweek 1,Sun,Home,W,2,1,Flamengo,54.0,13656.0,,4-2-3-1,4-3-2-1,Marcelo de Lima Henrique,Match Report,
2015-05-13,19:30,Libertadores,Round of 16,Wed,Away,L,0 (3),1 (4),br Cruzeiro,,37719.0,,,,Andrés Cunha,Match Report,Leg 2 of 2; Cruzeiro won
2015-05-17,18:30,Série A,Matchweek 2,Sun,Away,L,0,1,Ponte Preta,59.0,100.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,
2015-05-23,18:30,Série A,Matchweek 3,Sat,Home,W,3,0,Joinville,63.0,17713.0,,4-2-3-1,4-4-2,Wagner Reway,Match Report,
2015-05-31,16:00,Série A,Matchweek 4,Sun,Away,D,0,0,Internacional,46.0,25213.0,,4-2-2-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-06-03,21:00,Série A,Matchweek 5,Wed,Home,W,3,2,Santos,63.0,13847.0,,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,
2015-06-06,22:00,Série A,Matchweek 6,Sat,Home,W,2,0,Grêmio,60.0,16917.0,,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2015-06-13,16:30,Série A,Matchweek 7,Sat,Away,W,1,0,Chapecoense,40.0,8712.0,,4-2-3-1,4-3-1-2,Wilton Sampaio,Match Report,
2015-06-21,16:00,Série A,Matchweek 8,Sun,Home,D,1,1,Avaí,57.0,21288.0,,4-2-3-1,4-3-1-2,Bruno Arleu de Araujo,Match Report,
2015-06-28,16:00,Série A,Matchweek 9,Sun,Away,L,0,4,Palmeiras,59.0,28333.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-07-01,22:00,Série A,Matchweek 10,Wed,Away,L,1,2,Ath Paranaense,53.0,22016.0,,4-3-1-2,4-2-3-1,Elmo Alves Resende Cunha,Match Report,
2015-07-05,16:00,Série A,Matchweek 11,Sun,Home,D,0,0,Fluminense,60.0,16469.0,,4-2-3-1,4-3-2-1,Leandro Pedro Vuaden,Match Report,
2015-07-08,22:00,Série A,Matchweek 12,Wed,Away,W,4,0,Vasco da Gama,52.0,15812.0,,4-2-3-1,4-1-2-1-2,Leandro Pedro Vuaden,Match Report,
2015-07-12,11:00,Série A,Matchweek 13,Sun,Home,W,3,1,Coritiba,50.0,58482.0,,4-2-3-1,4-2-3-1,Alisson Sidnei Furtado,Match Report,
2015-07-19,16:00,Série A,Matchweek 14,Sun,Away,L,0,2,Sport Recife,49.0,41994.0,,3-4-1-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2015-07-26,16:00,Série A,Matchweek 15,Sun,Home,W,1,0,Cruzeiro,50.0,33905.0,,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2015-07-29,22:00,Série A,Matchweek 16,Wed,Away,L,1,3,Atlético Mineiro,51.0,47606.0,,3-4-1-2,4-3-2-1,Dewson Fernando Freitas da Silva,Match Report,
2015-08-09,16:00,Série A,Matchweek 17,Sun,Home,D,1,1,Corinthians,59.0,31248.0,,3-4-1-2,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-08-12,22:00,Série A,Matchweek 18,Wed,Away,W,2,0,Figueirense,52.0,10301.0,,4-2-3-1,4-1-2-1-2,Anderson Daronco,Match Report,
2015-08-15,21:00,Série A,Matchweek 19,Sat,Home,L,0,3,Goiás,62.0,25452.0,,3-4-1-2,4-3-1-2,Marielson Alves Silva,Match Report,
2015-08-23,16:00,Série A,Matchweek 20,Sun,Away,L,1,2,Flamengo,56.0,42954.0,,4-3-3,4-2-3-1,Anderson Daronco,Match Report,
2015-08-29,21:00,Série A,Matchweek 21,Sat,Home,W,3,0,Ponte Preta,48.0,12745.0,,4-3-3,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,
2015-09-02,19:30,Série A,Matchweek 22,Wed,Away,D,0,0,Joinville,56.0,13604.0,,4-2-2-2,4-3-2-1,Rodolpho Toski Marques,Match Report,
2015-09-05,19:30,Série A,Matchweek 23,Sat,Home,W,2,0,Internacional,56.0,20935.0,,4-2-3-1,4-2-2-2,Wilton Sampaio,Match Report,
2015-09-09,22:00,Série A,Matchweek 24,Wed,Away,L,0,3,Santos,51.0,5552.0,,4-2-3-1,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2015-09-13,16:00,Série A,Matchweek 25,Sun,Away,W,2,1,Grêmio,52.0,44227.0,,4-1-4-1,4-2-3-1,Sandro Ricci,Match Report,
2015-09-17,19:30,Série A,Matchweek 26,Thu,Home,D,0,0,Chapecoense,58.0,16532.0,,4-4-2,4-3-2-1,Elmo Alves Resende Cunha,Match Report,
2015-09-20,16:00,Série A,Matchweek 27,Sun,Away,L,1,2,Avaí,60.0,9432.0,,4-1-4-1,4-3-1-2,Jailson Macêdo Freitas,Match Report,
2015-09-27,16:00,Série A,Matchweek 28,Sun,Home,D,1,1,Palmeiras,54.0,25047.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2015-10-03,21:00,Série A,Matchweek 29,Sat,Home,W,1,0,Ath Paranaense,57.0,11066.0,,4-3-3,4-2-3-1,Igor Junior Benevenuto,Match Report,
2015-10-14,22:00,Série A,Matchweek 30,Wed,Away,L,0,2,Fluminense,60.0,8357.0,,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2015-10-18,16:00,Série A,Matchweek 31,Sun,Home,D,2,2,Vasco da Gama,45.0,18349.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2015-10-25,17:00,Série A,Matchweek 32,Sun,Away,W,2,1,Coritiba,53.0,15002.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,
2015-10-31,17:00,Série A,Matchweek 33,Sat,Home,W,3,0,Sport Recife,57.0,14002.0,,4-2-3-1,4-4-2,Wagner Reway,Match Report,
2015-11-08,17:00,Série A,Matchweek 34,Sun,Away,L,1,2,Cruzeiro,50.0,33417.0,,4-2-3-1,4-3-3,Marcelo de Lima Henrique,Match Report,
2015-11-19,22:00,Série A,Matchweek 35,Thu,Home,W,4,2,Atlético Mineiro,49.0,18217.0,,4-1-2-1-2◆,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2015-11-22,17:00,Série A,Matchweek 36,Sun,Away,L,1,6,Corinthians,53.0,44976.0,,4-2-3-1,4-1-4-1,Péricles Bassols Pegado Cortez,Match Report,
2015-11-28,17:00,Série A,Matchweek 37,Sat,Home,W,3,2,Figueirense,66.0,19987.0,,4-2-3-1,4-2-4-0,Wagner Reway,Match Report,
2015-12-06,17:00,Série A,Matchweek 38,Sun,Away,W,1,0,Goiás,57.0,34284.0,,4-2-3-1,4-3-3,Ricardo Marques Ribeiro,Match Report,
