Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
7,Atlético Mineiro,38,15,13,10,45,37,8,58,1.53,54.1,33.7,20.4,0.54,30386,Hulk - 12,Éverson,→ Copa Libertadores via league finish
8,Fortaleza,38,15,10,13,46,39,7,55,1.45,44.5,42.9,1.5,0.04,32642,"Moises, Thiago Galhardo - 7",Fernando Miguel,→ Copa Libertadores via league finish
9,São Paulo,38,13,15,10,55,42,13,54,1.42,49.7,44.4,5.3,0.14,32249,Jonathan Calleri - 18,Jandrei,→ Copa Libertadores via league finish
10,América (MG),38,15,8,15,40,40,0,53,1.39,45.6,49.7,-4.1,-0.11,3415,Henrique Almeida - 6,Matheus Cavichioli,→ Copa Sudamericana via league finish
11,Botafogo (RJ),38,15,8,15,41,43,-2,53,1.39,40.8,50.4,-9.6,-0.25,21413,Erison - 7,Gatito Fernández,→ Copa Sudamericana via league finish
