Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Igor Vinícius de Souza,br BRA,DF,26.0,27.4,1789,1504,279,47,0,2,112,195,37,0,32,0,1526,6,39,Matches
Luciano,br BRA,"MF,FW",30.0,25.6,883,849,30,14,5,12,9,6,1,0,0,0,752,4,22,Matches
Lucas Moura,br BRA,"FW,MF",31.0,25.0,1082,1020,54,24,8,11,45,18,7,3,1,0,851,8,25,Matches
Robert Arboleda,ec ECU,DF,32.0,25.1,1599,1553,46,44,0,3,1,0,0,0,0,0,1457,0,8,Matches
Rafael Pires,br BRA,GK,34.0,25.0,673,474,199,34,0,4,0,0,0,0,0,0,551,0,1,Matches
Alan Franco,ar ARG,DF,27.0,24.3,1621,1557,62,43,0,15,2,6,0,0,0,0,1481,2,12,Matches
Luiz Gustavo,br BRA,MF,36.0,23.8,1542,1502,38,35,2,9,10,3,0,0,0,0,1406,2,15,Matches
Jonathan Calleri,ar ARG,FW,30.0,22.7,424,402,21,0,1,4,26,0,0,0,0,0,279,1,17,Matches
Welington,br BRA,DF,22.0,18.9,945,787,156,28,0,8,65,124,4,0,2,0,775,2,17,Matches
Alisson,br BRA,MF,30.0,17.9,1306,1248,54,43,2,16,15,4,0,0,0,0,1181,4,10,Matches
André Silva,br BRA,FW,26.0,17.1,373,348,24,0,2,3,19,2,0,0,0,0,261,1,19,Matches
Ferreira,br BRA,"FW,MF",26.0,13.7,597,524,73,18,2,0,71,13,40,20,11,0,474,0,16,Matches
Damián Bobadilla,py PAR,MF,22.0,11.5,621,602,18,13,1,7,8,5,0,0,0,0,563,1,8,Matches
Jandrei,br BRA,GK,30.0,13.0,520,397,122,24,0,4,0,0,0,0,0,0,403,1,0,Matches
José Sabino,br BRA,DF,27.0,10.8,713,674,36,12,0,6,6,24,0,0,0,0,604,3,4,Matches
Wellington Rato,br BRA,"FW,MF",31.0,11.7,546,464,82,20,2,22,93,13,47,20,23,0,409,0,7,Matches
Rodrigo Nestor,br BRA,"MF,FW",23.0,10.9,556,498,52,13,1,6,59,14,21,8,9,0,437,6,15,Matches
Marcos Antônio,br BRA,MF,23.0,9.4,577,564,11,8,6,3,2,1,1,0,0,0,542,2,5,Matches
Nahuel Ferraresi,ve VEN,DF,25.0,10.0,630,580,49,19,0,3,10,30,0,0,0,0,553,1,5,Matches
Diego,br BRA,DF,24.0,9.9,659,628,29,18,0,5,5,11,0,0,0,0,579,2,6,Matches
Michel Araujo,uy URU,"DF,FW",27.0,9.5,525,467,58,12,0,3,23,41,5,0,5,0,447,0,10,Matches
Ruan,br BRA,DF,24.0,8.0,436,424,11,7,0,0,0,4,0,0,0,0,397,1,3,Matches
Rafinha,br BRA,DF,38.0,5.8,428,365,63,12,0,7,8,49,2,0,0,0,373,0,7,Matches
Erick,br BRA,"FW,MF",26.0,7.2,321,287,33,4,2,2,36,10,19,8,6,0,242,1,17,Matches
Patryck,br BRA,DF,21.0,6.8,356,294,62,7,0,1,22,53,2,0,1,0,280,0,9,Matches
William Gomes,br BRA,"FW,MF",17.0,5.5,137,122,14,0,0,1,25,9,4,2,1,0,102,1,9,Matches
Giuliano Galoppo,ar ARG,MF,24.0,4.3,182,168,11,7,0,3,6,0,1,0,1,0,143,3,2,Matches
Juan Santos,br BRA,"FW,MF",21.0,2.9,71,62,6,2,0,0,0,0,0,0,0,0,51,3,4,Matches
Pablo Maia,br BRA,MF,22.0,2.9,200,194,4,3,0,2,0,1,0,0,0,0,182,2,3,Matches
Jamal Lewis,nir NIR,DF,26.0,2.4,144,138,6,2,0,1,10,4,0,0,0,0,118,0,4,Matches
João Moreira,pt POR,"DF,MF",19.0,2.2,93,76,17,2,0,0,3,15,0,0,0,0,75,0,4,Matches
Santiago Longo,ar ARG,MF,25.0,1.9,85,84,1,1,0,1,0,0,0,0,0,0,80,0,0,Matches
Liziero,br BRA,"MF,DF",25.0,3.4,226,207,18,5,0,1,6,13,0,0,0,0,183,1,5,Matches
Rodrigo,br BRA,MF,19.0,0.8,35,32,3,1,0,0,3,1,1,1,0,0,29,0,1,Matches
James Rodríguez,co COL,MF,32.0,0.4,45,39,6,1,0,1,5,1,4,2,2,0,34,0,4,Matches
Henrique,br BRA,FW,17.0,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Ryan Francisco,br BRA,FW,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Igor,br BRA,DF,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,38.0,20943,19137,1748,523,34,166,705,670,196,64,94,0,17823,58,333,
Opponent Total,,,27.7,38.0,15500,13864,1607,494,21,112,610,600,162,57,67,0,12460,29,294,
