Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2019-02-06,20:30,Libertadores,Second qualifying stage,Wed,Away,L,0,2,ar Talleres,1.2,0.4,43,,Hernanes,4-3-3,4-3-1-2,Wilmar Roldán,Match Report,Leg 1 of 2
2019-02-13,21:30,Libertadores,Second qualifying stage,Wed,Home,D,0,0,ar Talleres,0.6,0.4,61,,Hernanes,4-2-3-1,4-4-2,Roddy Zambrano,Match Report,Leg 2 of 2; Talleres won
2019-04-27,16:00,Série A,Matchweek 1,Sat,Home,W,2,0,Botafogo (RJ),1.1,0.5,30,26533.0,Hudson,4-2-3-1,4-1-4-1,Caio Max Augusto Vieira,Match Report,
2019-05-01,21:30,Série A,Matchweek 2,Wed,Away,W,2,1,Goiás,0.7,1.7,53,29644.0,Hudson,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,
2019-05-05,16:00,Série A,Matchweek 3,Sun,Home,D,1,1,Flamengo,1.9,1.2,64,38749.0,Hudson,4-3-3,4-1-4-1,Ricardo Marques Ribeiro,Match Report,
2019-05-12,19:00,Série A,Matchweek 4,Sun,Away,W,1,0,Fortaleza,0.7,0.7,47,42955.0,Hudson,4-3-3,4-4-2,Wilton Sampaio,Match Report,
2019-05-19,11:00,Série A,Matchweek 5,Sun,Home,D,0,0,Bahia,0.5,1.4,57,44640.0,Hernanes,4-2-3-1,4-3-3,Daniel Nobre Bins,Match Report,
2019-05-26,19:00,Série A,Matchweek 6,Sun,Away,L,0,1,Corinthians,0.4,1.2,59,39378.0,Hudson,4-2-3-1,4-1-4-1,Flavio Rodrigues De Souza,Match Report,
2019-06-02,16:00,Série A,Matchweek 7,Sun,Home,D,1,1,Cruzeiro,1.0,1.4,41,8517.0,Hernanes,4-3-3,4-2-3-1,Braulio da Silva Machado,Match Report,
2019-06-08,21:00,Série A,Matchweek 8,Sat,Away,D,0,0,Avaí,0.6,0.5,63,8084.0,Hudson,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-06-13,20:00,Série A,Matchweek 9,Thu,Away,D,1,1,Atlético Mineiro,0.6,1.9,32,19761.0,Hernanes,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,
2019-07-13,19:00,Série A,Matchweek 10,Sat,Home,D,1,1,Palmeiras,0.9,1.1,45,38267.0,Hernanes,4-2-3-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2019-07-22,20:00,Série A,Matchweek 11,Mon,Home,W,4,0,Chapecoense,2.9,0.6,49,35558.0,Hernanes,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2019-07-27,19:00,Série A,Matchweek 12,Sat,Away,W,2,1,Fluminense,1.3,2.0,30,21741.0,Hernanes,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2019-08-10,17:00,Série A,Matchweek 14,Sat,Home,W,3,2,Santos,2.2,1.3,43,47277.0,Reinaldo,4-2-3-1,4-3-3,Raphael Claus,Match Report,
2019-08-18,16:00,Série A,Matchweek 15,Sun,Home,W,1,0,Ceará,1.0,0.7,58,47705.0,Reinaldo,4-1-4-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,
2019-08-21,19:15,Série A,Matchweek 13,Wed,Away,W,1,0,Ath Paranaense,1.2,1.6,36,20047.0,Reinaldo,4-2-3-1,4-2-3-1,Daniel Nobre Bins,Match Report,
2019-08-25,16:00,Série A,Matchweek 16,Sun,Away,L,0,2,Vasco da Gama,0.2,2.0,48,20404.0,Dani Alves,4-1-4-1,4-1-4-1,Anderson Daronco,Match Report,
2019-08-31,11:00,Série A,Matchweek 17,Sat,Home,D,0,0,Grêmio,1.0,0.2,54,46997.0,Dani Alves,4-2-3-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2019-09-07,19:00,Série A,Matchweek 18,Sat,Away,L,0,1,Internacional,0.5,1.6,49,14302.0,Reinaldo,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2019-09-15,19:00,Série A,Matchweek 19,Sun,Home,D,1,1,CSA,2.8,0.7,71,29779.0,Hernanes,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2019-09-21,11:00,Série A,Matchweek 20,Sat,Away,W,2,1,Botafogo (RJ),1.2,0.6,47,18471.0,Hernanes,4-1-4-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,
2019-09-25,21:30,Série A,Matchweek 21,Wed,Home,L,0,1,Goiás,1.9,0.3,72,12505.0,Dani Alves,4-2-3-1,4-4-1-1,Bruno Arleu de Araujo,Match Report,
2019-09-28,19:00,Série A,Matchweek 22,Sat,Away,D,0,0,Flamengo,0.5,1.7,39,67051.0,Hernanes,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,
2019-10-05,17:00,Série A,Matchweek 23,Sat,Home,W,2,1,Fortaleza,2.6,1.1,61,34962.0,Hernanes,4-1-4-1,4-2-3-1,Diego Pombo Lopez,Match Report,
2019-10-09,21:00,Série A,Matchweek 24,Wed,Away,D,0,0,Bahia,0.4,0.7,59,31726.0,Hernanes,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2019-10-13,18:00,Série A,Matchweek 25,Sun,Home,W,1,0,Corinthians,1.7,0.1,55,37561.0,Hernanes,4-1-4-1,4-1-4-1,Raphael Claus,Match Report,
2019-10-16,21:00,Série A,Matchweek 26,Wed,Away,L,0,1,Cruzeiro,0.6,0.6,59,30969.0,Hernanes,4-1-4-1,4-2-3-1,Wilton Sampaio,Match Report,
2019-10-20,17:00,Série A,Matchweek 27,Sun,Home,W,1,0,Avaí,1.5,0.6,77,20763.0,Dani Alves,4-1-4-1,4-3-3,Dewson Fernando Freitas da Silva,Match Report,
2019-10-27,17:00,Série A,Matchweek 28,Sun,Home,W,2,0,Atlético Mineiro,1.6,0.9,59,18815.0,Reinaldo,4-1-4-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2019-10-30,20:30,Série A,Matchweek 29,Wed,Away,L,0,3,Palmeiras,0.9,2.0,67,29481.0,Dani Alves,4-1-4-1,4-2-3-1,Raphael Claus,Match Report,
2019-11-02,21:00,Série A,Matchweek 30,Sat,Away,W,3,0,Chapecoense,1.1,1.5,61,14206.0,Dani Alves,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2019-11-07,20:30,Série A,Matchweek 31,Thu,Home,L,0,2,Fluminense,0.8,1.1,56,17650.0,Dani Alves,4-3-3,4-4-1-1,Daniel Nobre Bins,Match Report,
2019-11-10,17:00,Série A,Matchweek 32,Sun,Home,L,0,1,Ath Paranaense,1.1,0.4,63,13795.0,Dani Alves,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2019-11-16,17:00,Série A,Matchweek 33,Sat,Away,D,1,1,Santos,1.3,1.6,59,14062.0,Dani Alves,4-2-3-1,4-3-3,Flavio Rodrigues De Souza,Match Report,
2019-11-24,19:00,Série A,Matchweek 34,Sun,Away,D,1,1,Ceará,1.2,1.6,51,29001.0,Dani Alves,4-1-4-1,4-1-4-1,Rafael Traci,Match Report,
2019-11-28,20:30,Série A,Matchweek 35,Thu,Home,W,1,0,Vasco da Gama,1.0,0.8,56,11970.0,Dani Alves,4-2-3-1,4-2-3-1,Savio Pereira,Match Report,
2019-12-01,19:00,Série A,Matchweek 36,Sun,Away,L,0,3,Grêmio,0.4,2.2,58,22039.0,Dani Alves,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2019-12-04,21:30,Série A,Matchweek 37,Wed,Home,W,2,1,Internacional,1.9,0.9,42,30822.0,Dani Alves,4-1-4-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2019-12-08,16:00,Série A,Matchweek 38,Sun,Away,W,2,1,CSA,1.1,1.3,57,7810.0,Igor Gomes,4-3-3,4-2-3-1,Alisson Sidnei Furtado,Match Report,
