Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tiago Volpi,br BRA,GK,30.0,38.0,866,1247,69.4,24921,16088,153,156,98.1,357,363,98.3,348,707,49.2,0,0.0,0.1,0.0,1,19,0,0,1,Matches
Miranda,br BRA,DF,36.0,26.9,1476,1656,89.1,29777,13503,404,436,92.7,867,925,93.7,173,245,70.6,1,0.2,0.6,0.8,4,59,4,0,87,Matches
Reinaldo,br BRA,"DF,FW",31.0,26.0,1072,1504,71.3,20274,8700,430,502,85.7,480,617,77.8,144,299,48.2,3,4.6,4.5,-1.6,42,115,28,15,163,Matches
Léo Pelé,br BRA,DF,24.0,28.3,1373,1625,84.5,24582,8480,526,577,91.2,733,820,89.4,98,182,53.8,0,0.5,0.6,-0.5,9,213,9,5,188,Matches
Emiliano Rigoni,ar ARG,"FW,MF",27.0,22.9,476,713,66.8,7736,1809,261,317,82.3,138,197,70.1,56,139,40.3,5,5.0,4.7,0.0,41,19,21,10,52,Matches
Igor Gomes,br BRA,MF,21.0,22.7,787,1009,78.0,12963,3801,386,432,89.4,301,360,83.6,70,133,52.6,0,1.9,2.0,-1.9,27,88,18,8,107,Matches
Gabriel Sara,br BRA,MF,21.0,22.6,735,964,76.2,11338,3067,399,467,85.4,259,338,76.6,49,85,57.6,1,2.3,2.0,-1.3,28,83,15,5,100,Matches
Rodrigo Nestor,br BRA,MF,20.0,21.4,989,1172,84.4,17743,4318,412,465,88.6,447,500,89.4,102,146,69.9,4,3.7,3.1,0.3,21,111,17,5,111,Matches
Liziero,br BRA,MF,22.0,22.9,1166,1326,87.9,19097,4898,560,619,90.5,474,516,91.9,93,119,78.2,1,0.6,0.7,0.4,13,132,7,1,120,Matches
Luciano,br BRA,"FW,MF",27.0,17.0,407,496,82.1,6686,1238,200,227,88.1,150,167,89.8,39,50,78.0,1,1.4,1.3,-0.4,21,32,15,1,47,Matches
Igor Vinícius de Souza,br BRA,"DF,FW",23.0,18.6,868,1084,80.1,13634,4759,460,522,88.1,333,403,82.6,53,92,57.6,0,1.5,2.0,-1.5,16,76,25,11,89,Matches
Bruno Fabiano Alves,br BRA,DF,29.0,18.4,876,990,88.5,16723,5556,277,302,91.7,513,550,93.3,76,114,66.7,0,0.2,0.4,-0.2,3,67,3,1,77,Matches
Robert Arboleda,ec ECU,DF,29.0,17.0,760,902,84.3,14273,5573,267,296,90.2,415,463,89.6,67,122,54.9,0,0.1,0.2,-0.1,3,49,1,1,56,Matches
