Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Tiago Volpi,br BRA,GK,30.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miranda,br BRA,DF,36.0,28,28,2421.0,26.9,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,0.2,0.7,8.0,87.0,3.0,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.03,0.02,0.03,Matches
Reinaldo,br BRA,"DF,FW",31.0,30,28,2339.0,26.0,2.0,3.0,5.0,0.0,2.0,2.0,8.0,0.0,2.6,1.0,4.6,5.7,65.0,163.0,164.0,0.08,0.12,0.19,0.0,0.12,0.1,0.18,0.28,0.04,0.22,Matches
Léo Pelé,br BRA,DF,24.0,32,27,2548.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,0.5,1.2,65.0,188.0,19.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
Emiliano Rigoni,ar ARG,"FW,MF",27.0,30,24,2060.0,22.9,4.0,5.0,9.0,4.0,0.0,0.0,4.0,1.0,7.1,7.1,5.0,12.1,51.0,52.0,190.0,0.17,0.22,0.39,0.17,0.39,0.31,0.22,0.53,0.31,0.53,Matches
Igor Gomes,br BRA,MF,21.0,31,24,2042.0,22.7,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,2.2,2.2,1.9,4.1,36.0,107.0,84.0,0.09,0.0,0.09,0.09,0.09,0.1,0.08,0.18,0.1,0.18,Matches
Gabriel Sara,br BRA,MF,21.0,29,24,2036.0,22.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,4.6,4.6,2.3,6.9,63.0,100.0,197.0,0.18,0.04,0.22,0.18,0.22,0.2,0.1,0.31,0.2,0.31,Matches
Rodrigo Nestor,br BRA,MF,20.0,30,24,1922.0,21.4,0.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,1.3,1.3,3.7,5.1,45.0,111.0,68.0,0.0,0.19,0.19,0.0,0.19,0.06,0.18,0.24,0.06,0.24,Matches
Liziero,br BRA,MF,22.0,29,23,2057.0,22.9,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.6,1.4,22.0,120.0,34.0,0.04,0.04,0.09,0.04,0.09,0.04,0.03,0.06,0.04,0.06,Matches
Luciano,br BRA,"FW,MF",27.0,22,19,1530.0,17.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,4.2,4.2,1.4,5.6,24.0,47.0,92.0,0.24,0.06,0.29,0.24,0.29,0.25,0.08,0.33,0.25,0.33,Matches
Igor Vinícius de Souza,br BRA,"DF,FW",23.0,22,18,1676.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,1.5,2.1,44.0,89.0,102.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.11,0.04,0.11,Matches
Bruno Fabiano Alves,br BRA,DF,29.0,23,18,1656.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.1,19.0,77.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches
Robert Arboleda,ec ECU,DF,29.0,17,17,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.1,1.1,6.0,56.0,1.0,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.06,0.06,0.06,Matches
Luan Silva,br BRA,MF,21.0,17,13,1183.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,7.0,44.0,11.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08,Matches
Welington,br BRA,"DF,FW",19.0,16,11,1041.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.6,1.9,33.0,46.0,114.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.16,0.03,0.16,Matches
Jonathan Calleri,ar ARG,FW,27.0,16,11,867.0,9.6,5.0,0.0,5.0,4.0,1.0,1.0,2.0,1.0,4.6,3.8,0.5,4.4,15.0,21.0,55.0,0.52,0.0,0.52,0.42,0.42,0.48,0.06,0.54,0.4,0.45,Matches
Pablo,br BRA,FW,28.0,16,9,671.0,7.5,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,3.7,2.9,0.7,3.5,6.0,14.0,45.0,0.4,0.0,0.4,0.27,0.27,0.49,0.09,0.58,0.39,0.47,Matches
Éder,it ITA,FW,34.0,17,8,647.0,7.2,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.1,2.1,1.1,3.2,8.0,10.0,45.0,0.14,0.28,0.42,0.14,0.42,0.29,0.16,0.45,0.29,0.45,Matches
Martín Benítez,ar ARG,"MF,FW",26.0,24,7,860.0,9.6,2.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,1.4,1.4,1.4,2.9,32.0,79.0,56.0,0.21,0.1,0.31,0.21,0.31,0.15,0.15,0.3,0.15,0.3,Matches
Vitor Bueno,br BRA,"FW,MF",26.0,19,7,722.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.4,2.4,1.4,3.7,16.0,24.0,55.0,0.12,0.0,0.12,0.12,0.12,0.3,0.17,0.46,0.3,0.46,Matches
Diego,br BRA,DF,21.0,12,7,666.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,14.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Antonio Galeano,py PAR,"DF,FW",20.0,12,6,661.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.3,1.3,0.2,1.5,21.0,21.0,37.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.2,0.17,0.2,Matches
Luis Manuel Orejuela,co COL,DF,25.0,9,6,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.3,13.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
Marquinhos,br BRA,"FW,MF",17.0,21,5,693.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.7,2.0,23.0,11.0,72.0,0.0,0.13,0.13,0.0,0.13,0.17,0.09,0.26,0.17,0.26,Matches
Joao Rojas,ec ECU,FW,31.0,14,5,555.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,0.5,1.8,18.0,18.0,66.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.29,0.2,0.29,Matches
Dani Alves,br BRA,"DF,FW",37.0,6,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,9.0,40.0,27.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.05,0.14,Matches
Gabriel Neves,uy URU,MF,23.0,12,2,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.2,0.3,7.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
Talles Costa,br BRA,MF,18.0,7,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.14,0.08,0.14,Matches
Shaylon,br BRA,"MF,DF",23.0,5,1,129.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
Juan Santos,br BRA,FW,18.0,5,1,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.17,0.11,0.17,Matches
