Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Tiago Volpi,br BRA,GK,29.0,38.0,1081,1395,77.5,27051,18324,262,263,99.6,508,516,98.4,292,590,49.5,1,0.1,0.1,0.9,2,22,1,0,1,Matches
Reinaldo,br BRA,DF,30.0,33.6,1553,2081,74.6,28529,10803,706,778,90.7,625,794,78.7,205,411,49.9,6,7.3,6.4,-1.3,65,149,55,29,192,Matches
Dani Alves,br BRA,"MF,FW",36.0,29.9,2143,2548,84.1,35258,12901,1140,1231,92.6,738,846,87.2,207,354,58.5,3,4.6,5.9,-1.6,71,270,67,23,269,Matches
Luciano,br BRA,FW,26.0,27.7,782,952,82.1,12011,2471,432,497,86.9,265,313,84.7,56,69,81.2,3,2.6,2.3,0.4,36,71,18,0,96,Matches
Igor Gomes,br BRA,"MF,FW",20.0,26.6,887,1097,80.9,13459,3271,511,577,88.6,292,353,82.7,57,94,60.6,3,3.2,2.5,-0.2,34,66,33,14,98,Matches
Gabriel Sara,br BRA,"MF,FW",20.0,25.3,1146,1400,81.9,18079,4236,610,696,87.6,441,517,85.3,65,110,59.1,4,4.8,4.5,-0.8,27,96,24,7,119,Matches
Tchê Tchê,br BRA,MF,27.0,26.6,1512,1649,91.7,24966,7116,746,779,95.8,624,659,94.7,108,143,75.5,2,1.6,1.2,0.4,25,134,18,2,141,Matches
Bruno Fabiano Alves,br BRA,DF,28.0,24.3,1036,1187,87.3,18006,6505,449,486,92.4,506,544,93.0,68,124,54.8,0,0.1,0.3,-0.1,4,89,1,0,96,Matches
Luan Silva,br BRA,MF,20.0,23.4,1482,1629,91.0,23482,7267,765,809,94.6,640,693,92.4,60,83,72.3,1,0.5,0.6,0.5,14,136,7,1,114,Matches
Juanfran,es ESP,DF,35.0,18.6,827,1000,82.7,12524,3827,486,534,91.0,270,318,84.9,53,86,61.6,1,2.5,2.2,-1.5,25,54,33,19,73,Matches
Brenner,br BRA,FW,20.0,21.2,336,390,86.2,5226,799,169,194,87.1,131,137,95.6,22,30,73.3,3,0.7,0.4,2.3,13,17,2,0,24,Matches
Robert Arboleda,ec ECU,DF,28.0,19.2,1027,1156,88.8,16883,5797,493,526,93.7,465,503,92.4,52,92,56.5,0,0.1,0.4,-0.1,2,46,3,3,61,Matches
Diego,br BRA,DF,20.0,16.8,841,1023,82.2,15382,5457,363,391,92.8,388,450,86.2,80,141,56.7,0,0.1,0.3,-0.1,3,64,2,1,67,Matches
Léo Pelé,br BRA,DF,23.0,14.7,754,889,84.8,12164,4401,374,414,90.3,319,352,90.6,47,89,52.8,1,0.9,0.3,0.1,5,78,4,2,69,Matches
Pablo,br BRA,"FW,MF",27.0,16.0,291,357,81.5,4234,725,184,203,90.6,85,108,78.7,14,20,70.0,2,1.1,1.1,0.9,13,14,6,2,24,Matches
Igor Vinícius de Souza,br BRA,DF,22.0,15.3,738,886,83.3,11334,3472,417,461,90.5,264,319,82.8,43,71,60.6,2,1.4,1.5,0.6,16,35,18,12,48,Matches
Vitor Bueno,br BRA,"FW,MF",25.0,14.8,489,615,79.5,8236,1874,251,290,86.6,185,221,83.7,46,73,63.0,2,2.4,1.4,-0.4,12,41,17,5,81,Matches
Paulinho Bóia,br BRA,"FW,DF",21.0,5.6,144,181,79.6,2032,500,87,103,84.5,44,50,88.0,7,14,50.0,0,0.9,0.5,-0.9,11,4,8,2,19,Matches
Liziero,br BRA,"MF,DF",21.0,4.4,273,333,82.0,4226,1179,145,159,91.2,103,122,84.4,16,27,59.3,0,0.1,0.1,-0.1,2,22,1,0,33,Matches
Hernanes,br BRA,"MF,FW",34.0,5.9,280,330,84.8,4376,1411,153,168,91.1,94,103,91.3,25,41,61.0,0,0.4,0.6,-0.4,8,37,3,1,42,Matches
Gonzalo Carneiro,uy URU,"FW,MF",24.0,2.3,26,41,63.4,393,63,12,19,63.2,12,14,85.7,1,2,50.0,1,0.6,0.1,0.4,4,1,2,0,3,Matches
