Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90
4,Grêmio,19,12,3,4,38,18,20,39,2.05,34.7,19.7,15.0,0.79,19,7,5,7,26,21,5,26,1.37,22.4,22.8,-0.4,-0.02
5,Ath Paranaense,19,12,3,4,26,11,15,39,2.05,38.7,15.6,23.1,1.22,19,6,7,6,25,21,4,25,1.32,25.3,34.2,-8.9,-0.47
6,São Paulo,19,10,6,3,23,12,11,36,1.89,29.4,15.3,14.0,0.74,19,7,6,6,16,18,-2,27,1.42,14.8,26.9,-12.1,-0.64
7,Internacional,19,11,6,2,28,15,13,39,2.05,34.1,20.1,14.0,0.74,19,5,3,11,16,24,-8,18,0.95,18.9,27.4,-8.5,-0.45
8,Corinthians,19,10,7,2,25,13,12,37,1.95,25.9,19.0,7.0,0.37,19,4,7,8,17,21,-4,19,1.0,16.4,23.9,-7.4,-0.39
