Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2016-02-03,18:45,Libertadores,First stage,Wed,Away,D,1,1,pe U César Vallejo,,,,4-2-3-1,4-2-3-1,Roddy Zambrano,Match Report,Leg 1 of 2
2016-02-10,21:45,Libertadores,First stage,Wed,Home,W,1,0,pe U César Vallejo,,,,4-2-3-1,4-2-3-1,Christian Ferreyra,Match Report,Leg 2 of 2; São Paulo won
2016-02-17,19:30,Libertadores,Second stage,Wed,Home,L,0,1,bo The Strongest,,,,4-2-3-1,4-1-2-1-2,Mario Díaz de Vivar,Match Report,
2016-03-10,19:30,Libertadores,Second stage,Thu,Away,D,1,1,ar River Plate,,,,4-2-3-1,4-2-3-1,Julio Bascuñán,Match Report,
2016-03-16,18:00,Libertadores,Second stage,Wed,Away,D,1,1,ve Trujillanos,,,,4-2-3-1,4-4-2,Wilson Lamouroux,Match Report,
2016-04-05,21:45,Libertadores,Second stage,Tue,Home,W,6,0,ve Trujillanos,,,,4-2-3-1,4-4-2,Ulises Mereles,Match Report,
2016-04-13,21:45,Libertadores,Second stage,Wed,Home,W,2,1,ar River Plate,,,,4-2-3-1,4-1-2-1-2,Andrés Cunha,Match Report,
2016-04-21,20:45,Libertadores,Second stage,Thu,Away,D,1,1,bo The Strongest,,,,4-1-4-1,4-4-1-1,Roberto Tobar,Match Report,
2016-04-28,21:45,Libertadores,Round of 16,Thu,Home,W,4,0,mx Toluca,,,,4-2-3-1,4-3-2-1,Jonathan Fuentes,Match Report,Leg 1 of 2
2016-05-04,17:15,Libertadores,Round of 16,Wed,Away,L,1,3,mx Toluca,,,,4-2-3-1,4-2-2-2,Wilson Lamouroux,Match Report,Leg 2 of 2; São Paulo won
2016-05-11,21:45,Libertadores,Quarter-finals,Wed,Home,W,1,0,br Atlético Mineiro,,,,4-2-3-1,4-4-1-1,Wilmar Roldán,Match Report,Leg 1 of 2
