Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Tiago Volpi,br BRA,GK,28.0,37.0,29,4,2,3,1,33.1,0.21,5.1,0.14,150,427,35.1,794,145,34.8,34.4,275,54.9,44.4,488,22,4.5,23,0.62,12.4,Matches
Lucas Perri,br BRA,GK,21.0,1.0,1,0,0,1,0,0.7,0.11,-0.3,-0.34,3,14,21.4,21,3,42.9,36.5,12,41.7,36.8,25,0,0.0,0,0.0,8.0,Matches
Squad Total,,,26.5,38.0,30,4,2,4,1,33.7,0.21,4.7,0.12,153,441,34.7,815,148,35.0,,287,54.4,44.1,513,22,4.3,23,0.61,,
Opponent Total,,,27.5,38.0,39,3,0,3,0,46.5,0.25,7.5,0.2,206,563,36.6,778,124,45.5,37.8,320,65.3,48.4,502,19,3.8,18,0.47,12.1,
