Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Thiago Mendes,br BRA,"DF,MF",22.0,30.4,8,0,0,,,,,,,,,0,Matches
Michel Bastos,br BRA,"DF,MF",31.0,28.7,4,0,0,,,,,,,,,0,Matches
Ganso,br BRA,MF,25.0,29.2,8,1,1,,,,,,,,,0,Matches
Alexandre Pato,br BRA,"FW,MF",25.0,27.5,4,0,0,,,,,,,,,0,Matches
Bruno Vieira,br BRA,DF,29.0,24.3,5,0,0,,,,,,,,,0,Matches
Lucão,br BRA,DF,18.0,24.7,0,0,0,,,,,,,,,0,Matches
Rodrigo Caio,br BRA,"DF,MF",21.0,23.4,3,0,0,,,,,,,,,0,Matches
Rogério Ceni,br BRA,GK,42.0,23.0,1,0,0,,,,,,,,,0,Matches
Hudson,br BRA,MF,27.0,19.7,7,0,0,,,,,,,,,0,Matches
Luís Fabiano,br BRA,FW,34.0,17.3,8,1,1,,,,,,,,,0,Matches
Carlinhos,br BRA,DF,28.0,16.9,2,0,0,,,,,,,,,0,Matches
Reinaldo,br BRA,"DF,MF",25.0,17.0,3,1,1,,,,,,,,,0,Matches
Wesley,br BRA,MF,27.0,15.5,4,0,0,,,,,,,,,0,Matches
Rafael Tolói,it ITA,DF,24.0,12.2,1,0,0,,,,,,,,,0,Matches
Ricardo Centurión,ar ARG,"FW,MF",22.0,12.4,0,0,0,,,,,,,,,0,Matches
Dória,br BRA,DF,20.0,9.0,0,0,0,,,,,,,,,0,Matches
Renan Ribeiro,br BRA,GK,24.0,9.0,3,0,0,,,,,,,,,0,Matches
Josef de Souza,br BRA,MF,25.0,7.8,1,0,0,,,,,,,,,0,Matches
Rogério,br BRA,"FW,MF",24.0,7.8,1,0,0,,,,,,,,,0,Matches
Edson Silva,br BRA,DF,28.0,7.5,2,0,0,,,,,,,,,0,Matches
Matheus Reis,br BRA,"DF,MF",19.0,8.0,4,1,1,,,,,,,,,0,Matches
Denis,br BRA,GK,27.0,6.0,0,0,0,,,,,,,,,0,Matches
Luiz Eduardo,br BRA,DF,27.0,5.9,2,1,0,,,,,,,,,0,Matches
Paulo Miranda,br BRA,DF,26.0,4.8,2,0,0,,,,,,,,,0,Matches
Lyanco,br BRA,DF,17.0,4.6,1,0,0,,,,,,,,,0,Matches
Wilder Guisao,co COL,"FW,MF",23.0,3.8,1,0,0,,,,,,,,,0,Matches
Denílson,br BRA,MF,26.0,3.7,2,0,0,,,,,,,,,0,Matches
Breno Borges,br BRA,DF,25.0,3.0,1,0,0,,,,,,,,,0,Matches
Alan Kardec,br BRA,FW,26.0,4.3,2,0,0,,,,,,,,,0,Matches
Gabriel Boschilia,br BRA,MF,18.0,2.4,0,0,0,,,,,,,,,0,Matches
João Schmidt,br BRA,MF,21.0,1.8,0,0,0,,,,,,,,,0,Matches
Auro,br BRA,"DF,MF",19.0,3.3,1,0,0,,,,,,,,,0,Matches
João Paulo,br BRA,FW,18.0,1.1,0,0,0,,,,,,,,,0,Matches
Jonathan Cafu,br BRA,"FW,MF",23.0,0.8,0,0,0,,,,,,,,,0,Matches
Daniel,br BRA,MF,21.0,0.2,0,0,0,,,,,,,,,0,Matches
Squad Total,,,26.4,38.0,81,5,4,,,,,,,,,0,
Opponent Total,,,26.6,38.0,79,3,1,,,,,,,,,0,
