Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Hudson,br BRA,"MF,DF",31.0,16,1049.0,66.0,30.7,11.7,11,89.0,10.0,5,13.0,19,1.63,10.0,9.0,1.0,0.09,-0.22,9.2,13.6,-4.4,-0.38,-0.62,Matches
Jonas,br BRA,"FW,MF",19.0,17,947.0,56.0,27.7,10.5,11,74.0,4.0,6,23.0,4,2.0,18.0,9.0,9.0,0.86,0.86,14.6,10.1,4.5,0.42,0.52,Matches
Anderson Martins,br BRA,DF,31.0,11,896.0,81.0,26.2,10.0,10,85.0,9.0,1,45.0,21,1.36,4.0,7.0,-3.0,-0.3,-0.73,7.4,12.9,-5.5,-0.55,-0.81,Matches
Raniel,br BRA,FW,22.0,14,803.0,57.0,23.5,8.9,8,83.0,6.0,6,24.0,9,1.64,13.0,7.0,6.0,0.67,0.57,11.1,12.0,-0.9,-0.1,-0.19,Matches
Walce Costa,br BRA,DF,19.0,4,360.0,90.0,10.5,4.0,4,90.0,4.0,0,,24,2.0,4.0,2.0,2.0,0.5,0.29,4.2,4.6,-0.4,-0.11,-0.18,Matches
Jucilei,br BRA,MF,30.0,4,219.0,55.0,6.4,2.4,4,55.0,0.0,0,,14,1.0,2.0,3.0,-1.0,-0.41,-0.69,2.5,3.3,-0.7,-0.31,-0.38,Matches
Léo Pelé,br BRA,DF,22.0,5,283.0,57.0,8.3,3.1,3,85.0,2.0,2,15.0,33,2.0,3.0,3.0,0.0,0.0,-0.26,3.3,4.2,-0.9,-0.27,-0.35,Matches
Helinho,br BRA,"FW,MF",18.0,8,178.0,22.0,5.2,2.0,1,53.0,0.0,7,18.0,24,1.13,3.0,1.0,2.0,1.01,0.82,2.3,2.1,0.2,0.08,0.04,Matches
Gabriel Sara,br BRA,MF,19.0,6,174.0,29.0,5.1,1.9,1,94.0,1.0,5,16.0,5,,2.0,3.0,-1.0,-0.52,-0.79,2.0,2.9,-0.9,-0.47,-0.55,Matches
Marcos Calazans,br BRA,FW,22.0,4,140.0,35.0,4.1,1.6,1,68.0,0.0,3,24.0,19,1.5,0.0,1.0,-1.0,-0.64,-0.92,1.3,2.0,-0.7,-0.48,-0.55,Matches
Lucas Perri,br BRA,GK,21.0,1,90.0,90.0,2.6,1.0,1,90.0,1.0,0,,6,3.0,2.0,1.0,1.0,1.0,0.78,1.1,1.3,-0.2,-0.22,-0.27,Matches
Juan Santos,br BRA,FW,16.0,1,51.0,51.0,1.5,0.6,1,51.0,0.0,0,,0,3.0,2.0,1.0,1.0,1.76,1.55,0.8,0.6,0.2,0.4,0.35,Matches
Everton Felipe,br BRA,"FW,MF",21.0,3,83.0,28.0,2.4,0.9,0,,0.0,3,27.0,10,0.67,1.0,1.0,0.0,0.0,-0.24,0.5,1.9,-1.4,-1.52,-1.61,Matches
Nenê,br BRA,MF,37.0,2,47.0,24.0,1.4,0.5,0,,0.0,2,23.0,7,1.0,1.0,0.0,1.0,1.91,1.7,0.1,1.9,-1.8,-3.49,-3.59,Matches
Diego,br BRA,DF,19.0,1,39.0,39.0,1.1,0.4,0,,0.0,1,38.0,1,3.0,0.0,0.0,0.0,0.0,-0.24,0.3,0.8,-0.4,-1.02,-1.08,Matches
Willian Farias,br BRA,MF,29.0,1,16.0,16.0,0.5,0.2,0,,0.0,1,15.0,14,3.0,0.0,0.0,0.0,0.0,-0.24,0.5,0.7,-0.2,-1.25,-1.3,Matches
Fabinho,br BRA,DF,19.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,0,0.0,0.0,0.0,0.0,0.0,-0.24,0.2,0.1,0.0,0.25,0.21,Matches
Brenner,br BRA,FW,19.0,1,12.0,12.0,0.4,0.1,0,,0.0,1,11.0,4,3.0,0.0,0.0,0.0,0.0,-0.24,0.2,0.5,-0.3,-2.19,-2.25,Matches
Danilo,br BRA,MF,19.0,1,11.0,11.0,0.3,0.1,0,,0.0,1,10.0,0,3.0,0.0,0.0,0.0,0.0,-0.24,0.0,0.4,-0.4,-2.93,-2.99,Matches
Jean,br BRA,GK,23.0,0,,,0.0,0.0,0,,0.0,0,,32,1.0,1.0,1.0,0.0,,,,,,,,Matches
Talles Costa,br BRA,MF,16.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Júnior Dênis,br BRA,GK,20.0,0,,,,,0,,0.0,0,,13,,,,,,,,,,,,Matches
Lucas Fasson,br BRA,DF,17.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Caio Felipe,br BRA,DF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Lucas Fernandes,br BRA,MF,21.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Morato,br BRA,DF,17.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Rodrigo Nestor,br BRA,MF,18.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Patryck,br BRA,DF,16.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Bruno Peres,br BRA,"DF,MF",28.0,0,,,,,0,,0.0,0,,2,,,,,,,,,,,,Matches
Rafinha,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Thiago,br BRA,GK,19.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Pedro Vilhena,br BRA,MF,16.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Welington,br BRA,"DF,MF",17.0,0,,,,,0,,0.0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,26.5,38,3420.0,90.0,100.0,38.0,418,83.0,,110,24.0,340,1.66,39.0,30.0,9.0,0.24,,44.1,42.3,1.9,0.05,,
Opponent Total,,,27.5,38,3420.0,90.0,100.0,38.0,418,83.0,,114,23.0,324,1.03,30.0,39.0,-9.0,-0.24,,42.3,44.1,-1.9,-0.05,,
