Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Unnamed: 26_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
Tiago Volpi,br BRA,GK,28.0,37,3330.0,90.0,97.4,37.0,37,90.0,37.0,0,,0,1.62,37.0,29.0,8.0,0.22,-0.78,43.0,40.9,2.1,0.06,0.27,Matches
Reinaldo,br BRA,DF,29.0,35,3112.0,89.0,91.0,34.6,35,89.0,33.0,0,,0,1.63,35.0,26.0,9.0,0.26,0.26,40.5,38.0,2.5,0.07,0.24,Matches
Tchê Tchê,br BRA,MF,26.0,35,3104.0,89.0,90.8,34.5,35,89.0,32.0,0,,0,1.69,36.0,25.0,11.0,0.32,0.89,41.3,36.3,5.0,0.15,1.04,Matches
Bruno Fabiano Alves,br BRA,DF,27.0,33,2925.0,89.0,85.5,32.5,33,89.0,32.0,0,,3,1.7,35.0,26.0,9.0,0.28,0.28,39.2,35.0,4.1,0.13,0.54,Matches
Robert Arboleda,ec ECU,DF,27.0,29,2564.0,88.0,75.0,28.5,29,88.0,28.0,0,,0,1.66,32.0,25.0,7.0,0.25,0.04,36.0,31.1,4.9,0.17,0.49,Matches
Antony,br BRA,"MF,FW",18.0,29,2379.0,82.0,69.6,26.4,27,85.0,19.0,2,38.0,0,1.69,28.0,19.0,9.0,0.34,0.34,31.5,29.2,2.3,0.09,0.13,Matches
Dani Alves,br BRA,"MF,DF",35.0,20,1754.0,88.0,51.3,19.5,20,88.0,18.0,0,,0,1.45,15.0,19.0,-4.0,-0.21,-0.91,24.0,21.4,2.6,0.13,0.17,Matches
Vitor Bueno,br BRA,"MF,FW",24.0,28,1650.0,59.0,48.2,18.3,18,80.0,6.0,10,21.0,9,1.64,17.0,17.0,0.0,0.0,-0.46,19.4,18.8,0.6,0.03,-0.03,Matches
Luan Silva,br BRA,MF,19.0,23,1606.0,70.0,47.0,17.8,18,81.0,11.0,5,30.0,9,1.87,12.0,15.0,-3.0,-0.17,-0.76,18.2,21.0,-2.7,-0.15,-0.38,Matches
Alexandre Pato,br BRA,FW,29.0,20,1434.0,72.0,41.9,15.9,18,75.0,8.0,2,45.0,7,1.6,15.0,13.0,2.0,0.13,-0.19,17.0,17.3,-0.3,-0.02,-0.12,Matches
Liziero,br BRA,MF,20.0,21,1189.0,57.0,34.8,13.2,16,69.0,3.0,5,16.0,5,1.67,11.0,7.0,4.0,0.3,0.1,15.2,12.1,3.1,0.23,0.28,Matches
Juanfran,es ESP,DF,34.0,17,1159.0,68.0,33.9,12.9,14,79.0,8.0,3,18.0,4,1.53,10.0,11.0,-1.0,-0.08,-0.48,12.8,16.5,-3.7,-0.28,-0.5,Matches
Hernanes,br BRA,MF,33.0,25,1242.0,50.0,36.3,13.8,13,73.0,4.0,12,24.0,4,1.76,17.0,8.0,9.0,0.65,0.65,17.2,15.0,2.2,0.16,0.17,Matches
Igor Vinícius de Souza,br BRA,DF,21.0,19,1195.0,63.0,34.9,13.3,13,81.0,8.0,6,25.0,16,1.79,19.0,10.0,9.0,0.68,0.68,17.6,14.0,3.6,0.27,0.34,Matches
Pablo,br BRA,FW,26.0,13,1026.0,79.0,30.0,11.4,13,79.0,8.0,0,,0,1.31,10.0,11.0,-1.0,-0.09,-0.46,15.6,11.3,4.3,0.37,0.46,Matches
Éverton,br BRA,"FW,MF",30.0,16,1060.0,66.0,31.0,11.8,12,75.0,6.0,4,41.0,1,1.75,16.0,8.0,8.0,0.68,0.64,14.0,10.5,3.5,0.3,0.36,Matches
Igor Gomes,br BRA,"MF,FW",19.0,27,1356.0,50.0,39.6,15.1,11,85.0,6.0,16,26.0,9,1.67,19.0,11.0,8.0,0.53,0.49,21.1,16.7,4.4,0.29,0.4,Matches
