Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 17_level_0,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
Tiago Volpi,br BRA,GK,28.0,37.0,3,2,3,0,0,3,4,75.0,1,0,0,0,3,6,9,1,Matches
Reinaldo,br BRA,DF,29.0,34.6,74,39,40,27,7,36,59,61.0,23,36,13,23,33,107,60,0,Matches
Tchê Tchê,br BRA,MF,26.0,34.5,51,32,16,31,4,16,36,44.4,20,25,9,16,30,81,19,0,Matches
Bruno Fabiano Alves,br BRA,DF,27.0,32.5,31,26,22,8,1,24,38,63.2,14,36,24,12,36,67,147,0,Matches
Robert Arboleda,ec ECU,DF,27.0,28.5,46,30,35,11,0,27,41,65.9,14,34,24,10,25,71,157,0,Matches
Antony,br BRA,"MF,FW",18.0,26.4,47,28,15,25,7,9,43,20.9,34,29,0,29,20,67,6,0,Matches
Dani Alves,br BRA,"MF,DF",35.0,19.5,51,38,23,21,7,16,45,35.6,29,15,1,14,9,60,12,0,Matches
Vitor Bueno,br BRA,"MF,FW",24.0,18.3,25,20,5,17,3,9,22,40.9,13,13,0,13,12,37,13,0,Matches
Luan Silva,br BRA,MF,19.0,17.8,47,24,18,28,1,17,25,68.0,8,16,5,11,13,60,31,0,Matches
Alexandre Pato,br BRA,FW,29.0,15.9,12,8,2,5,5,5,21,23.8,16,10,4,6,5,17,6,0,Matches
Liziero,br BRA,MF,20.0,13.2,34,18,11,20,3,6,29,20.7,23,9,1,8,12,46,12,0,Matches
Juanfran,es ESP,DF,34.0,12.9,25,18,17,7,1,11,28,39.3,17,9,5,4,9,34,28,0,Matches
Hernanes,br BRA,MF,33.0,13.8,14,11,7,6,1,8,20,40.0,12,6,1,5,9,23,11,0,Matches
Igor Vinícius de Souza,br BRA,DF,21.0,13.3,30,21,11,18,1,12,26,46.2,14,8,2,6,24,54,25,0,Matches
Pablo,br BRA,FW,26.0,11.4,5,2,0,1,4,2,6,33.3,4,1,0,1,2,7,12,0,Matches
Éverton,br BRA,"FW,MF",30.0,11.8,19,8,6,11,2,7,17,41.2,10,8,1,7,3,22,4,0,Matches
Igor Gomes,br BRA,"MF,FW",19.0,15.1,18,11,7,6,5,3,10,30.0,7,7,2,5,10,28,7,0,Matches
Hudson,br BRA,"MF,DF",31.0,11.7,27,14,16,8,3,16,31,51.6,15,27,7,20,14,41,26,0,Matches
Jonas,br BRA,"FW,MF",19.0,10.5,26,20,11,12,3,8,19,42.1,11,14,0,14,3,29,3,1,Matches
Anderson Martins,br BRA,DF,31.0,10.0,11,10,7,3,1,4,12,33.3,8,8,8,0,14,25,49,1,Matches
Raniel,br BRA,FW,22.0,8.9,4,3,1,2,1,0,8,0.0,8,10,2,8,5,9,12,0,Matches
Walce Costa,br BRA,DF,19.0,4.0,3,3,1,2,0,1,4,25.0,3,6,5,1,7,10,19,1,Matches
Jucilei,br BRA,MF,30.0,2.4,5,3,2,2,1,1,4,25.0,3,2,0,2,6,11,1,0,Matches
Léo Pelé,br BRA,DF,22.0,3.1,5,3,2,2,1,3,3,100.0,0,2,0,2,3,8,10,1,Matches
Helinho,br BRA,"FW,MF",18.0,2.0,5,3,0,4,1,3,5,60.0,2,2,0,2,3,8,0,0,Matches
Gabriel Sara,br BRA,MF,19.0,1.9,5,3,1,3,1,2,5,40.0,3,5,1,4,0,5,1,0,Matches
Marcos Calazans,br BRA,FW,22.0,1.6,6,4,4,1,1,4,7,57.1,3,3,0,3,0,6,3,0,Matches
Lucas Perri,br BRA,GK,21.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Juan Santos,br BRA,FW,16.0,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
Everton Felipe,br BRA,"FW,MF",21.0,0.9,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
Nenê,br BRA,MF,37.0,0.5,1,1,1,0,0,1,3,33.3,2,0,0,0,1,2,2,0,Matches
Diego,br BRA,DF,19.0,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,4,0,Matches
Willian Farias,br BRA,MF,29.0,0.2,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
Fabinho,br BRA,DF,19.0,0.2,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Brenner,br BRA,FW,19.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Danilo,br BRA,MF,19.0,0.1,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,26.5,38.0,635,405,287,283,65,255,574,44.4,319,344,115,229,314,949,692,5,
Opponent Total,,,27.5,38.0,661,408,316,289,56,298,775,38.5,477,372,122,250,388,1049,716,11,
