Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Unnamed: 21_level_0
Player,Nation,Pos,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Matches
Denis,br BRA,GK,28.0,37,3272.0,88.0,95.7,36.4,36,90.0,35.0,1,45.0,0,1.32,41.0,35.0,6.0,0.17,-1.05,Matches
Maicon,br BRA,DF,27.0,32,2853.0,89.0,83.4,31.7,32,89.0,30.0,0,,1,1.41,41.0,31.0,10.0,0.32,0.63,Matches
Thiago Mendes,br BRA,"DF,MF",23.0,32,2672.0,84.0,78.1,29.7,31,85.0,23.0,1,25.0,0,1.47,34.0,26.0,8.0,0.27,0.27,Matches
Christian Cueva,pe PER,MF,24.0,24,2015.0,84.0,58.9,22.4,23,86.0,18.0,1,34.0,0,1.5,28.0,18.0,10.0,0.45,0.57,Matches
Kelvin,br BRA,"FW,MF",22.0,27,1855.0,69.0,54.2,20.6,22,75.0,5.0,5,39.0,1,1.3,21.0,16.0,5.0,0.24,0.07,Matches
Andrés Chávez,ar ARG,"FW,MF",24.0,21,1701.0,81.0,49.7,18.9,19,86.0,13.0,2,37.0,0,1.43,23.0,16.0,7.0,0.37,0.32,Matches
Eugenio Mena,cl CHI,"DF,MF",27.0,20,1699.0,85.0,49.7,18.9,19,87.0,16.0,1,45.0,1,1.15,18.0,17.0,1.0,0.05,-0.31,Matches
Rodrigo Caio,br BRA,"DF,MF",22.0,20,1674.0,84.0,48.9,18.6,19,87.0,18.0,1,14.0,3,1.5,23.0,15.0,8.0,0.43,0.43,Matches
João Schmidt,br BRA,MF,22.0,22,1710.0,78.0,50.0,19.0,18,89.0,17.0,4,26.0,12,1.59,26.0,18.0,8.0,0.42,0.42,Matches
Hudson,br BRA,MF,28.0,19,1492.0,79.0,43.6,16.6,17,85.0,12.0,2,24.0,3,1.0,16.0,18.0,-2.0,-0.12,-0.59,Matches
Wesley,br BRA,MF,28.0,21,1421.0,68.0,41.5,15.8,17,80.0,12.0,4,16.0,4,1.33,16.0,15.0,1.0,0.06,-0.25,Matches
Julio Buffarini,ar ARG,"DF,MF",27.0,17,1440.0,85.0,42.1,16.0,16,87.0,15.0,1,45.0,2,1.47,20.0,15.0,5.0,0.31,0.18,Matches
Bruno Vieira,br BRA,DF,30.0,16,1283.0,80.0,37.5,14.3,15,85.0,12.0,1,5.0,11,1.38,17.0,13.0,4.0,0.28,0.11,Matches
Matheus Reis,br BRA,"DF,MF",20.0,15,1150.0,77.0,33.6,12.8,14,81.0,12.0,1,16.0,13,1.47,14.0,13.0,1.0,0.08,-0.2,Matches
Ricardo Centurión,ar ARG,"FW,MF",23.0,15,1122.0,75.0,32.8,12.5,14,78.0,5.0,1,31.0,0,1.47,13.0,11.0,2.0,0.16,-0.07,Matches
Diego Lugano,uy URU,DF,35.0,13,1169.0,90.0,34.2,13.0,13,90.0,12.0,0,,17,1.13,12.0,16.0,-4.0,-0.31,-0.79,Matches
Michel Bastos,br BRA,"DF,MF",32.0,14,967.0,69.0,28.3,10.7,11,82.0,6.0,3,22.0,0,1.0,12.0,15.0,-3.0,-0.28,-0.68,Matches
Lyanco,br BRA,DF,18.0,12,963.0,80.0,28.2,10.7,10,90.0,10.0,2,31.0,15,1.42,13.0,10.0,3.0,0.28,0.1,Matches
Alan Kardec,br BRA,FW,27.0,12,856.0,71.0,25.0,9.5,9,90.0,8.0,3,17.0,2,1.5,11.0,7.0,4.0,0.42,0.28,Matches
Luiz Araújo,br BRA,"FW,MF",19.0,22,786.0,36.0,23.0,8.7,7,69.0,2.0,15,20.0,14,1.36,13.0,10.0,3.0,0.34,0.17,Matches
Carlinhos,br BRA,DF,29.0,13,621.0,48.0,18.2,6.9,7,69.0,3.0,6,23.0,5,1.0,7.0,9.0,-2.0,-0.29,-0.61,Matches
David Neres,br BRA,"FW,MF",18.0,8,617.0,77.0,18.0,6.9,7,84.0,3.0,1,30.0,6,2.0,14.0,5.0,9.0,1.31,1.34,Matches
Ytalo,br BRA,"FW,MF",28.0,12,548.0,46.0,16.0,6.1,6,77.0,1.0,6,15.0,1,1.58,6.0,4.0,2.0,0.33,0.14,Matches
Ganso,br BRA,MF,26.0,7,513.0,73.0,15.0,5.7,5,88.0,4.0,2,38.0,0,1.57,6.0,5.0,1.0,0.18,-0.04,Matches
Auro,br BRA,"DF,MF",20.0,6,389.0,65.0,11.4,4.3,5,69.0,2.0,1,45.0,15,2.17,4.0,2.0,2.0,0.46,0.28,Matches
Jonathan Calleri,ar ARG,FW,22.0,5,349.0,70.0,10.2,3.9,4,85.0,3.0,1,11.0,0,0.8,5.0,7.0,-2.0,-0.52,-0.81,Matches
Robson,br BRA,"FW,MF",24.0,7,289.0,41.0,8.5,3.2,3,72.0,1.0,4,18.0,8,1.29,1.0,6.0,-5.0,-1.56,-1.93,Matches
Artur,br BRA,MF,19.0,4,276.0,69.0,8.1,3.1,3,81.0,2.0,1,32.0,17,1.0,3.0,5.0,-2.0,-0.65,-0.94,Matches
Lucão,br BRA,DF,19.0,3,270.0,90.0,7.9,3.0,3,90.0,3.0,0,,17,1.33,2.0,2.0,0.0,0.0,-0.23,Matches
Gilberto,br BRA,FW,26.0,8,235.0,29.0,6.9,2.6,2,70.0,0.0,6,16.0,6,1.38,5.0,2.0,3.0,1.15,1.01,Matches
Pedro Bortoluzo,br BRA,FW,19.0,10,222.0,22.0,6.5,2.5,2,60.0,0.0,8,13.0,5,1.1,4.0,3.0,1.0,0.41,0.21,Matches
Mateus Caramelo,br BRA,DF,21.0,4,210.0,53.0,6.1,2.3,2,85.0,1.0,2,20.0,4,1.0,2.0,4.0,-2.0,-0.86,-1.14,Matches
Lucas Fernandes,br BRA,MF,18.0,5,208.0,42.0,6.1,2.3,2,73.0,0.0,3,21.0,2,1.4,2.0,3.0,-1.0,-0.43,-0.68,Matches
Renan Ribeiro,br BRA,GK,25.0,2,134.0,67.0,3.9,1.5,2,67.0,1.0,0,,18,3.0,2.0,1.0,1.0,0.67,0.48,Matches
Wellington Martins,br BRA,MF,25.0,3,103.0,34.0,3.0,1.1,1,92.0,1.0,2,6.0,8,3.0,3.0,1.0,2.0,1.75,1.58,Matches
Wilder Guisao,co COL,"FW,MF",24.0,1,70.0,70.0,2.0,0.8,1,70.0,0.0,0,,0,3.0,1.0,0.0,1.0,1.29,1.1,Matches
Matheus Banguelê,br BRA,MF,19.0,1,64.0,64.0,1.9,0.7,1,64.0,0.0,0,,0,3.0,1.0,0.0,1.0,1.41,1.22,Matches
Daniel,br BRA,MF,22.0,6,83.0,14.0,2.4,0.9,0,,0.0,6,13.0,24,0.5,0.0,2.0,-2.0,-2.17,-2.44,Matches
Rogério,br BRA,"FW,MF",25.0,5,72.0,14.0,2.1,0.8,0,,0.0,5,13.0,2,1.4,2.0,1.0,1.0,1.25,1.06,Matches
Jean Carlos Vicente,br BRA,"FW,MF",23.0,3,69.0,23.0,2.0,0.8,0,,0.0,3,22.0,8,0.33,0.0,0.0,0.0,0.0,-0.21,Matches
Léo,br BRA,GK,25.0,1,14.0,14.0,0.4,0.2,0,,0.0,1,13.0,18,3.0,1.0,0.0,1.0,6.43,6.24,Matches
Felipe Araruna,br BRA,MF,19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Caique,br BRA,DF,17.0,0,,,,,0,,0.0,0,,2,,,,,,,Matches
Douglas,br BRA,DF,25.0,0,,,,,0,,0.0,0,,11,,,,,,,Matches
Lucas Kal,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,4,,,,,,,Matches
Júnior Tavares,br BRA,"DF,MF",19.0,0,,,,,0,,0.0,0,,1,,,,,,,Matches
Squad Total,,,25.6,38,3420.0,90.0,100.0,38.0,418,84.0,,107,21.0,282,1.37,44.0,36.0,8.0,0.21,,
Opponent Total,,,26.9,38,3420.0,90.0,100.0,38.0,418,84.0,,113,26.0,304,1.37,36.0,44.0,-8.0,-0.21,,
