Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
11,Ath Paranaense,38,14,9,15,45,43,2,51,1.34,13856,Sidcley - 6,Wéverton,→ Copa Sudamericana via league finish
12,Bahia,38,13,11,14,50,48,2,50,1.32,21541,Edigar Junio - 12,Jean,→ Copa Sudamericana via league finish
13,São Paulo,38,13,11,14,48,49,-1,50,1.32,35880,Hernanes - 9,Renan Ribeiro,→ Copa Sudamericana via league finish
14,Fluminense,38,11,14,13,50,53,-3,47,1.24,16253,Henrique Dourado - 18,Júlio César,→ Copa Sudamericana via league finish
15,Sport Recife,38,12,9,17,46,58,-12,45,1.18,14457,André - 16,Magrão,
