Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Rafael Pires,br BRA,GK,34.0,25.0,27,2,0,5,2,23.8,0.25,-1.2,-0.05,86,196,43.9,508,100,27.4,31.0,165,34.5,32.0,277,16,5.8,12,0.48,12.0,Matches
Jandrei,br BRA,GK,30.0,13.0,16,1,0,1,1,10.7,0.18,-4.3,-0.33,71,174,40.8,421,60,31.6,33.9,98,41.8,38.3,195,14,7.2,5,0.38,11.2,Matches
Squad Total,,,28.5,38.0,43,3,0,6,3,34.6,0.22,-5.4,-0.14,157,370,42.4,913,160,29.8,33.9,279,35.1,33.0,472,30,6.4,17,0.45,11.2,
Opponent Total,,,27.7,38.0,53,3,1,8,2,46.4,0.28,-4.6,-0.12,146,404,36.1,828,142,35.6,34.3,260,41.9,35.7,545,35,6.4,26,0.68,12.6,
