Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2022-04-07,19:30,Sudamericana,Group stage,Thu,Away,W,3,2,pe Ayacucho,,,78,,Miranda,4-3-3,3-5-2,Augusto Aragón,Match Report,
2022-04-10,19:00,Série A,Matchweek 1,Sun,Home,W,4,0,Ath Paranaense,1.6,0.3,55,20606.0,Jonathan Calleri,4-1-3-2,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-04-14,19:15,Sudamericana,Group stage,Thu,Home,W,2,0,cl Everton,,,58,,Igor Gomes,4-1-3-2,5-3-2,Pablo Echavarría,Match Report,
2022-04-17,16:00,Série A,Matchweek 2,Sun,Away,L,1,3,Flamengo,0.2,2.4,47,54686.0,Rafinha,4-1-4-1,3-4-3,Anderson Daronco,Match Report,
2022-04-23,16:30,Série A,Matchweek 3,Sat,Away,D,1,1,RB Bragantino,2.0,2.0,67,8040.0,Robert Arboleda,4-3-3,4-4-2,Bruno Arleu de Araujo,Match Report,
2022-04-28,18:15,Sudamericana,Group stage,Thu,Away,W,3,1,bo Wilstermann,,,63,,Éder,4-1-3-2,4-4-2,Carlos Ortega,Match Report,
2022-05-02,20:00,Série A,Matchweek 4,Mon,Home,W,2,1,Santos,1.4,1.3,57,36746.0,Rafinha,4-4-2,4-4-2,Leandro Pedro Vuaden,Match Report,
2022-05-05,18:15,Sudamericana,Group stage,Thu,Away,D,0,0,cl Everton,,,44,,Miranda,4-3-3,3-5-2,Fernando Rapallini,Match Report,
2022-05-08,19:00,Série A,Matchweek 5,Sun,Away,D,1,1,Fortaleza,0.3,0.7,46,25518.0,Jonathan Calleri,4-1-4-1,3-4-1-2,Ramon Abatti Abel,Match Report,
2022-05-15,16:00,Série A,Matchweek 6,Sun,Home,W,2,1,Cuiabá,2.4,1.1,73,27511.0,Rafinha,4-1-2-1-2◆,4-2-3-1,Alexandre Vargas Tavares de Jesus,Match Report,
2022-05-19,21:30,Sudamericana,Group stage,Thu,Home,W,3,0,bo Wilstermann,,,76,16675.0,Miranda,3-4-3,5-3-2,Ángel Arteaga,Match Report,
2022-05-22,16:00,Série A,Matchweek 7,Sun,Away,D,1,1,Corinthians,1.1,0.6,45,44672.0,Diego,3-4-3,3-4-1-2,Wilton Sampaio,Match Report,
2022-05-25,19:15,Sudamericana,Group stage,Wed,Home,W,1,0,pe Ayacucho,,,72,,Miranda,3-4-3,5-4-1,Carlos Benítez,Match Report,
2022-05-28,19:00,Série A,Matchweek 8,Sat,Home,D,2,2,Ceará,1.0,1.0,51,32977.0,Diego,3-4-3,4-3-3,Bruno Arleu de Araujo,Match Report,
2022-06-04,19:00,Série A,Matchweek 9,Sat,Away,D,1,1,Avaí,2.2,1.8,47,,Diego,3-4-3,4-3-3,Anderson Daronco,Match Report,
2022-06-09,20:00,Série A,Matchweek 10,Thu,Away,D,1,1,Coritiba,1.7,0.7,59,,Diego,3-1-4-2,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-06-12,16:00,Série A,Matchweek 11,Sun,Home,W,1,0,América (MG),1.3,1.1,48,26847.0,Miranda,3-5-2,4-1-4-1,Savio Pereira,Match Report,
2022-06-16,16:00,Série A,Matchweek 12,Thu,Away,L,0,1,Botafogo (RJ),0.4,1.4,67,18677.0,Jonathan Calleri,3-4-1-2,3-4-3,Wilton Sampaio,Match Report,
2022-06-20,20:00,Série A,Matchweek 13,Mon,Home,L,1,2,Palmeiras,1.2,1.6,40,31055.0,Diego,3-1-4-2,4-3-1-2,Anderson Daronco,Match Report,
2022-06-26,18:00,Série A,Matchweek 14,Sun,Home,D,0,0,Juventude,2.4,0.1,59,20466.0,Rafinha,3-1-4-2,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2022-06-30,20:30,Sudamericana,Round of 16,Thu,Away,W,4,2,cl Univ Católica,,,29,,Jonathan Calleri,3-1-4-2,4-1-4-1,Christian Ferreyra,Match Report,Leg 1 of 2
2022-07-03,16:00,Série A,Matchweek 15,Sun,Away,W,2,1,Atl Goianiense,1.7,1.4,47,12089.0,Diego,3-4-3,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2022-07-07,21:30,Sudamericana,Round of 16,Thu,Home,W,4,1,cl Univ Católica,,,51,47097.0,Igor Gomes,3-1-4-2,4-2-3-1,Alexis Herrera,Match Report,Leg 2 of 2; São Paulo won
2022-07-10,18:00,Série A,Matchweek 16,Sun,Away,D,0,0,Atlético Mineiro,0.3,0.7,42,52356.0,Miranda,3-1-4-2,4-2-3-1,Anderson Daronco,Match Report,
