Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,Attendance,Top Team Scorer,Goalkeeper,Notes
9,Internacional,38,15,10,13,46,45,1,55,1.45,42.4,47.2,-4.8,-0.13,26675,Enner Valencia - 9,Sergio Rochet,
10,Fortaleza,38,15,9,14,45,44,1,54,1.42,51.5,43.7,7.8,0.2,33540,Juan Martín Lucero - 9,João Ricardo Riedi,
11,São Paulo,38,14,11,13,40,38,2,53,1.39,49.5,36.7,12.7,0.33,43800,"Luciano, Jonathan Calleri - 9",Rafael Pires,
12,Cuiabá,38,14,9,15,40,39,1,51,1.34,38.7,42.1,-3.4,-0.09,16859,Deyverson - 12,Walter,
13,Corinthians,38,12,14,12,47,48,-1,50,1.32,40.5,49.6,-9.1,-0.24,36565,"Ángel Romero, Yuri Alberto - 8",Cássio,
