Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
Renan Ribeiro,br BRA,GK,26.0,20,20,1800,20.0,28,1.4,86,60,69.8,6,4,10,5,25.0,4,2,0,2,0.0,Matches
Sidão,br BRA,GK,34.0,19,18,1620,18.0,21,1.17,70,56,80.0,7,7,4,5,27.8,7,7,0,0,0.0,Matches
Squad Total,,,26.1,38,38,3420,38.0,49,1.29,156,116,74.4,13,11,14,9,23.7,11,9,0,2,0.0,
Opponent Total,,,27.0,38,38,3420,38.0,48,1.26,152,108,70.4,14,11,13,9,23.7,5,3,1,1,25.0,
