Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Igor Vinícius de Souza,br BRA,DF,26.0,27.4,0,6,0,0.0,0.22,0.0,0.0,,12.1,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
Luciano,br BRA,"MF,FW",30.0,25.6,11,75,26,34.7,2.93,1.02,0.13,0.38,18.9,1,1,2,7.1,5.3,0.07,3.9,4.7,Matches
Lucas Moura,br BRA,"FW,MF",31.0,25.0,10,41,18,43.9,1.64,0.72,0.2,0.44,17.3,4,2,2,5.2,3.6,0.09,4.8,4.4,Matches
Robert Arboleda,ec ECU,DF,32.0,25.1,2,14,5,35.7,0.56,0.2,0.14,0.4,10.7,0,0,0,1.4,1.4,0.1,0.6,0.6,Matches
Rafael Pires,br BRA,GK,34.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alan Franco,ar ARG,DF,27.0,24.3,0,14,0,0.0,0.58,0.0,0.0,,9.6,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
Luiz Gustavo,br BRA,MF,36.0,23.8,2,30,13,43.3,1.26,0.55,0.07,0.15,26.1,0,0,0,1.3,1.3,0.04,0.7,0.7,Matches
Jonathan Calleri,ar ARG,FW,30.0,22.7,5,43,13,30.2,1.89,0.57,0.12,0.38,13.2,0,0,0,5.6,5.6,0.14,-0.6,-0.6,Matches
Welington,br BRA,DF,22.0,18.9,0,12,2,16.7,0.64,0.11,0.0,0.0,22.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Alisson,br BRA,MF,30.0,17.9,1,12,5,41.7,0.67,0.28,0.08,0.2,26.0,1,0,0,0.6,0.6,0.05,0.4,0.4,Matches
André Silva,br BRA,FW,26.0,17.1,7,35,13,37.1,2.05,0.76,0.2,0.54,15.7,0,0,0,3.9,3.9,0.11,3.1,3.1,Matches
Ferreira,br BRA,"FW,MF",26.0,13.7,5,29,11,37.9,2.12,0.8,0.17,0.45,17.1,1,0,0,2.9,2.9,0.1,2.1,2.1,Matches
