Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Igor Vinícius de Souza,br BRA,DF,26.0,27.4,2065,50,554,1033,502,27,2065,60,22,36.7,32,53.3,1188,6593,3154,66,53,4,42,21,1376,150,Matches
Luciano,br BRA,"MF,FW",30.0,25.6,1112,13,118,599,409,87,1110,36,15,41.7,19,52.8,719,3247,1159,24,27,5,28,28,879,126,Matches
Lucas Moura,br BRA,"FW,MF",31.0,25.0,1369,34,128,743,519,77,1367,102,48,47.1,42,41.2,862,5479,2632,87,63,19,64,42,1088,173,Matches
Robert Arboleda,ec ECU,DF,32.0,25.1,1804,225,996,774,40,25,1804,0,0,,0,,1065,3765,1861,2,5,0,4,0,1321,3,Matches
Rafael Pires,br BRA,GK,34.0,25.0,710,659,707,3,0,0,710,0,0,,0,,363,1622,884,0,0,0,0,0,322,0,Matches
Alan Franco,ar ARG,DF,27.0,24.3,1797,226,924,842,44,23,1797,8,7,87.5,1,12.5,1209,6116,3161,14,5,0,14,4,1315,6,Matches
Luiz Gustavo,br BRA,MF,36.0,23.8,1750,45,419,1159,190,6,1750,25,11,44.0,11,44.0,1175,6079,2662,32,29,0,30,14,1387,20,Matches
Jonathan Calleri,ar ARG,FW,30.0,22.7,597,18,35,276,291,96,597,22,11,50.0,10,45.5,319,1412,510,24,13,13,45,30,476,112,Matches
Welington,br BRA,DF,22.0,18.9,1139,36,287,567,298,14,1139,28,15,53.6,12,42.9,583,2778,1627,40,29,3,32,17,721,105,Matches
Alisson,br BRA,MF,30.0,17.9,1435,57,290,932,217,3,1435,31,17,54.8,11,35.5,920,4350,2153,21,26,0,14,12,1130,28,Matches
André Silva,br BRA,FW,26.0,17.1,543,12,38,266,248,60,543,25,12,48.0,12,48.0,325,1554,628,20,16,6,51,32,431,107,Matches
Ferreira,br BRA,"FW,MF",26.0,13.7,787,13,77,323,409,62,787,95,50,52.6,37,38.9,501,3727,2174,76,66,25,41,21,581,152,Matches
Damián Bobadilla,py PAR,MF,22.0,11.5,712,12,139,449,125,10,712,9,6,66.7,3,33.3,413,1686,731,7,7,1,8,7,532,14,Matches
Jandrei,br BRA,GK,30.0,13.0,543,490,542,1,0,0,543,0,0,,0,,330,1463,968,0,0,0,1,0,308,0,Matches
José Sabino,br BRA,DF,27.0,10.8,839,94,438,355,52,12,839,5,3,60.0,2,40.0,499,2618,1717,5,8,0,5,1,586,4,Matches
Wellington Rato,br BRA,"FW,MF",31.0,11.7,637,9,73,289,279,35,637,16,9,56.3,7,43.8,383,2076,855,24,25,16,16,14,467,90,Matches
Rodrigo Nestor,br BRA,"MF,FW",23.0,10.9,666,10,87,340,246,16,666,24,6,25.0,17,70.8,388,1990,1042,29,22,3,13,11,472,59,Matches
Marcos Antônio,br BRA,MF,23.0,9.4,645,20,152,405,95,6,645,6,3,50.0,3,50.0,399,1915,823,10,14,1,13,2,487,13,Matches
