Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes,Unnamed: 20_level_0
Player,Nation,Pos,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
Tiago Volpi,br BRA,GK,28.0,37.0,1073,701,368,93,0,5,0,0,0,0,0,0,773,4,1,Matches
Reinaldo,br BRA,DF,29.0,34.6,1813,1330,477,72,1,14,152,347,58,23,30,0,1344,6,41,Matches
Tchê Tchê,br BRA,MF,26.0,34.5,1723,1662,56,45,4,4,23,11,0,0,0,0,1526,5,18,Matches
Bruno Fabiano Alves,br BRA,DF,27.0,32.5,1412,1342,65,63,0,7,1,2,0,0,0,0,1212,5,5,Matches
Robert Arboleda,ec ECU,DF,27.0,28.5,1393,1336,55,53,0,11,0,2,0,0,0,0,1180,2,13,Matches
Antony,br BRA,"MF,FW",18.0,26.4,1358,1332,25,12,0,5,63,11,2,1,1,0,1093,1,30,Matches
Dani Alves,br BRA,"MF,DF",35.0,19.5,1491,1293,188,68,2,6,125,47,72,31,33,1,1187,10,29,Matches
Vitor Bueno,br BRA,"MF,FW",24.0,18.3,706,688,17,4,2,13,22,7,3,2,0,0,567,1,13,Matches
Luan Silva,br BRA,MF,19.0,17.8,1002,967,35,34,0,3,1,1,0,0,0,0,875,0,10,Matches
Alexandre Pato,br BRA,FW,29.0,15.9,361,332,26,4,2,0,13,3,3,1,1,0,269,3,13,Matches
Liziero,br BRA,MF,20.0,13.2,836,814,19,15,2,8,4,4,0,0,0,0,739,3,10,Matches
Juanfran,es ESP,DF,34.0,12.9,655,532,123,13,0,2,22,110,0,0,0,0,549,0,17,Matches
Hernanes,br BRA,MF,33.0,13.8,563,499,63,23,2,2,46,0,40,24,9,0,449,1,6,Matches
Igor Vinícius de Souza,br BRA,DF,21.0,13.3,798,674,121,16,0,4,29,105,0,0,0,0,667,3,17,Matches
Pablo,br BRA,FW,26.0,11.4,213,189,22,1,0,1,1,0,0,0,0,0,157,2,7,Matches
Éverton,br BRA,"FW,MF",30.0,11.8,348,326,22,6,1,1,22,15,1,0,0,0,252,0,12,Matches
Igor Gomes,br BRA,"MF,FW",19.0,15.1,745,714,27,9,3,2,26,2,13,2,7,0,606,4,18,Matches
Hudson,br BRA,"MF,DF",31.0,11.7,635,563,70,28,0,5,15,42,0,0,0,0,527,2,7,Matches
Jonas,br BRA,"FW,MF",19.0,10.5,286,273,12,1,1,0,24,6,0,0,0,0,209,1,9,Matches
Anderson Martins,br BRA,DF,31.0,10.0,481,465,14,12,0,3,1,2,0,0,0,0,420,2,4,Matches
Raniel,br BRA,FW,22.0,8.9,129,114,15,0,0,1,2,0,0,0,0,0,89,0,2,Matches
Walce Costa,br BRA,DF,19.0,4.0,236,231,5,4,0,3,0,1,0,0,0,0,203,0,1,Matches
Jucilei,br BRA,MF,30.0,2.4,197,192,5,5,0,3,0,0,0,0,0,0,184,0,1,Matches
Léo Pelé,br BRA,DF,22.0,3.1,154,122,31,2,0,0,11,28,1,1,0,0,118,1,4,Matches
Helinho,br BRA,"FW,MF",18.0,2.0,103,102,1,1,0,0,5,0,0,0,0,0,85,0,1,Matches
Gabriel Sara,br BRA,MF,19.0,1.9,98,94,2,1,0,0,1,0,1,0,0,0,74,2,2,Matches
Marcos Calazans,br BRA,FW,22.0,1.6,82,75,6,0,0,1,7,5,1,0,0,0,66,1,2,Matches
Lucas Perri,br BRA,GK,21.0,1.0,33,15,18,6,0,0,0,0,0,0,0,0,22,0,0,Matches
Juan Santos,br BRA,FW,16.0,0.6,6,4,2,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Everton Felipe,br BRA,"FW,MF",21.0,0.9,51,48,3,1,0,0,5,1,1,1,0,0,36,0,2,Matches
Nenê,br BRA,MF,37.0,0.5,23,19,4,3,0,0,5,1,0,0,0,0,13,0,1,Matches
Diego,br BRA,DF,19.0,0.4,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Willian Farias,br BRA,MF,29.0,0.2,5,4,1,1,0,0,0,0,0,0,0,0,3,0,0,Matches
Fabinho,br BRA,DF,19.0,0.2,9,9,0,0,0,0,1,0,0,0,0,0,6,0,1,Matches
Brenner,br BRA,FW,19.0,0.1,5,4,1,0,0,0,1,0,1,0,0,0,4,0,0,Matches
Danilo,br BRA,MF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,26.5,38.0,19033,17075,1899,596,20,104,628,753,197,86,81,1,15520,59,297,
Opponent Total,,,27.5,38.0,16927,14920,1962,651,13,98,620,743,171,68,85,2,13406,45,274,
