Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes
1,Cruzeiro,38,24,8,6,67,38,29,80,2.11,29678,"Marcelo Martins Moreno, Ricardo Goulart - 15",Fábio,→ Copa Libertadores via league finish
2,São Paulo,38,20,10,8,59,40,19,70,1.84,28544,"Luís Fabiano, Alexandre Pato - 9",Rogério Ceni,→ Copa Libertadores via league finish
3,Internacional,38,21,6,11,53,41,12,69,1.82,22318,Rafael Moura - 8,Dida,→ Copa Libertadores via league finish
4,Corinthians,38,19,12,7,49,31,18,69,1.82,29013,Paolo Guerrero - 12,Cássio,→ Copa Libertadores via league finish
