Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
Tiago Volpi,br BRA,GK,30.0,38.0,39,0,1,5,1,42.2,0.28,4.2,0.11,181,520,34.8,1010,133,41.6,36.8,226,44.2,39.4,489,15,3.1,36,0.95,14.9,Matches
Squad Total,,,26.5,38.0,39,0,1,5,1,42.2,0.28,4.2,0.11,181,520,34.8,978,133,42.9,,258,38.8,35.0,489,15,3.1,36,0.95,,
Opponent Total,,,26.9,38.0,31,4,2,2,1,40.6,0.25,10.6,0.28,205,533,38.5,850,160,46.0,38.6,306,46.4,38.0,699,21,3.0,23,0.61,11.1,
