Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 19_level_0,Unnamed: 20_level_0,Expected,Expected,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0
Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Igor Vinícius de Souza,br BRA,DF,26.0,27.4,1526,1789,85.3,23818,8351,799,856,93.3,600,690,87.0,84,146,57.5,2,2.5,2.7,-0.5,33,122,19,9,137,Matches
Luciano,br BRA,"MF,FW",30.0,25.6,752,883,85.2,12960,2360,333,376,88.6,314,348,90.2,71,88,80.7,2,2.4,2.2,-0.4,23,78,16,1,92,Matches
Lucas Moura,br BRA,"FW,MF",31.0,25.0,851,1082,78.7,13996,3505,408,478,85.4,337,412,81.8,73,118,61.9,6,3.2,3.1,2.8,40,114,33,3,131,Matches
Robert Arboleda,ec ECU,DF,32.0,25.1,1457,1599,91.1,28584,10161,437,471,92.8,849,888,95.6,157,212,74.1,0,0.5,0.2,-0.5,5,50,2,0,45,Matches
Rafael Pires,br BRA,GK,34.0,25.0,551,673,81.9,14276,9333,105,105,100.0,261,262,99.6,165,285,57.9,0,0.0,0.0,0.0,0,6,0,0,1,Matches
Alan Franco,ar ARG,DF,27.0,24.3,1481,1621,91.4,28615,10921,508,530,95.8,799,840,95.1,162,220,73.6,1,0.4,0.3,0.6,7,78,3,0,98,Matches
Luiz Gustavo,br BRA,MF,36.0,23.8,1406,1542,91.2,26931,7348,515,555,92.8,697,725,96.1,172,215,80.0,1,0.7,0.8,0.3,14,162,6,1,132,Matches
Jonathan Calleri,ar ARG,FW,30.0,22.7,279,424,65.8,3825,721,169,226,74.8,77,111,69.4,13,23,56.5,4,1.3,1.3,2.7,19,20,10,4,28,Matches
Welington,br BRA,DF,22.0,18.9,775,945,82.0,12856,4109,378,404,93.6,318,395,80.5,62,102,60.8,1,0.8,1.1,0.2,15,60,21,11,79,Matches
Alisson,br BRA,MF,30.0,17.9,1181,1306,90.4,22075,5738,469,499,94.0,542,583,93.0,142,172,82.6,2,0.6,0.9,1.4,14,119,7,3,114,Matches
André Silva,br BRA,FW,26.0,17.1,261,373,70.0,3872,656,150,189,79.4,82,112,73.2,15,26,57.7,2,0.8,0.7,1.2,15,16,12,3,32,Matches
Ferreira,br BRA,"FW,MF",26.0,13.7,474,597,79.4,7937,1824,228,251,90.8,185,225,82.2,44,80,55.0,1,1.8,2.1,-0.8,30,30,17,2,57,Matches
Damián Bobadilla,py PAR,MF,22.0,11.5,563,621,90.7,9914,2933,221,246,89.8,276,291,94.8,47,55,85.5,0,0.8,0.7,-0.8,13,69,11,4,60,Matches
Jandrei,br BRA,GK,30.0,13.0,403,520,77.5,11363,7314,53,53,100.0,207,215,96.3,139,247,56.3,0,0.0,0.0,0.0,0,7,0,0,0,Matches
José Sabino,br BRA,DF,27.0,10.8,604,713,84.7,12084,4689,188,206,91.3,340,368,92.4,74,125,59.2,0,0.1,0.1,-0.1,4,46,4,0,43,Matches
Wellington Rato,br BRA,"FW,MF",31.0,11.7,409,546,74.9,8136,2335,172,194,88.7,161,200,80.5,68,135,50.4,5,3.5,2.7,1.5,30,39,20,10,47,Matches
Rodrigo Nestor,br BRA,"MF,FW",23.0,10.9,437,556,78.6,6856,1348,232,261,88.9,156,187,83.4,29,66,43.9,2,1.4,1.6,0.6,15,36,12,5,50,Matches
Marcos Antônio,br BRA,MF,23.0,9.4,542,577,93.9,9083,1953,253,261,96.9,242,254,95.3,39,45,86.7,0,0.3,0.6,-0.3,9,55,3,0,50,Matches
Nahuel Ferraresi,ve VEN,DF,25.0,10.0,553,630,87.8,10930,4352,175,191,91.6,295,325,90.8,77,96,80.2,1,0.8,0.4,0.2,6,39,6,3,45,Matches
Diego,br BRA,DF,24.0,9.9,579,659,87.9,10947,3217,196,208,94.2,326,348,93.7,50,81,61.7,0,0.1,0.2,-0.1,3,44,3,2,40,Matches
Michel Araujo,uy URU,"DF,FW",27.0,9.5,447,525,85.1,7232,1967,238,262,90.8,164,186,88.2,37,57,64.9,1,1.7,1.0,-0.7,14,17,12,3,45,Matches
Ruan,br BRA,DF,24.0,8.0,397,436,91.1,7547,2326,122,133,91.7,231,241,95.9,37,50,74.0,0,0.0,0.1,0.0,1,15,0,0,19,Matches
Rafinha,br BRA,DF,38.0,5.8,373,428,87.1,7133,2125,156,168,92.9,161,174,92.5,53,77,68.8,0,0.2,0.3,-0.2,4,36,6,2,29,Matches
Erick,br BRA,"FW,MF",26.0,7.2,242,321,75.4,4131,1354,117,131,89.3,100,125,80.0,21,41,51.2,2,2.2,1.8,-0.2,27,18,18,4,42,Matches
Patryck,br BRA,DF,21.0,6.8,280,356,78.7,4512,1665,133,156,85.3,126,149,84.6,15,30,50.0,0,0.1,0.2,-0.1,3,17,8,4,22,Matches
William Gomes,br BRA,"FW,MF",17.0,5.5,102,137,74.5,1667,497,53,57,93.0,44,57,77.2,4,10,40.0,1,0.5,0.6,0.5,6,2,8,6,14,Matches
Giuliano Galoppo,ar ARG,MF,24.0,4.3,143,182,78.6,2595,685,66,77,85.7,62,76,81.6,15,20,75.0,0,0.4,0.4,-0.4,1,18,3,0,26,Matches
Juan Santos,br BRA,"FW,MF",21.0,2.9,51,71,71.8,821,126,23,26,88.5,19,26,73.1,6,7,85.7,1,0.2,0.1,0.8,3,0,3,0,4,Matches
Pablo Maia,br BRA,MF,22.0,2.9,182,200,91.0,3279,651,73,76,96.1,86,89,96.6,19,22,86.4,0,0.2,0.2,-0.2,3,17,1,0,18,Matches
Jamal Lewis,nir NIR,DF,26.0,2.4,118,144,81.9,1832,280,62,68,91.2,49,53,92.5,4,15,26.7,1,0.4,0.3,0.6,2,4,4,1,8,Matches
João Moreira,pt POR,"DF,MF",19.0,2.2,75,93,80.6,1091,315,46,51,90.2,23,26,88.5,4,8,50.0,0,0.0,0.0,0.0,0,4,0,0,4,Matches
Santiago Longo,ar ARG,MF,25.0,1.9,80,85,94.1,1422,332,32,34,94.1,43,45,95.6,5,6,83.3,0,0.0,0.0,0.0,0,4,0,0,4,Matches
