Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-08-16,21:45,Sudamericana,Second stage,Thu,Away,W,1 (3),0 (5),ar Colón,64,,Hudson,4-2-3-1,5-4-1,Mario Díaz de Vivar,Match Report,Leg 2 of 2; Colón won; Colón won on penalty kicks following extra time
2018-08-19,19:00,Série A,Matchweek 19,Sun,Home,W,2,0,Chapecoense,39,41075.0,Sidão,4-2-3-1,4-1-4-1,Rafael Traci,Match Report,
2018-08-22,19:30,Série A,Matchweek 20,Wed,Away,D,1,1,Paraná,54,7635.0,Hudson,4-2-3-1,4-1-4-1,Péricles Bassols Pegado Cortez,Match Report,
2018-08-26,11:00,Série A,Matchweek 21,Sun,Home,W,1,0,Ceará,58,57323.0,Sidão,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,
2018-09-02,16:00,Série A,Matchweek 22,Sun,Home,D,1,1,Fluminense,36,49348.0,Hudson,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,
2018-09-05,21:45,Série A,Matchweek 23,Wed,Away,L,0,1,Atlético Mineiro,54,20852.0,Hudson,4-2-3-1,4-1-4-1,Anderson Daronco,Match Report,
2018-09-08,19:00,Série A,Matchweek 24,Sat,Home,W,1,0,Bahia,53,43555.0,Hudson,4-2-3-1,4-3-2-1,André Luiz de Freitas Castro,Match Report,
2018-09-16,16:00,Série A,Matchweek 25,Sun,Away,D,0,0,Santos,45,13488.0,Hudson,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,
2018-09-22,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,América (MG),50,47846.0,Hudson,4-2-3-1,4-2-4-0,Wilton Sampaio,Match Report,
2018-09-30,16:00,Série A,Matchweek 27,Sun,Away,D,2,2,Botafogo (RJ),60,19976.0,Hudson,4-2-3-1,4-1-4-1,Rafael Traci,Match Report,
2018-10-06,18:00,Série A,Matchweek 28,Sat,Home,L,0,2,Palmeiras,60,56694.0,Hudson,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-10-14,16:00,Série A,Matchweek 29,Sun,Away,L,1,3,Internacional,43,41640.0,Hudson,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-10-20,19:00,Série A,Matchweek 30,Sat,Home,D,0,0,Ath Paranaense,32,13053.0,Hudson,4-4-2,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-10-26,19:30,Série A,Matchweek 31,Fri,Away,W,1,0,Vitória,39,11283.0,Hudson,4-4-2,4-1-4-1,Leandro Pedro Vuaden,Match Report,
2018-11-04,17:00,Série A,Matchweek 32,Sun,Home,D,2,2,Flamengo,38,32612.0,Sidão,3-1-4-2,4-2-3-1,Wilton Sampaio,Match Report,
2018-11-10,17:00,Série A,Matchweek 33,Sat,Away,D,1,1,Corinthians,53,42845.0,Hudson,3-1-4-2,4-1-4-1,Rodolpho Toski Marques,Match Report,
2018-11-15,19:00,Série A,Matchweek 34,Thu,Home,D,1,1,Grêmio,58,24757.0,Hudson,4-2-3-1,4-2-3-1,Péricles Bassols Pegado Cortez,Match Report,
2018-11-18,19:00,Série A,Matchweek 35,Sun,Home,W,1,0,Cruzeiro,51,14058.0,Hudson,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,
2018-11-22,20:00,Série A,Matchweek 36,Thu,Away,L,0,2,Vasco da Gama,65,1123.0,Hudson,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
2018-11-26,20:00,Série A,Matchweek 37,Mon,Home,D,0,0,Sport Recife,69,15235.0,Reinaldo,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,
2018-12-02,17:00,Série A,Matchweek 38,Sun,Away,L,0,1,Chapecoense,54,19992.0,Hudson,4-2-3-1,4-2-2-2,Wilton Sampaio,Match Report,
