Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2018-04-12,21:30,Sudamericana,First stage,Thu,Away,D,0,0,ar Rosario Central,47,,Sidão,4-1-4-1,4-4-2,Víctor Carrillo,Match Report,Leg 1 of 2
2018-04-16,20:00,Série A,Matchweek 1,Mon,Home,W,1,0,Paraná,51,11327.0,Sidão,4-2-3-1,4-1-4-1,Braulio da Silva Machado,Match Report,
2018-04-22,16:00,Série A,Matchweek 2,Sun,Away,D,0,0,Ceará,49,30186.0,Sidão,4-1-4-1,3-4-3,Paulo Roberto Alves Júnior,Match Report,
2018-04-29,16:00,Série A,Matchweek 3,Sun,Away,D,1,1,Fluminense,46,19237.0,Sidão,4-4-1-1,3-4-3,Rodolpho Toski Marques,Match Report,
2018-05-05,19:00,Série A,Matchweek 4,Sat,Home,D,2,2,Atlético Mineiro,38,31976.0,Sidão,3-4-3,4-2-3-1,Rafael Traci,Match Report,
2018-05-09,21:45,Sudamericana,First stage,Wed,Home,W,1,0,ar Rosario Central,42,,Sidão,4-4-2,4-2-3-1,Eber Aguino,Match Report,Leg 2 of 2; São Paulo won
2018-05-13,16:00,Série A,Matchweek 5,Sun,Away,D,2,2,Bahia,52,20847.0,Sidão,4-1-4-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,
2018-05-20,16:00,Série A,Matchweek 6,Sun,Home,W,1,0,Santos,39,40565.0,Sidão,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-05-27,19:00,Série A,Matchweek 7,Sun,Away,W,3,1,América (MG),45,4360.0,Sidão,4-4-1-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2018-05-30,21:00,Série A,Matchweek 8,Wed,Home,W,3,2,Botafogo (RJ),41,25427.0,Sidão,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,
2018-06-02,21:00,Série A,Matchweek 9,Sat,Away,L,1,3,Palmeiras,51,32841.0,Sidão,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,
2018-06-05,21:30,Série A,Matchweek 10,Tue,Home,D,0,0,Internacional,48,14730.0,Sidão,4-1-4-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,
2018-06-09,16:00,Série A,Matchweek 11,Sat,Away,W,1,0,Ath Paranaense,38,8257.0,Sidão,4-4-1-1,3-4-3,Anderson Daronco,Match Report,
2018-06-12,21:30,Série A,Matchweek 12,Tue,Home,W,3,0,Vitória,56,20456.0,Sidão,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,
2018-07-18,21:45,Série A,Matchweek 13,Wed,Away,W,1,0,Flamengo,29,55986.0,Sidão,4-4-1-1,4-3-3,Paulo Roberto Alves Júnior,Match Report,
2018-07-21,21:00,Série A,Matchweek 14,Sat,Home,W,3,1,Corinthians,46,58624.0,Hudson,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2018-07-26,19:30,Série A,Matchweek 15,Thu,Away,L,1,2,Grêmio,35,19865.0,Sidão,4-2-3-1,4-2-3-1,Grazianni Maciel Rocha,Match Report,
2018-07-29,16:00,Série A,Matchweek 16,Sun,Away,W,2,0,Cruzeiro,42,26671.0,Sidão,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,
2018-08-02,19:30,Sudamericana,Second stage,Thu,Home,L,0,1,ar Colón,69,,Hudson,4-2-3-1,5-4-1,Leodán González,Match Report,Leg 1 of 2
2018-08-05,16:00,Série A,Matchweek 17,Sun,Home,W,2,1,Vasco da Gama,41,53437.0,Hudson,4-2-3-1,4-2-3-1,Braulio da Silva Machado,Match Report,
2018-08-12,16:00,Série A,Matchweek 18,Sun,Away,W,3,1,Sport Recife,55,16050.0,Hudson,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,
