Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Unnamed: 27_level_0
Player,Nation,Pos,Age,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
Jonathan Calleri,ar ARG,FW,28.0,31.3,1029,52,75,408,559,211,1027,57,28,49.1,26,45.6,535,2731,1017,41,21,20,95,40,767,193,Matches
Rafinha,br BRA,DF,36.0,28.5,2259,96,643,1362,266,5,2259,5,3,60.0,1,20.0,1353,5588,3289,43,43,1,15,0,1586,52,Matches
Léo Pelé,br BRA,DF,25.0,27.6,1771,85,553,1106,122,14,1771,15,12,80.0,1,6.7,1194,8235,5823,78,45,0,11,7,1288,11,Matches
Rodrigo Nestor,br BRA,MF,21.0,23.6,1305,19,189,556,572,80,1305,53,22,41.5,28,52.8,706,3005,1450,47,17,29,38,27,867,154,Matches
Luciano,br BRA,FW,28.0,22.6,972,14,89,515,377,81,969,37,26,70.3,10,27.0,585,3170,1329,36,30,4,37,20,773,123,Matches
Patrick,br BRA,"MF,FW",29.0,21.8,1079,24,162,518,420,78,1079,73,31,42.5,41,56.2,652,3416,1412,42,38,15,69,44,769,162,Matches
Igor Gomes,br BRA,MF,22.0,22.9,1205,22,160,621,436,54,1205,39,17,43.6,20,51.3,744,3327,1551,33,31,4,27,20,875,120,Matches
Pablo Maia,br BRA,MF,20.0,22.8,1602,64,376,998,244,6,1602,14,9,64.3,5,35.7,999,3896,1702,13,28,1,26,10,1108,11,Matches
Jandrei,br BRA,GK,28.0,18.3,722,538,704,18,0,0,722,0,0,,0,,487,2465,1630,0,0,0,0,0,377,0,Matches
Diego,br BRA,DF,22.0,19.1,1241,137,570,624,50,14,1241,11,10,90.9,1,9.1,754,4047,2302,13,13,0,9,0,846,4,Matches
Reinaldo,br BRA,"DF,FW",32.0,16.3,1051,31,173,443,445,23,1050,34,17,50.0,17,50.0,516,2896,1476,33,31,4,25,18,576,110,Matches
